objectid,id_centrale,code_centrale,libelle_centrale,annee,libelle_groupage,type_compteur,type_comptage,nb_canaux,nb_annee,code_canal,mja_jo,mja_tcj,mja_pl_tcj,hp_johvs_matin,hp_johvs_soir,tir_tcj,v85ma_tcj,vtma_tcj,descriptif_periode,time_days,name,oneway,ref_mmm,highway,nom_commune,cycles,osm_id
1505,1335,119761,MONTPELLIER. Impasse de la Lironde,2024,Font Froide_Thomassy,compteur ponctuel,comptage bidirectionnel,3,2,0,105,94,1,10 (11h30 - 12h30),13 (17h00 - 18h00),84,49,38,du 04/09/2024 au 11/09/2024,7,Impasse de la Lironde,UNKNOWN, ,residential,Montpellier,Voie verte et assimilé,243062254
6422,83553,119904,MONTPELLIER. Rue Raimon de Trencavel,2024,Toulouse_Valery,compteur ponctuel,comptage unidirectionnel,1,1,0,775,729,3,64 (7h15 - 8h15),89 (18h45 - 19h45),38,38,24,du 03/09/2024 au 10/09/2024,7,Rue Raimon de Trencavel,YES, ,residential,Montpellier, ,359838502
6425,83473,120215,MONTPELLIER.Rue Claude Levi-Strauss,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,1256,1123,5,,,,,,du 10/01/2024 au 16/01/2024,6,Rue Claude Lévi-Strauss,UNKNOWN, ,residential,Montpellier, ,244238707
6424,83473,120215,MONTPELLIER.Rue Claude Levi-Strauss,2024,Sabine_Levi,compteur ponctuel,comptage bidirectionnel,3,1,1,632,570,3,47 (8h00 - 9h00),72 (17h00 - 18h00),2,21,14,du 10/01/2024 au 16/01/2024,6,Rue Claude Lévi-Strauss,UNKNOWN, ,residential,Montpellier, ,244238707
6423,83473,120215,MONTPELLIER.Rue Claude Levi-Strauss,2024,Levi_Sabine,compteur ponctuel,comptage bidirectionnel,3,1,0,624,553,2,55 (8h00 - 9h00),55 (16h00 - 17h00),3,25,16,du 10/01/2024 au 16/01/2024,6,Rue Claude Lévi-Strauss,UNKNOWN, ,residential,Montpellier, ,244238707
2561,82798,12069,MONTPELLIER. Avenue Georges Melies,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,7075,5839,249,,,,,,du 25/03/2024 au 02/04/2024,8,Rue Georges Méliès,YES, ,tertiary,Montpellier, ,28301287
2560,82798,12069,MONTPELLIER. Avenue Georges Melies,2024,Telemaque_Jefferson,compteur ponctuel,comptage bidirectionnel,3,1,w,4024,3211,155,734 (8h00 - 9h00),296 (13h15 - 14h15),,,,du 25/03/2024 au 02/04/2024,8,Rue Georges Méliès,YES, ,tertiary,Montpellier, ,28301287
2559,82798,12069,MONTPELLIER. Avenue Georges Melies,2024,Jefferson_Telemaque,compteur ponctuel,comptage bidirectionnel,3,1,v,3052,2629,93,242 (12h00 - 13h00),422 (17h00 - 18h00),,,,du 25/03/2024 au 02/04/2024,8,Rue Georges Méliès,YES, ,tertiary,Montpellier, ,28301287
6446,1259,121055,BEAULIEU. RM120 3095,2024,Sens cumulés,compteur tournant,comptage bidirectionnel,3,7,Z,2229,2099,21,,,,,,du 22/03/2024 au 30/08/2024,161, ,UNKNOWN, ,secondary,Beaulieu, ,254846428
6445,1259,121055,BEAULIEU. RM120 3095,2024,RM118_RM118E1,compteur tournant,comptage bidirectionnel,3,7,1,1279,1208,12,89 (11h30 - 12h30),186 (17h30 - 18h30),61,101,84,du 22/03/2024 au 30/08/2024,161, ,UNKNOWN, ,secondary,Beaulieu, ,254846428
6444,1259,121055,BEAULIEU. RM120 3095,2024,RM118E1_RM118,compteur tournant,comptage bidirectionnel,3,7,0,950,891,9,136 (7h45 - 8h45),82 (17h15 - 18h15),76,106,90,du 22/03/2024 au 30/08/2024,161, ,UNKNOWN, ,secondary,Beaulieu, ,254846428
2564,83573,12193,MONTPELLIER _ Rue des Pétunias,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,2923,2569,1,,,,,,du 26/09/2024 au 03/10/2024,7,Rue des Pétunias,UNKNOWN, ,residential,Montpellier, ,45579887
2562,83573,12193,MONTPELLIER _ Rue des Pétunias,2024,Croix de Figuerolles _ Oeillets,compteur ponctuel,comptage bidirectionnel,3,1,0,2158,1918,1,183 (8h00 - 9h00),230 (16h45 - 17h45),28,35,21,du 26/09/2024 au 03/10/2024,7,Rue des Pétunias,UNKNOWN, ,residential,Montpellier, ,45579887
2563,83573,12193,MONTPELLIER _ Rue des Pétunias,2024,Oeillets _ Croix de Figuerolles,compteur ponctuel,comptage bidirectionnel,3,1,1,765,651,0,140 (7h45 - 8h45),76 (17h00 - 18h00),35,36,22,du 26/09/2024 au 03/10/2024,7,Rue des Pétunias,UNKNOWN, ,residential,Montpellier, ,45579887
9318,83540,122184,MONTPELLIER. Rue du Commandant Massoud,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,860,639,152,,,,,,du 27/06/2024 au 05/07/2024,8,Rue du Commandant Massoud,UNKNOWN,,residential,,,303083730
9317,83540,122184,MONTPELLIER. Rue du Commandant Massoud,2024,Castelle_Massoud,compteur ponctuel,comptage bidirectionnel,3,1,1,463,343,82,108 (7h45 - 8h45),44 (13h00 - 14h00),60,41,29,du 27/06/2024 au 05/07/2024,8,Rue du Commandant Massoud,UNKNOWN,,residential,,,303083730
9316,83540,122184,MONTPELLIER. Rue du Commandant Massoud,2024,Massoud_Castelle,compteur ponctuel,comptage bidirectionnel,3,1,0,397,296,70,40 (8h15 - 9h15),62 (16h45 - 17h45),50,39,26,du 27/06/2024 au 05/07/2024,8,Rue du Commandant Massoud,UNKNOWN,,residential,,,303083730
5874,83482,122773,VILLENEUVE LES MAGUELONE. RM185,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,12870,11554,583,,,,,,du 23/04/2024 au 19/09/2024,149, ,UNKNOWN, ,primary,Villeneuve-lès-Maguelone, ,254916463
5872,83482,122773,VILLENEUVE LES MAGUELONE. RM185,2024,RM185E4_Diligence,compteur ponctuel,comptage bidirectionnel,3,1,0,6888,6227,289,460 (7h45 - 8h45),807 (17h15 - 18h15),40,78,68,du 23/04/2024 au 19/09/2024,149, ,UNKNOWN, ,primary,Villeneuve-lès-Maguelone, ,254916463
5873,83482,122773,VILLENEUVE LES MAGUELONE. RM185,2024,Diligence_RM185E4,compteur ponctuel,comptage bidirectionnel,3,1,1,5982,5327,294,794 (7h15 - 8h15),488 (17h00 - 18h00),55,86,71,du 23/04/2024 au 19/09/2024,149, ,UNKNOWN, ,primary,Villeneuve-lès-Maguelone, ,254916463
1136,1168,123163,MONTPELLIER. RM65 THOMASSY. (Velos),2024,Sens cumulés,compteur permanent vélo,comptage bidirectionnel,3,9,Z,336,262,,,,,,,du 01/01/2024 au 04/11/2024,308, ,UNKNOWN, ,cycleway,Montpellier,Piste cyclable,249866952
1135,1168,123163,MONTPELLIER. RM65 THOMASSY. (Velos),2024,Montpellier_Clapiers,compteur permanent vélo,comptage bidirectionnel,3,9,1,175,137,,31 (8h00 - 9h00),31 (17h00 - 18h00),,,,du 01/01/2024 au 04/11/2024,308, ,UNKNOWN, ,cycleway,Montpellier,Piste cyclable,249866952
1134,1168,123163,MONTPELLIER. RM65 THOMASSY. (Velos),2024,Clapiers_Montpellier,compteur permanent vélo,comptage bidirectionnel,3,9,0,161,125,,48 (8h00 - 9h00),23 (17h00 - 18h00),,,,du 01/01/2024 au 04/11/2024,308, ,UNKNOWN, ,cycleway,Montpellier,Piste cyclable,249866952
2182,1789,125239,JUVIGNAC. Chemin de Caunelles,2024,Voie Lactee_Europe,compteur feux,comptage unidirectionnel,1,4,0,3304,3097,,344 (7h00 - 8h00),234 (13h00 - 14h00),,,,du 01/01/2024 au 29/10/2024,302,Chemin de Caunelles,NO, ,residential,Juvignac, ,249856396
1934,691,12524,MONTPELLIER. Rue Henri Rene,2024,Farges_Carnot,compteur ponctuel,comptage unidirectionnel,1,2,0,4500,4305,91,284 (7h45 - 8h45),436 (17h15 - 18h15),3,26,16,du 19/01/2024 au 28/01/2024,9,Rue Henri René,YES, ,residential,Montpellier, ,25991931
2425,823,125602,MONTPELLIER. Avenue du Marechal Leclerc,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,3,Z,5392,5051,45,,,,,,du 26/01/2024 au 02/02/2024,7,Avenue du Maréchal Leclerc,UNKNOWN, ,residential,Montpellier, ,359713189
2423,823,125602,MONTPELLIER. Avenue du Marechal Leclerc,2024,Cherchell_Grau,compteur ponctuel,comptage bidirectionnel,3,3,0,3094,2899,24,225 (12h00 - 13h00),311 (17h00 - 18h00),63,40,29,du 26/01/2024 au 02/02/2024,7,Avenue du Maréchal Leclerc,UNKNOWN, ,residential,Montpellier, ,359713189
2424,823,125602,MONTPELLIER. Avenue du Marechal Leclerc,2024,Grau_Cherchell,compteur ponctuel,comptage bidirectionnel,3,3,1,2298,2152,21,213 (7h45 - 8h45),173 (17h00 - 18h00),33,37,22,du 26/01/2024 au 02/02/2024,7,Avenue du Maréchal Leclerc,UNKNOWN, ,residential,Montpellier, ,359713189
6461,83554,126659,MONTPELLIER. Rue Raimon de Trencavel,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,3123,2854,6,,,,,,du 03/09/2024 au 10/09/2024,7,Rue Raimon de Trencavel,NO, ,residential,Montpellier, ,359838501
6459,83554,126659,MONTPELLIER. Rue Raimon de Trencavel,2024,Toulouse_Valery,compteur ponctuel,comptage bidirectionnel,3,1,0,1665,1513,2,146 (7h45 - 8h45),160 (17h00 - 18h00),71,45,32,du 03/09/2024 au 10/09/2024,7,Rue Raimon de Trencavel,NO, ,residential,Montpellier, ,359838501
6460,83554,126659,MONTPELLIER. Rue Raimon de Trencavel,2024,Valery_Toulouse,compteur ponctuel,comptage bidirectionnel,3,1,1,1458,1341,4,128 (7h45 - 8h45),136 (17h30 - 18h30),88,47,37,du 03/09/2024 au 10/09/2024,7,Rue Raimon de Trencavel,NO, ,residential,Montpellier, ,359838501
955,1811,127425,MONTPELLIER. Avenue Albert Einstein (Velos),2024,Sens cumulés,compteur permanent vélo,comptage bidirectionnel,3,4,Z,649,516,,,,,,,du 01/01/2024 au 04/11/2024,308, ,NO, ,cycleway,Montpellier,Piste cyclable,359148100
953,1811,127425,MONTPELLIER. Avenue Albert Einstein (Velos),2024,Becquerel_Nobel,compteur permanent vélo,comptage bidirectionnel,3,4,v,342,272,,36 (8h00 - 9h00),66 (18h00 - 19h00),,,,du 01/01/2024 au 04/11/2024,308, ,NO, ,cycleway,Montpellier,Piste cyclable,359148100
954,1811,127425,MONTPELLIER. Avenue Albert Einstein (Velos),2024,Nobel_Becquerel,compteur permanent vélo,comptage bidirectionnel,3,4,w,302,239,,84 (8h00 - 9h00),27 (17h00 - 18h00),,,,du 01/01/2024 au 04/11/2024,308, ,NO, ,cycleway,Montpellier,Piste cyclable,359148100
1148,1988,127516,MONTPELLIER. Avenue d'Alco,2024,Sens cumulés,compteur feux,comptage bidirectionnel,3,3,Z,14842,13822,,,,,,,du 01/01/2024 au 29/10/2024,302, ,YES, ,cycleway,Montpellier,Piste cyclable,249875351
1146,1988,127516,MONTPELLIER. Avenue d'Alco,2024,Lifar_Moulins,compteur feux,comptage bidirectionnel,3,3,0,7638,7130,,521 (8h00 - 9h00),555 (17h00 - 18h00),,,,du 01/01/2024 au 29/10/2024,302, ,YES, ,cycleway,Montpellier,Piste cyclable,249875351
1147,1988,127516,MONTPELLIER. Avenue d'Alco,2024,Moulins_Lifar,compteur feux,comptage bidirectionnel,3,3,1,7204,6692,,498 (8h00 - 9h00),508 (16h00 - 17h00),,,,du 01/01/2024 au 29/10/2024,302, ,YES, ,cycleway,Montpellier,Piste cyclable,249875351
1090,1196,127616,MONTFERRIER SUR LEZ. RM112 3068,2024,Sens cumulés,compteur tournant,comptage bidirectionnel,3,7,Z,6153,5482,96,,,,,,du 07/03/2024 au 31/07/2024,146, ,UNKNOWN, ,tertiary,Montferrier-sur-Lez,Bande cyclable,289112118
1088,1196,127616,MONTFERRIER SUR LEZ. RM112 3068,2024,RM145_RM65,compteur tournant,comptage bidirectionnel,3,7,0,3207,2823,32,570 (8h00 - 9h00),292 (17h15 - 18h15),25,75,63,du 07/03/2024 au 31/07/2024,146, ,UNKNOWN, ,tertiary,Montferrier-sur-Lez,Bande cyclable,289112118
1089,1196,127616,MONTFERRIER SUR LEZ. RM112 3068,2024,RM65_RM145,compteur tournant,comptage bidirectionnel,3,7,1,2946,2659,64,206 (8h00 - 9h00),499 (17h15 - 18h15),26,76,63,du 07/03/2024 au 31/07/2024,146, ,UNKNOWN, ,tertiary,Montferrier-sur-Lez,Bande cyclable,289112118
4039,998,129213,MONTPELLIER. Avenue Ernest Hemingway,2024,Flourens_Harcourt,compteur feux,comptage unidirectionnel,1,8,0,3861,3448,,304 (8h00 - 9h00),325 (17h00 - 18h00),,,,du 01/01/2024 au 29/10/2024,302,Avenue Ernest Hemingway,YES, ,secondary,Montpellier, ,251526443
6486,75611,129950,MONTPELLIER. Avenue du Marechal Leclerc,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,3856,3567,124,,,,,,du 15/01/2024 au 23/01/2024,8,Avenue du Maréchal Leclerc,UNKNOWN, ,residential,Montpellier, ,361677097
6484,75611,129950,MONTPELLIER. Avenue du Marechal Leclerc,2024,Grau_Mion,compteur ponctuel,comptage bidirectionnel,3,1,0,2955,2719,94,314 (8h00 - 9h00),326 (17h00 - 18h00),53,39,27,du 15/01/2024 au 23/01/2024,8,Avenue du Maréchal Leclerc,UNKNOWN, ,residential,Montpellier, ,361677097
6485,75611,129950,MONTPELLIER. Avenue du Marechal Leclerc,2024,Mion_Grau,compteur ponctuel,comptage bidirectionnel,3,1,1,901,848,30,83 (7h45 - 8h45),84 (16h45 - 17h45),35,37,23,du 15/01/2024 au 23/01/2024,8,Avenue du Maréchal Leclerc,UNKNOWN, ,residential,Montpellier, ,361677097
7649,2008,13070,MONTPELLIER. Avenue Albert Dubout,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,3,Z,6013,5728,49,,,,,,du 10/01/2024 au 18/01/2024,8,Avenue Albert Dubout,UNKNOWN, ,secondary,Montpellier, ,29389368
7648,2008,13070,MONTPELLIER. Avenue Albert Dubout,2024,Melgueil_Petit Train,compteur ponctuel,comptage bidirectionnel,3,3,1,3311,3095,31,311 (7h45 - 8h45),267 (17h15 - 18h15),44,37,24,du 10/01/2024 au 18/01/2024,8,Avenue Albert Dubout,UNKNOWN, ,secondary,Montpellier, ,29389368
7647,2008,13070,MONTPELLIER. Avenue Albert Dubout,2024,Petit Train_Melgueil,compteur ponctuel,comptage bidirectionnel,3,3,0,2702,2633,18,176 (11h15 - 12h15),237 (16h45 - 17h45),99,56,47,du 10/01/2024 au 18/01/2024,8,Avenue Albert Dubout,UNKNOWN, ,secondary,Montpellier, ,29389368
6496,75915,131684,FABREGUES. RM185,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,10036,8736,131,,,,,,du 26/02/2024 au 05/03/2024,8, ,UNKNOWN, ,primary,Fabrègues, ,243869175
6495,75915,131684,FABREGUES. RM185,2024,RM612_Martinet,compteur ponctuel,comptage bidirectionnel,3,1,1,5398,4673,75,342 (8h15 - 9h15),842 (17h00 - 18h00),26,75,65,du 26/02/2024 au 05/03/2024,8, ,UNKNOWN, ,primary,Fabrègues, ,243869175
6494,75915,131684,FABREGUES. RM185,2024,Martinet_RM612,compteur ponctuel,comptage bidirectionnel,3,1,0,4638,4063,56,752 (7h15 - 8h15),318 (13h45 - 14h45),20,73,63,du 26/02/2024 au 05/03/2024,8, ,UNKNOWN, ,primary,Fabrègues, ,243869175
9312,1217,1329,CLAPIERS. RM109 3122,2024,Sens cumulés,compteur tournant,comptage bidirectionnel,3,7,Z,6528,5987,62,,,,,,du 16/03/2024 au 13/08/2024,150, ,UNKNOWN, ,tertiary,Jacou, ,27512879
9311,1217,1329,CLAPIERS. RM109 3122,2024,RM145_RM21,compteur tournant,comptage bidirectionnel,3,7,1,3471,3176,32,583 (7h45 - 8h45),287 (17h00 - 18h00),42,79,67,du 16/03/2024 au 13/08/2024,150, ,UNKNOWN, ,tertiary,Jacou, ,27512879
9310,1217,1329,CLAPIERS. RM109 3122,2024,RM21_RM145,compteur tournant,comptage bidirectionnel,3,7,0,3057,2811,30,245 (11h45 - 12h45),443 (17h30 - 18h30),17,72,63,du 16/03/2024 au 13/08/2024,150, ,UNKNOWN, ,tertiary,Jacou, ,27512879
6527,1407,134161,MONTPELLIER. RM127 Ernest Hemingway 2049,2024,Sens cumulés,compteur tournant,comptage bidirectionnel,3,6,Z,10098,9397,99,,,,,,du 07/03/2024 au 31/07/2024,146,Avenue Ernest Hemingway,NO, ,secondary,Montpellier, ,251526447
6526,1407,134161,MONTPELLIER. RM127 Ernest Hemingway 2049,2024,Moulins_Carrierasse,compteur tournant,comptage bidirectionnel,3,6,1,5388,5049,54,354 (8h30 - 9h30),527 (17h15 - 18h15),86,68,58,du 07/03/2024 au 31/07/2024,146,Avenue Ernest Hemingway,NO, ,secondary,Montpellier, ,251526447
6525,1407,134161,MONTPELLIER. RM127 Ernest Hemingway 2049,2024,Carrierasse_Moulins,compteur tournant,comptage bidirectionnel,3,6,0,4710,4348,45,371 (11h45 - 12h45),428 (16h30 - 17h30),75,68,56,du 07/03/2024 au 31/07/2024,146,Avenue Ernest Hemingway,NO, ,secondary,Montpellier, ,251526447
3792,1000,134552,MONTPELLIER. Avenue de Lodeve,2024,Sens cumulés,compteur feux,comptage bidirectionnel,3,9,Z,9177,8611,,,,,,,du 01/01/2024 au 29/10/2024,302,Route de Lodève,YES, ,secondary,Montpellier, ,249856381
3791,1000,134552,MONTPELLIER. Avenue de Lodeve,2024,Zamenhof_Liberte,compteur feux,comptage bidirectionnel,3,9,1,4787,4528,,323 (12h00 - 13h00),414 (16h00 - 17h00),,,,du 01/01/2024 au 29/10/2024,302,Route de Lodève,YES, ,secondary,Montpellier, ,249856381
3790,1000,134552,MONTPELLIER. Avenue de Lodeve,2024,Liberte_Zamenhof,compteur feux,comptage bidirectionnel,3,9,0,4390,4083,,430 (8h00 - 9h00),337 (17h00 - 18h00),,,,du 01/01/2024 au 29/10/2024,302,Route de Lodève,YES, ,secondary,Montpellier, ,249856381
3080,55835,13461,MONTPELLIER. Rue de Centrayrargues,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,3,Z,2210,2002,3,,,,,,du 03/10/2024 au 10/10/2024,7,Rue de Centrayrargues,UNKNOWN, ,residential,Montpellier, ,30426877
3079,55835,13461,MONTPELLIER. Rue de Centrayrargues,2024,Moulares_Palavas,compteur ponctuel,comptage bidirectionnel,3,3,1,1308,1186,2,95 (11h45 - 12h45),159 (17h00 - 18h00),75,45,33,du 03/10/2024 au 10/10/2024,7,Rue de Centrayrargues,UNKNOWN, ,residential,Montpellier, ,30426877
3078,55835,13461,MONTPELLIER. Rue de Centrayrargues,2024,Palavas_Moulares,compteur ponctuel,comptage bidirectionnel,3,3,0,902,816,1,94 (8h15 - 9h15),85 (17h15 - 18h15),63,42,30,du 03/10/2024 au 10/10/2024,7,Rue de Centrayrargues,UNKNOWN, ,residential,Montpellier, ,30426877
6536,83474,135550,MONTPELLIER.Rue Claude Levi-Strauss,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,1185,1025,2,,,,,,du 29/03/2024 au 05/04/2024,7,Rue Claude Lévi-Strauss,UNKNOWN, ,residential,Montpellier, ,244238707
6535,83474,135550,MONTPELLIER.Rue Claude Levi-Strauss,2024,Nations_Levi,compteur ponctuel,comptage bidirectionnel,3,1,1,966,853,1,81 (8h00 - 9h00),85 (18h00 - 19h00),70,41,31,du 29/03/2024 au 05/04/2024,7,Rue Claude Lévi-Strauss,UNKNOWN, ,residential,Montpellier, ,244238707
6534,83474,135550,MONTPELLIER.Rue Claude Levi-Strauss,2024,Levi_Nations,compteur ponctuel,comptage bidirectionnel,3,1,0,219,172,1,17 (7h45 - 8h45),23 (19h30 - 20h30),24,34,20,du 29/03/2024 au 05/04/2024,7,Rue Claude Lévi-Strauss,UNKNOWN, ,residential,Montpellier, ,244238707
2885,1855,13562,CASTELNAU LE LEZ. Rue des Sycomores,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,678,592,0,,,,,,du 27/06/2024 au 04/07/2024,7,Rue des Sycomores,UNKNOWN, ,residential,Castelnau-le-Lez, ,32732114
2883,1855,13562,CASTELNAU LE LEZ. Rue des Sycomores,2024,Matisse_Acacias,compteur ponctuel,comptage bidirectionnel,3,2,0,446,385,0,110 (8h00 - 9h00),41 (16h45 - 17h45),44,37,24,du 27/06/2024 au 04/07/2024,7,Rue des Sycomores,UNKNOWN, ,residential,Castelnau-le-Lez, ,32732114
2884,1855,13562,CASTELNAU LE LEZ. Rue des Sycomores,2024,Acacias_Matisse,compteur ponctuel,comptage bidirectionnel,3,2,1,232,207,0,23 (8h30 - 9h30),31 (17h00 - 18h00),36,37,23,du 27/06/2024 au 04/07/2024,7,Rue des Sycomores,UNKNOWN, ,residential,Castelnau-le-Lez, ,32732114
6551,999,135770,MONTPELLIER. Avenue de Lodeve,2024,Sens cumulés,compteur feux,comptage bidirectionnel,3,8,Z,8412,7871,,,,,,,du 01/01/2024 au 29/10/2024,302,Route de Lodève,YES, ,secondary,Montpellier, ,249856381
6549,999,135770,MONTPELLIER. Avenue de Lodeve,2024,Liberte_Zamenhof,compteur feux,comptage bidirectionnel,3,8,0,4396,4088,,432 (8h00 - 9h00),337 (17h00 - 18h00),,,,du 01/01/2024 au 29/10/2024,302,Route de Lodève,YES, ,secondary,Montpellier, ,249856381
6550,999,135770,MONTPELLIER. Avenue de Lodeve,2024,Zamenhof_Liberte,compteur feux,comptage bidirectionnel,3,8,1,4016,3783,,275 (12h00 - 13h00),369 (16h00 - 17h00),,,,du 01/01/2024 au 29/10/2024,302,Route de Lodève,YES, ,secondary,Montpellier, ,249856381
8623,5,135806,RM017 PRADES LE LEZ - MMT34.b,2024,Sens cumulés,compteur permanent,comptage bidirectionnel,3,12,Z,8572,7795,248,,,,,,du 01/01/2024 au 03/11/2024,307,Route de Montpellier,UNKNOWN, ,secondary,Montferrier-sur-Lez, ,345126930
8621,5,135806,RM017 PRADES LE LEZ - MMT34.b,2024,Montferrier_Prades,compteur permanent,comptage bidirectionnel,3,12,0,4425,4021,124,318 (12h00 - 13h00),558 (17h00 - 18h00),0,65,56,du 01/01/2024 au 03/11/2024,307,Route de Montpellier,UNKNOWN, ,secondary,Montferrier-sur-Lez, ,345126930
8622,5,135806,RM017 PRADES LE LEZ - MMT34.b,2024,Prades_Montferrier,compteur permanent,comptage bidirectionnel,3,12,1,4147,3774,124,606 (8h00 - 9h00),275 (13h00 - 14h00),1,67,58,du 01/01/2024 au 03/11/2024,307,Route de Montpellier,UNKNOWN, ,secondary,Montferrier-sur-Lez, ,345126930
3099,581,13648,MONTPELLIER. Rue des Capriers,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,2,Z,708,656,0,,,,,,du 13/03/2024 au 20/03/2024,7,Rue des Capriers,UNKNOWN, ,residential,Montpellier, ,19117378
3098,581,13648,MONTPELLIER. Rue des Capriers,2024,Figuerolles-Laverune,compteur ponctuel,comptage bidirectionnel,3,2,1,417,397,0,32 (8h00 - 9h00),36 (17h45 - 18h45),45,38,25,du 13/03/2024 au 20/03/2024,7,Rue des Capriers,UNKNOWN, ,residential,Montpellier, ,19117378
3097,581,13648,MONTPELLIER. Rue des Capriers,2024,Laverune-Figuerolles,compteur ponctuel,comptage bidirectionnel,3,2,0,291,259,0,30 (7h30 - 8h30),28 (17h00 - 18h00),41,38,24,du 13/03/2024 au 20/03/2024,7,Rue des Capriers,UNKNOWN, ,residential,Montpellier, ,19117378
3887,82781,13652,MONTPELLIER. Rue de Bugarel,2024,Sens cumulés,compteur ponctuel,comptage bidirectionnel,3,1,Z,4332,3870,1,,,,,,du 29/02/2024 au 07/03/2024,7,Rue de Bugarel,UNKNOWN, ,residential,Montpellier, ,50218986
3885,82781,13652,MONTPELLIER. Rue de Bugarel,2024,Toulouse_Res Erasme,compteur ponctuel,comptage bidirectionnel,3,1,0,2673,2419,0,200 (7h45 - 8h45),224 (15h15 - 16h15),91,49,40,du 29/02/2024 au 07/03/2024,7,Rue de Bugarel,UNKNOWN, ,residential,Montpellier, ,50218986
3886,82781,13652,MONTPELLIER. Rue de Bugarel,2024,Res Erasme_Toulouse,compteur ponctuel,comptage bidirectionnel,3,1,1,1659,1451,1,223 (7h45 - 8h45),138 (17h45 - 18h45),81,49,37,du 29/02/2024 au 07/03/2024,7,Rue de Bugarel,UNKNOWN, ,residential,Montpellier, ,50218986
513,273,13669,MONTPELLIER. Boulevard Rabelais,2024,Sens cumulés,compteur permanent,comptage bidirectionnel,3,6,Z,15277,14421,,,,,,,du 01/01/2024 au 04/11/2024,308,Boulevard Rabelais,YES, ,secondary,Montpellier,Bande cyclable droite,37214991
511,273,13669,MONTPELLIER. Boulevard Rabelais,2024,Bastide_Narcisses,compteur permanent,comptage bidirectionnel,3,6,0,8237,7790,,572 (8h00 - 9h00),542 (14h00 - 15h00),59,39,28,du 01/01/2024 au 04/11/2024,308,Boulevard Rabelais,YES, ,secondary,Montpellier,Bande cyclable droite,37214991
512,273,13669,MONTPELLIER. Boulevard Rabelais,2024,Narcisses_Bastide,compteur permanent,comptage bidirectionnel,3,6,1,7040,6631,,430 (8h00 - 9h00),517 (17h00 - 18h00),81,52,40,du 01/01/2024 au 04/11/2024,308,Boulevard Rabelais,YES, ,secondary,Montpellier,Bande cyclable droite,37214991
7656,75490,1369,MONTPELLIER. Rue Mareschal,2024,Baudin_Michelet,compteur ponctuel,comptage unidirectionnel,1,2,0,,,252,,,,58,48,,,Rue Mareschal,YES, ,residential,Montpellier, ,23639512
6569,1929,137855,SAINT JEAN DE VEDAS. RM613 Route de Montpellier,2024,Sens cumulés,compteur permanent,comptage bidirectionnel,3,3,Z,11585,10490,299,,,,,,du 01/01/2024 au 03/11/2024,307,Route de Montpellier,NO, ,primary,Saint-Jean-de-Védas, ,529681741
6568,1929,137855,SAINT JEAN DE VEDAS. RM613 Route de Montpellier,2024,Terral_Cambon,compteur permanent,comptage bidirectionnel,3,3,1,5932,5341,145,408 (12h00 - 13h00),659 (17h00 - 18h00),,69,60,du 01/01/2024 au 03/11/2024,307,Route de Montpellier,NO, ,primary,Saint-Jean-de-Védas, ,529681741
6567,1929,137855,SAINT JEAN DE VEDAS. RM613 Route de Montpellier,2024,Cambon_Terral,compteur permanent,comptage bidirectionnel,3,3,0,5653,5149,154,508 (8h00 - 9h00),410 (17h00 - 18h00),,69,59,du 01/01/2024 au 03/11/2024,307,Route de Montpellier,NO, ,primary,Saint-Jean-de-Védas, ,529681741
5153,83547,138147,RESTINCLIERES. Impasse du Puits,2024,RM118E3_RM610,compteur ponctuel,comptage unidirectionnel,1,1,0,1203,1074,11,153 (8h15 - 9h15),135 (17h00 - 18h00),,34,20,du 19/06/2024 au 27/06/2024,8,Impasse du Puits,YES, ,residential,Restinclières, ,391973385
1531,1817,13833,VILLENEUVE. RM185 Arnel (Velos),2024,Sens cumulés,compteur permanent vélo,comptage bidirectionnel,3,4,Z,287,305,,,,,,,du 01/01/2024 au 04/11/2024,308,Chemin des Sables,UNKNOWN, ,cycleway,Villeneuve-lès-Maguelone,Piste cyclable,31450087
1529,1817,13833,VILLENEUVE. RM185 Arnel (Velos),2024,Velos In,compteur permanent vélo,comptage bidirectionnel,3,4,v,140,149,,14 (8h00 - 9h00),13 (15h00 - 16h00),,,,du 01/01/2024 au 04/11/2024,308,Chemin des Sables,UNKNOWN, ,cycleway,Villeneuve-lès-Maguelone,Piste cyclable,31450087
