JAHR;MONAT;ZNR;ZNAME;STRTYP;STRNR;RINAME;FZTYP;DTVMS;DTVMF;DTVMO;DTVDD;DTVFR;DTVSA;DTVSF;TVMAX;TVMAXT
2019;APRIL;1625;Favoritenstraße;G;0;Südtiroler Platz;Kfz;3137;3545;3458;3578;3526;2512;1919;3897;Mi,10.04.
2019;APRIL;1625;Favoritenstraße;G;0;Südtiroler Platz;LkwÄ;70;92;89;92;96;28;13;126;Fr,05.04.
2019;APRIL;1625;Favoritenstraße;G;0;Gesamt;Kfz;13490;15126;14655;15377;14779;10899;8695;16380;Do,11.04.
2019;APRIL;1625;Favoritenstraße;G;0;Gesamt;LkwÄ;315;415;416;426;382;118;52;500;Do,04.04.
2019;APRIL;1626;Ludwig-van-Höhnel-Gasse;B;225;Verteilerkreis;Kfz;10312;10891;10710;10844;11227;9573;8471;11588;Fr,12.04.
2019;APRIL;1626;Ludwig-van-Höhnel-Gasse;B;225;Verteilerkreis;LkwÄ;433;557;542;584;486;166;126;726;Di,30.04.
2019;APRIL;1626;Ludwig-van-Höhnel-Gasse;B;225;Laaer-Berg-Str.;Kfz;10627;11072;10890;11057;11303;9716;9485;11693;Fr,26.04.
2019;APRIL;1626;Ludwig-van-Höhnel-Gasse;B;225;Laaer-Berg-Str.;LkwÄ;619;787;773;821;692;260;198;1259;Di,30.04.
2019;APRIL;1626;Ludwig-van-Höhnel-Gasse;B;225;Gesamt;Kfz;20939;21963;21600;21901;22530;19289;17956;23085;Fr,26.04.
2019;APRIL;1626;Ludwig-van-Höhnel-Gasse;B;225;Gesamt;LkwÄ;1052;1344;1315;1404;1178;426;325;1985;Di,30.04.
2019;APRIL;1627;Felberstraße;B;224;Neubauguertel;Kfz;8558;9044;8748;9065;9274;7856;7076;9687;Fr,26.04.
2019;APRIL;1627;Felberstraße;B;224;Neubauguertel;LkwÄ;623;778;790;802;687;338;202;1115;Di,30.04.
2019;APRIL;1627;Felberstraße;B;224;Schweglerstraße;Kfz;8380;8965;8870;8943;9132;7694;6472;9736;Fr,12.04.
2019;APRIL;1627;Felberstraße;B;224;Schweglerstraße;LkwÄ;89;113;114;116;104;40;29;140;Mi,03.04.
2019;APRIL;1627;Felberstraße;B;224;Gesamt;Kfz;16938;18009;17618;18008;18406;15550;13548;19311;Fr,12.04.
2019;APRIL;1627;Felberstraße;B;224;Gesamt;LkwÄ;713;891;904;918;791;378;231;1235;Di,30.04.
2019;MÄRZ;1075;Reichsbrücke;B;8;Leopoldstadt;Kfz;21455;24251;23025;24718;24109;16627;14543;26792;Do,21.03.
2019;MÄRZ;1075;Reichsbrücke;B;8;Leopoldstadt;LkwÄ;637;824;826;864;728;296;189;965;Do,21.03.
2019;MÄRZ;1075;Reichsbrücke;B;8;Donaustadt;Kfz;18249;19903;18802;19845;20923;15714;13834;21751;Fr,01.03.
2019;MÄRZ;1075;Reichsbrücke;B;8;Donaustadt;LkwÄ;709;897;903;910;862;378;247;948;Do,28.03.
2019;MÄRZ;1075;Reichsbrücke;B;8;Gesamt;Kfz;39704;44154;41826;44564;45032;32342;28377;47368;Do,21.03.
2019;MÄRZ;1075;Reichsbrücke;B;8;Gesamt;LkwÄ;1345;1722;1729;1774;1591;675;436;1892;Do,21.03.
2019;MÄRZ;1078;Westbahnhof;B;221;Wienzeile;Kfz;42009;43353;41569;42971;45698;41853;36521;46513;Fr,08.03.
2019;MÄRZ;1078;Westbahnhof;B;221;Wienzeile;LkwÄ;1596;1930;1914;1923;1957;1066;724;2069;*Do,28.03.
2019;MÄRZ;1078;Westbahnhof;B;221;Stadthalle;Kfz;33940;34456;33360;34175;36011;34582;31131;36661;Fr,08.03.
2019;MÄRZ;1078;Westbahnhof;B;221;Stadthalle;LkwÄ;1226;1457;1446;1473;1425;871;613;1611;Di,26.03.
2019;MÄRZ;1078;Westbahnhof;B;221;Gesamt;Kfz;75950;77810;74928;77145;81709;76435;67652;83174;Fr,08.03.
2019;MÄRZ;1078;Westbahnhof;B;221;Gesamt;LkwÄ;2822;3386;3360;3396;3382;1938;1337;3620;*Do,28.03.
2019;MÄRZ;1089;Floridsdorf-Br.;B;226;Brigittenau;Kfz;17329;18725;17769;19138;18496;15319;13477;20055;Di,05.03.
2019;MÄRZ;1089;Floridsdorf-Br.;B;226;Brigittenau;LkwÄ;412;536;545;562;468;185;114;625;Do,21.03.
2019;MÄRZ;1089;Floridsdorf-Br.;B;226;Floridsdorf;Kfz;15275;16534;16005;16233;17678;13604;11662;19089;Fr,29.03.
2019;MÄRZ;1089;Floridsdorf-Br.;B;226;Floridsdorf;LkwÄ;385;502;514;500;499;178;101;649;Mo,25.03.
2019;MÄRZ;1089;Floridsdorf-Br.;B;226;Gesamt;Kfz;32605;35259;33774;35372;36174;28923;25139;38262;Fr,29.03.
2019;MÄRZ;1089;Floridsdorf-Br.;B;226;Gesamt;LkwÄ;797;1039;1058;1062;967;363;216;1255;Mo,25.03.
2019;MÄRZ;1096;Brigittenauer Brücke;B;14;Brigittenau;Kfz;9008;10177;10882;9745;10648;6915;6194;15572;Fr,01.03.
2019;MÄRZ;1096;Brigittenauer Brücke;B;14;Brigittenau;LkwÄ;260;356;398;345;348;81;35;574;Mo,04.03.
2019;MÄRZ;1096;Brigittenauer Brücke;B;14;Floridsdorf;Kfz;10753;11932;11494;11730;12767;8911;7646;13090;Fr,15.03.
2019;MÄRZ;1096;Brigittenauer Brücke;B;14;Floridsdorf;LkwÄ;354;481;488;494;446;115;61;563;Mo,04.03.
2019;MÄRZ;1096;Brigittenauer Brücke;B;14;Gesamt;Kfz;19761;22108;22376;21475;23415;15826;13840;28279;Fr,01.03.
2019;MÄRZ;1096;Brigittenauer Brücke;B;14;Gesamt;LkwÄ;614;837;886;838;794;196;96;1137;Mo,04.03.
2019;MÄRZ;1131;Karlsplatz;B;1;Heumarkt;Kfz;20961;22434;21094;22465;23432;18875;16860;24387;Fr,01.03.
2019;MÄRZ;1131;Karlsplatz;B;1;Heumarkt;LkwÄ;729;878;851;889;871;496;338;1043;Mi,27.03.
2019;MÄRZ;1131;Karlsplatz;B;1;Wienzeile;Kfz;13003;14275;13484;14380;14656;11075;9590;15229;Fr,08.03.
2019;MÄRZ;1131;Karlsplatz;B;1;Wienzeile;LkwÄ;488;584;552;595;586;325;247;690;Do,21.03.
2019;MÄRZ;1131;Karlsplatz;B;1;Gesamt;Kfz;33964;36709;34578;36845;38088;29949;26450;39366;Fr,01.03.
2019;MÄRZ;1131;Karlsplatz;B;1;Gesamt;LkwÄ;1217;1462;1402;1484;1457;821;585;1710;Do,28.03.
2019;MÄRZ;1170;Donaukanal Straße;B;227;1171-Obere Donaustr.;Kfz;27879;29253;27922;29174;30506;26530;23455;30890;Fr,08.03.
2019;MÄRZ;1170;Donaukanal Straße;B;227;1171-Obere Donaustr.;LkwÄ;807;984;978;995;963;516;357;1060;Do,28.03.
2019;MÄRZ;1170;Donaukanal Straße;B;227;1172-Franz-Josef-Kai;Kfz;43036;45958;44489;46066;46873;39504;34295;49200;Fr,29.03.
2019;MÄRZ;1170;Donaukanal Straße;B;227;1172-Franz-Josef-Kai;LkwÄ;1667;2099;2072;2146;2006;921;602;2421;Do,28.03.
2019;MÄRZ;1170;Donaukanal Straße;B;227;Gesamt;Kfz;70914;75211;72412;75240;77379;66035;57750;79796;Fr,29.03.
2019;MÄRZ;1170;Donaukanal Straße;B;227;Gesamt;LkwÄ;2475;3083;3050;3141;2969;1437;960;3481;Do,28.03.
2019;MÄRZ;1177;Handelskai;B;14;Klosterneuburg;Kfz;11457;12518;12113;12608;12626;9460;9000;13843;Fr,15.03.
2019;MÄRZ;1177;Handelskai;B;14;Klosterneuburg;LkwÄ;461;619;649;641;541;154;105;726;Do,28.03.
2019;MÄRZ;1177;Handelskai;B;14;Freudenau;Kfz;13295;14618;14065;14718;14818;10916;10120;16705;Do,21.03.
2019;MÄRZ;1177;Handelskai;B;14;Freudenau;LkwÄ;597;810;892;822;713;171;130;967;Mo,18.03.
2019;MÄRZ;1177;Handelskai;B;14;Gesamt;Kfz;24753;27136;26178;27326;27444;20376;19121;30108;Do,21.03.
2019;MÄRZ;1177;Handelskai;B;14;Gesamt;LkwÄ;1058;1428;1541;1463;1253;324;235;1632;Mo,18.03.
2019;MÄRZ;1179;Brunner Straße;B;12;Zentrum;Kfz;13234;15083;14866;15156;15082;10793;7908;15687;Do,28.03.
2019;MÄRZ;1179;Brunner Straße;B;12;Zentrum;LkwÄ;1048;1401;1413;1466;1234;388;226;1551;Mi,20.03.
2019;MÄRZ;1179;Brunner Straße;B;12;Brunn am Gebirge;Kfz;18843;21005;20607;20856;21684;16505;12098;22100;Fr,29.03.
2019;MÄRZ;1179;Brunner Straße;B;12;Brunn am Gebirge;LkwÄ;1378;1850;1921;1911;1647;481;289;2017;Di,26.03.
2019;MÄRZ;1179;Brunner Straße;B;12;Gesamt;Kfz;32077;36089;35474;36012;36766;27298;20006;37567;Fr,29.03.
2019;MÄRZ;1179;Brunner Straße;B;12;Gesamt;LkwÄ;2426;3251;3334;3378;2881;869;515;3513;Di,26.03.
2019;MÄRZ;1180;Hochstraße;B;13;Zentrum;Kfz;5623;6079;5842;6054;6330;4898;4433;6487;Fr,29.03.
2019;MÄRZ;1180;Hochstraße;B;13;Zentrum;LkwÄ;222;278;277;281;270;121;90;305;Mi,27.03.
2019;MÄRZ;1180;Hochstraße;B;13;Perchtoldsdorf;Kfz;5929;6470;6230;6429;6761;5043;4545;6933;Fr,29.03.
2019;MÄRZ;1180;Hochstraße;B;13;Perchtoldsdorf;LkwÄ;224;281;270;286;279;119;88;326;Mi,27.03.
2019;MÄRZ;1180;Hochstraße;B;13;Gesamt;Kfz;11553;12549;12072;12483;13091;9941;8978;13420;Fr,29.03.
2019;MÄRZ;1180;Hochstraße;B;13;Gesamt;LkwÄ;446;559;547;566;550;239;178;631;Mi,27.03.
2019;MÄRZ;1181;Breitenfurter Straße;B;13;Zentrum;Kfz;6737;7266;7047;7231;7523;5943;5310;7738;Fr,29.03.
2019;MÄRZ;1181;Breitenfurter Straße;B;13;Zentrum;LkwÄ;200;252;257;251;249;115;67;313;Fr,22.03.
2019;MÄRZ;1181;Breitenfurter Straße;B;13;Breitenfurt;Kfz;6688;7297;7065;7282;7519;5807;5011;7768;Fr,29.03.
2019;MÄRZ;1181;Breitenfurter Straße;B;13;Breitenfurt;LkwÄ;212;263;262;262;266;128;84;318;Fr,22.03.
2019;MÄRZ;1181;Breitenfurter Straße;B;13;Gesamt;Kfz;13425;14563;14112;14513;15042;11750;10320;15506;Fr,29.03.
2019;MÄRZ;1181;Breitenfurter Straße;B;13;Gesamt;LkwÄ;412;515;519;513;516;243;151;631;Fr,22.03.
2019;MÄRZ;1182;Simmeringer Hptstr.;B;225;Zentrum;Kfz;8703;9543;9446;9420;9915;7884;5992;10234;Fr,29.03.
2019;MÄRZ;1182;Simmeringer Hptstr.;B;225;Zentrum;LkwÄ;592;781;789;802;723;253;141;850;Di,26.03.
2019;MÄRZ;1182;Simmeringer Hptstr.;B;225;Schwechat;Kfz;9489;10427;10188;10232;11086;8554;6482;11386;Fr,29.03.
2019;MÄRZ;1182;Simmeringer Hptstr.;B;225;Schwechat;LkwÄ;628;827;860;840;770;258;161;883;Do,21.03.
2019;MÄRZ;1182;Simmeringer Hptstr.;B;225;Gesamt;Kfz;18191;19970;19635;19652;21001;16438;12474;21620;Fr,29.03.
2019;MÄRZ;1182;Simmeringer Hptstr.;B;225;Gesamt;LkwÄ;1220;1608;1649;1641;1493;511;301;1725;Do,21.03.
2019;MÄRZ;1184;Himberger Straße;G;0;Zentrum;Kfz;4753;5191;4931;5132;5542;4197;3469;5977;Fr,08.03.
2019;MÄRZ;1184;Himberger Straße;G;0;Zentrum;LkwÄ;255;351;366;360;317;79;28;412;Di,12.03.
2019;MÄRZ;1184;Himberger Straße;G;0;Leopoldsdorf;Kfz;4975;5589;5482;5575;5709;4077;3290;5792;*Fr,22.03.
2019;MÄRZ;1184;Himberger Straße;G;0;Leopoldsdorf;LkwÄ;210;289;280;308;253;61;25;320;*Do,14.03.
2019;MÄRZ;1184;Himberger Straße;G;0;Gesamt;Kfz;9728;10781;10413;10707;11252;8274;6759;11748;Fr,08.03.
2019;MÄRZ;1184;Himberger Straße;G;0;Gesamt;LkwÄ;465;640;645;668;570;140;53;726;*Mi,13.03.
2019;MÄRZ;1187;Triester Straße;B;17;Zentrum;Kfz;10051;11078;10880;10980;11472;10138;5653;11785;Fr,29.03.
2019;MÄRZ;1187;Triester Straße;B;17;Zentrum;LkwÄ;412;560;596;574;497;146;58;617;Mo,25.03.
2019;MÄRZ;1187;Triester Straße;B;17;Wr. Neudorf;Kfz;9447;10567;10376;10436;11036;8925;5266;11358;Fr,29.03.
2019;MÄRZ;1187;Triester Straße;B;17;Wr. Neudorf;LkwÄ;394;528;542;547;471;148;74;589;Mi,13.03.
2019;MÄRZ;1187;Triester Straße;B;17;Gesamt;Kfz;19499;21645;21256;21416;22507;19064;10919;23143;Fr,29.03.
2019;MÄRZ;1187;Triester Straße;B;17;Gesamt;LkwÄ;806;1088;1138;1121;968;294;132;1184;Mo,25.03.
2019;MÄRZ;1188;Altmannsdorfer Straße;B;224;Zentrum;Kfz;10076;11502;11545;11521;11425;9075;5083;12049;Do,21.03.
2019;MÄRZ;1188;Altmannsdorfer Straße;B;224;Zentrum;LkwÄ;435;589;616;625;483;139;85;705;Mi,27.03.
2019;MÄRZ;1188;Altmannsdorfer Straße;B;224;Vösendorf;Kfz;9422;10658;10464;10496;11200;8937;4717;11462;Fr,29.03.
2019;MÄRZ;1188;Altmannsdorfer Straße;B;224;Vösendorf;LkwÄ;457;618;647;637;548;153;89;700;Mi,27.03.
2019;MÄRZ;1188;Altmannsdorfer Straße;B;224;Gesamt;Kfz;19497;22160;22008;22017;22625;18012;9800;23227;Fr,29.03.
2019;MÄRZ;1188;Altmannsdorfer Straße;B;224;Gesamt;LkwÄ;893;1207;1263;1262;1031;292;174;1405;Mi,27.03.
2019;MÄRZ;1189;Shuttleworthstraße;B;229;Zentrum;Kfz;9754;10917;10897;10884;11014;8578;6042;11202;Fr,22.03.
2019;MÄRZ;1189;Shuttleworthstraße;B;229;Zentrum;LkwÄ;472;643;688;667;548;145;84;712;Di,19.03.
2019;MÄRZ;1189;Shuttleworthstraße;B;229;Leopoldau;Kfz;9852;11250;11246;11247;11262;8089;5743;11847;Do,28.03.
2019;MÄRZ;1189;Shuttleworthstraße;B;229;Leopoldau;LkwÄ;462;633;670;658;545;134;71;708;Do,28.03.
2019;MÄRZ;1189;Shuttleworthstraße;B;229;Gesamt;Kfz;19606;22168;22142;22131;22276;16667;11785;22531;Fr,22.03.
2019;MÄRZ;1189;Shuttleworthstraße;B;229;Gesamt;LkwÄ;935;1276;1359;1325;1093;279;155;1386;Di,26.03.
2019;MÄRZ;1190;Angyalföldstraße;B;3;Kagran;Kfz;6225;6841;6521;6725;7377;5975;3890;7602;Fr,29.03.
2019;MÄRZ;1190;Angyalföldstraße;B;3;Kagran;LkwÄ;196;265;266;272;250;71;31;307;Di,19.03.
2019;MÄRZ;1190;Angyalföldstraße;B;3;Floridsdorf;Kfz;5869;6406;6055;6324;6885;5483;3996;7231;Fr,29.03.
2019;MÄRZ;1190;Angyalföldstraße;B;3;Floridsdorf;LkwÄ;225;307;303;315;290;71;36;355;Mo,25.03.
2019;MÄRZ;1190;Angyalföldstraße;B;3;Gesamt;Kfz;12094;13247;12576;13049;14262;11458;7885;14833;Fr,29.03.
2019;MÄRZ;1190;Angyalföldstraße;B;3;Gesamt;LkwÄ;421;572;569;586;540;142;68;652;Di,19.03.
2019;MÄRZ;1191;Wientalstraße;B;1;Zentrum;Kfz;26352;27662;26752;27386;29052;24637;22565;29653;Fr,22.03.
2019;MÄRZ;1191;Wientalstraße;B;1;Zentrum;LkwÄ;912;1157;1182;1187;1066;528;266;1269;Di,26.03.
2019;MÄRZ;1191;Wientalstraße;B;1;St. Pölten;Kfz;25091;26773;25068;26365;29115;23618;19502;30129;Fr,22.03.
2019;MÄRZ;1191;Wientalstraße;B;1;St. Pölten;LkwÄ;841;1071;1116;1099;969;440;276;1168;Do,21.03.
2019;MÄRZ;1191;Wientalstraße;B;1;Gesamt;Kfz;51443;54435;51820;53751;58167;48255;42067;59782;Fr,22.03.
2019;MÄRZ;1191;Wientalstraße;B;1;Gesamt;LkwÄ;1753;2229;2298;2286;2034;967;542;2410;Do,28.03.
2019;MÄRZ;1192;Hauptstraße;G;0;Zentrum;Kfz;5405;5763;5682;5679;6028;5424;3885;6291;Fr,22.03.
2019;MÄRZ;1192;Hauptstraße;G;0;Zentrum;LkwÄ;294;358;366;366;333;190;125;390;Di,19.03.
2019;MÄRZ;1192;Hauptstraße;G;0;St. Pölten;Kfz;6369;6805;6521;6666;7366;6526;4379;7555;Fr,29.03.
2019;MÄRZ;1192;Hauptstraße;G;0;St. Pölten;LkwÄ;308;376;374;385;355;203;132;420;Di,19.03.
2019;MÄRZ;1192;Hauptstraße;G;0;Gesamt;Kfz;11774;12567;12203;12344;13394;11950;8263;13753;Fr,22.03.
2019;MÄRZ;1192;Hauptstraße;G;0;Gesamt;LkwÄ;602;734;740;751;687;392;257;810;Di,19.03.
2019;MÄRZ;1193;Heiligenstädter Straße;B;14;Zentrum;Kfz;18494;20233;19579;20294;20611;15894;13787;21124;Fr,29.03.
2019;MÄRZ;1193;Heiligenstädter Straße;B;14;Zentrum;LkwÄ;726;958;944;997;875;315;163;1124;Mi,27.03.
2019;MÄRZ;1193;Heiligenstädter Straße;B;14;Klosterneuburg;Kfz;18432;20088;19455;20213;20293;15776;14136;20766;Fr,29.03.
2019;MÄRZ;1193;Heiligenstädter Straße;B;14;Klosterneuburg;LkwÄ;725;958;951;996;872;304;172;1117;Mi,27.03.
2019;MÄRZ;1193;Heiligenstädter Straße;B;14;Gesamt;Kfz;36926;40321;39034;40506;40904;31670;27923;41890;Fr,29.03.
2019;MÄRZ;1193;Heiligenstädter Straße;B;14;Gesamt;LkwÄ;1451;1915;1895;1992;1747;619;335;2241;Mi,27.03.
2019;MÄRZ;1194;Prager Straße;B;3;Zentrum;Kfz;5182;5721;5477;5557;6312;5771;2329;6489;*Fr,22.03.
2019;MÄRZ;1194;Prager Straße;B;3;Zentrum;LkwÄ;185;244;240;255;219;97;25;284;*Di,26.03.
2019;MÄRZ;1194;Prager Straße;B;3;Langenzersd.;Kfz;5116;5741;5571;5576;6273;5437;2171;6437;*Fr,22.03.
2019;MÄRZ;1194;Prager Straße;B;3;Langenzersd.;LkwÄ;187;252;252;261;228;82;24;278;*Do,21.03.
2019;MÄRZ;1194;Prager Straße;B;3;Gesamt;Kfz;10298;11462;11048;11133;12585;11208;4500;12926;*Fr,22.03.
2019;MÄRZ;1194;Prager Straße;B;3;Gesamt;LkwÄ;372;495;492;516;447;179;49;545;*Do,21.03.
2019;MÄRZ;1195;Wagramer Straße;G;0;Zentrum;Kfz;3463;3856;3781;3823;3996;3080;2198;4093;Fr,29.03.
2019;MÄRZ;1195;Wagramer Straße;G;0;Zentrum;LkwÄ;110;141;146;142;136;65;21;174;Mo,25.03.
2019;MÄRZ;1195;Wagramer Straße;G;0;Süßenbrunn;Kfz;3371;3703;3565;3678;3874;3123;2225;4018;Fr,22.03.
2019;MÄRZ;1195;Wagramer Straße;G;0;Süßenbrunn;LkwÄ;111;143;143;148;133;63;22;163;Do,21.03.
2019;MÄRZ;1195;Wagramer Straße;G;0;Gesamt;Kfz;6835;7559;7346;7501;7870;6204;4423;8105;Fr,22.03.
2019;MÄRZ;1195;Wagramer Straße;G;0;Gesamt;LkwÄ;220;285;289;290;268;128;43;319;Mo,25.03.
2019;MÄRZ;1196;Erzherzog-Karl-Str.;B;3;Groß-Enzersdorf;Kfz;10969;12136;11669;12067;12674;9726;7312;13122;Fr,22.03.
2019;MÄRZ;1196;Erzherzog-Karl-Str.;B;3;Groß-Enzersdorf;LkwÄ;281;363;368;372;336;130;86;439;Do,21.03.
2019;MÄRZ;1196;Erzherzog-Karl-Str.;B;3;Kagran;Kfz;11414;12618;12259;12488;13219;10027;7741;13380;Fr,22.03.
2019;MÄRZ;1196;Erzherzog-Karl-Str.;B;3;Kagran;LkwÄ;491;604;612;610;583;274;230;639;*Do,28.03.
2019;MÄRZ;1196;Erzherzog-Karl-Str.;B;3;Gesamt;Kfz;22383;24754;23928;24555;25893;19753;15053;26502;Fr,22.03.
2019;MÄRZ;1196;Erzherzog-Karl-Str.;B;3;Gesamt;LkwÄ;771;967;981;982;920;404;316;1070;*Mo,25.03.
2019;MÄRZ;1197;Breitenleer Straße;G;0;Kagran;Kfz;8662;9481;9364;9286;10044;8308;5576;10154;*Fr,29.03.
2019;MÄRZ;1197;Breitenleer Straße;G;0;Kagran;LkwÄ;371;480;500;487;447;170;115;578;*Do,21.03.
2019;MÄRZ;1197;Breitenleer Straße;G;0;Raasdorf;Kfz;8388;8850;8530;8584;9746;9020;5817;10076;*Fr,22.03.
2019;MÄRZ;1197;Breitenleer Straße;G;0;Raasdorf;LkwÄ;207;268;267;280;240;95;64;310;*Di,26.03.
2019;MÄRZ;1197;Breitenleer Straße;G;0;Gesamt;Kfz;17050;18331;17894;17870;19790;17328;11393;20092;*Fr,22.03.
2019;MÄRZ;1197;Breitenleer Straße;G;0;Gesamt;LkwÄ;578;748;766;767;687;265;179;875;*Do,07.03.
2019;MÄRZ;1198;Brünner Straße;B;7;Zentrum;Kfz;9388;10288;10155;10127;10782;9351;5643;11002;Fr,29.03.
2019;MÄRZ;1198;Brünner Straße;B;7;Zentrum;LkwÄ;406;536;556;549;489;199;66;593;Mo,25.03.
2019;MÄRZ;1198;Brünner Straße;B;7;Wolkersdorf;Kfz;7960;8797;8454;8613;9513;7879;4526;9826;Fr,29.03.
2019;MÄRZ;1198;Brünner Straße;B;7;Wolkersdorf;LkwÄ;384;507;528;513;475;196;59;580;Mo,25.03.
2019;MÄRZ;1198;Brünner Straße;B;7;Gesamt;Kfz;17348;19085;18609;18740;20294;17230;10169;20828;Fr,29.03.
2019;MÄRZ;1198;Brünner Straße;B;7;Gesamt;LkwÄ;790;1043;1084;1062;963;395;125;1173;Mo,25.03.
2019;MÄRZ;1199;Eßlinger Hauptstraße;B;3;Zentrum;Kfz;9339;9910;9544;9726;10646;8972;7306;10899;Fr,22.03.
2019;MÄRZ;1199;Eßlinger Hauptstraße;B;3;Zentrum;LkwÄ;599;772;792;786;725;266;203;848;Mo,25.03.
2019;MÄRZ;1199;Eßlinger Hauptstraße;B;3;Groß-Enzersdorf;Kfz;9086;9684;9302;9527;10365;8630;7031;10523;Fr,29.03.
2019;MÄRZ;1199;Eßlinger Hauptstraße;B;3;Groß-Enzersdorf;LkwÄ;577;752;736;773;714;244;179;831;Mi,20.03.
2019;MÄRZ;1199;Eßlinger Hauptstraße;B;3;Gesamt;Kfz;18425;19594;18846;19253;21011;17601;14337;21412;Fr,22.03.
2019;MÄRZ;1199;Eßlinger Hauptstraße;B;3;Gesamt;LkwÄ;1176;1524;1528;1558;1439;510;382;1668;Mi,20.03.
2019;MÄRZ;1200;Vorarlberger Allee West;G;0;Zentrum;Kfz;6990;8715;8774;8892;8242;3907;2828;9306;Do,21.03.
2019;MÄRZ;1200;Vorarlberger Allee West;G;0;Zentrum;LkwÄ;955;1296;1327;1330;1192;268;208;1387;Do,07.03.
2019;MÄRZ;1200;Vorarlberger Allee West;G;0;S1;Kfz;6742;8360;8192;8458;8259;4048;2642;8822;Do,21.03.
2019;MÄRZ;1200;Vorarlberger Allee West;G;0;S1;LkwÄ;992;1354;1365;1393;1251;290;172;1480;Do,21.03.
2019;MÄRZ;1200;Vorarlberger Allee West;G;0;Gesamt;Kfz;13732;17075;16966;17350;16501;7955;5470;18128;Do,21.03.
2019;MÄRZ;1200;Vorarlberger Allee West;G;0;Gesamt;LkwÄ;1947;2650;2692;2723;2443;558;381;2861;Do,21.03.
2019;MÄRZ;1201;Vorarlberger Allee Ost;G;0;Laxenburger Str.;Kfz;3642;4595;4548;4648;4506;2068;1215;5182;Do,21.03.
2019;MÄRZ;1201;Vorarlberger Allee Ost;G;0;Laxenburger Str.;LkwÄ;858;1174;1189;1207;1082;243;147;1263;Do,21.03.
2019;MÄRZ;1201;Vorarlberger Allee Ost;G;0;S1;Kfz;3542;4488;4441;4528;4432;2002;1109;4808;Do,14.03.
2019;MÄRZ;1201;Vorarlberger Allee Ost;G;0;S1;LkwÄ;751;1029;1057;1052;949;204;133;1095;Mi,06.03.
2019;MÄRZ;1201;Vorarlberger Allee Ost;G;0;Gesamt;Kfz;7184;9083;8988;9175;8938;4070;2324;9754;Do,21.03.
2019;MÄRZ;1201;Vorarlberger Allee Ost;G;0;Gesamt;LkwÄ;1609;2203;2246;2260;2031;447;280;2318;Mi,27.03.
2019;MÄRZ;1202;Spange Vösendorf;G;0;Vösendorf;Kfz;6501;7710;7652;7673;7847;5003;2917;8148;Fr,29.03.
2019;MÄRZ;1202;Spange Vösendorf;G;0;Vösendorf;LkwÄ;497;685;720;709;598;131;76;770;Mo,25.03.
2019;MÄRZ;1202;Spange Vösendorf;G;0;S1;Kfz;6553;7864;7657;7857;8047;5056;2547;8481;Do,21.03.
2019;MÄRZ;1202;Spange Vösendorf;G;0;S1;LkwÄ;514;711;744;740;614;139;64;811;Mi,27.03.
2019;MÄRZ;1202;Spange Vösendorf;G;0;Gesamt;Kfz;13054;15574;15308;15530;15893;10059;5464;16449;Fr,29.03.
2019;MÄRZ;1202;Spange Vösendorf;G;0;Gesamt;LkwÄ;1012;1396;1464;1449;1212;269;140;1553;Mo,25.03.
2019;MÄRZ;1203;Maria-Theresien-Straße;G;0;Franz-Josef-Kai;Kfz;14751;16419;15840;16511;16660;12269;10227;17337;Do,07.03.
2019;MÄRZ;1203;Maria-Theresien-Straße;G;0;Franz-Josef-Kai;LkwÄ;468;595;596;610;561;236;162;657;Mi,27.03.
2019;MÄRZ;1203;Maria-Theresien-Straße;G;0;-;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2019;MÄRZ;1203;Maria-Theresien-Straße;G;0;-;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2019;MÄRZ;1203;Maria-Theresien-Straße;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2019;MÄRZ;1203;Maria-Theresien-Straße;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2019;MÄRZ;1204;Türkenstraße;G;0;Währinger Straße;Kfz;20193;22593;21956;22776;22665;16288;14019;23616;Do,07.03.
2019;MÄRZ;1204;Türkenstraße;G;0;Währinger Straße;LkwÄ;501;652;646;669;617;234;132;724;Do,28.03.
2019;MÄRZ;1204;Türkenstraße;G;0;-;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2019;MÄRZ;1204;Türkenstraße;G;0;-;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2019;MÄRZ;1204;Türkenstraße;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2019;MÄRZ;1204;Türkenstraße;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2019;MÄRZ;1205;Hernalser Hauptstraße;G;0;Zentrum;Kfz;9062;9225;8771;9150;9767;9333;8109;10043;Fr,29.03.
2019;MÄRZ;1205;Hernalser Hauptstraße;G;0;Zentrum;LkwÄ;294;372;363;377;365;167;97;412;Mi,27.03.
2019;MÄRZ;1205;Hernalser Hauptstraße;G;0;Dornbach;Kfz;8254;8467;8142;8418;8843;8248;7364;9012;Fr,01.03.
