JAHR;MONAT;ZNR;ZNAME;STRTYP;STRNR;RINAME;FZTYP;DTVMS;DTVMF;DTVMO;DTVDD;DTVFR;DTVSA;DTVSF;TVMAX;TVMAXT
2022;SEP.;1190;Angyalföldstraße;B;3;Floridsdorf;LkwÄ;160;203;209;214;170;51;29;242;Di,20.09.
2022;SEP.;1190;Angyalföldstraße;B;3;Gesamt;Kfz;12303;13145;12776;13062;13654;11880;8097;14089;Do,01.09.
2022;SEP.;1190;Angyalföldstraße;B;3;Gesamt;LkwÄ;301;383;402;399;326;101;50;443;Do,01.09.
2022;SEP.;1191;Wientalstraße;B;1;Zentrum;Kfz;25864;26822;25928;26659;27962;24648;21812;28755;Fr,02.09.
2022;SEP.;1191;Wientalstraße;B;1;Zentrum;LkwÄ;929;1119;1103;1158;1028;500;312;1264;Do,01.09.
2022;SEP.;1191;Wientalstraße;B;1;St. Pölten;Kfz;24247;25331;23960;24914;27512;23816;18716;28605;Fr,02.09.
2022;SEP.;1191;Wientalstraße;B;1;St. Pölten;LkwÄ;843;1015;1049;1048;904;451;288;1091;Do,22.09.
2022;SEP.;1191;Wientalstraße;B;1;Gesamt;Kfz;50111;52153;49888;51572;55475;48463;40528;57360;Fr,02.09.
2022;SEP.;1191;Wientalstraße;B;1;Gesamt;LkwÄ;1772;2134;2152;2206;1932;951;600;2282;Di,06.09.
2022;SEP.;1192;Hauptstraße;G;0;Zentrum;Kfz;5211;5546;5395;5477;5847;5242;3339;6355;Do,01.09.
2022;SEP.;1192;Hauptstraße;G;0;Zentrum;LkwÄ;282;328;336;335;302;179;134;357;Mo,05.09.
2022;SEP.;1192;Hauptstraße;G;0;St. Pölten;Kfz;6433;6860;6624;6772;7280;6478;4038;7681;Do,01.09.
2022;SEP.;1192;Hauptstraße;G;0;St. Pölten;LkwÄ;308;358;362;360;350;201;142;387;Do,15.09.
2022;SEP.;1192;Hauptstraße;G;0;Gesamt;Kfz;11644;12406;12018;12249;13127;11720;7378;14036;Do,01.09.
2022;SEP.;1192;Hauptstraße;G;0;Gesamt;LkwÄ;590;686;698;695;651;380;277;738;Mo,05.09.
2022;SEP.;1193;Heiligenstädter Straße;B;14;Zentrum;Kfz;16379;17530;16962;17697;17549;14801;11629;18221;Mi,07.09.
2022;SEP.;1193;Heiligenstädter Straße;B;14;Zentrum;LkwÄ;782;970;950;1012;877;340;188;1063;Di,13.09.
2022;SEP.;1193;Heiligenstädter Straße;B;14;Klosterneuburg;Kfz;16094;17171;16711;17341;17098;14651;11612;17908;Mi,07.09.
2022;SEP.;1193;Heiligenstädter Straße;B;14;Klosterneuburg;LkwÄ;781;968;969;1004;873;334;198;1058;Mi,07.09.
2022;SEP.;1193;Heiligenstädter Straße;B;14;Gesamt;Kfz;32473;34701;33672;35038;34647;29452;23241;36129;Mi,07.09.
2022;SEP.;1193;Heiligenstädter Straße;B;14;Gesamt;LkwÄ;1563;1938;1920;2017;1750;674;386;2119;Mi,07.09.
2022;SEP.;1194;Prager Straße;B;3;Zentrum;Kfz;4993;5494;5400;5379;5869;5014;2215;6112;Fr,30.09.
2022;SEP.;1194;Prager Straße;B;3;Zentrum;LkwÄ;197;246;248;251;233;85;41;273;Mi,28.09.
2022;SEP.;1194;Prager Straße;B;3;Langenzersd.;Kfz;4810;5313;5223;5199;5681;4802;2052;6009;Fr,30.09.
2022;SEP.;1194;Prager Straße;B;3;Langenzersd.;LkwÄ;191;240;234;245;230;76;40;267;Mi,28.09.
2022;SEP.;1194;Prager Straße;B;3;Gesamt;Kfz;9803;10807;10624;10578;11550;9817;4267;12121;Fr,30.09.
2022;SEP.;1194;Prager Straße;B;3;Gesamt;LkwÄ;389;486;482;496;463;162;82;540;Mi,28.09.
2022;SEP.;1195;Wagramer Straße;B;8;Zentrum;Kfz;3330;3653;3559;3666;3693;2898;1985;4058;Do,01.09.
2022;SEP.;1195;Wagramer Straße;B;8;Zentrum;LkwÄ;141;170;164;175;162;72;49;188;Mi,28.09.
2022;SEP.;1195;Wagramer Straße;B;8;Süßenbrunn;Kfz;3305;3576;3395;3585;3697;3018;2102;3820;Fr,23.09.
2022;SEP.;1195;Wagramer Straße;B;8;Süßenbrunn;LkwÄ;144;175;180;176;169;77;43;198;Mo,26.09.
2022;SEP.;1195;Wagramer Straße;B;8;Gesamt;Kfz;6635;7229;6954;7251;7390;5916;4087;7871;Do,01.09.
2022;SEP.;1195;Wagramer Straße;B;8;Gesamt;LkwÄ;285;345;343;351;331;150;92;381;Mo,26.09.
2022;SEP.;1196;Erzherzog-Karl-Str.;B;3;Groß-Enzersdorf;Kfz;10771;11710;11439;11686;11989;9433;6943;12578;Fr,16.09.
2022;SEP.;1196;Erzherzog-Karl-Str.;B;3;Groß-Enzersdorf;LkwÄ;310;380;398;401;312;128;102;455;Do,01.09.
2022;SEP.;1196;Erzherzog-Karl-Str.;B;3;Kagran;Kfz;10938;11847;11590;11766;12262;9469;7412;12813;Fr,30.09.
2022;SEP.;1196;Erzherzog-Karl-Str.;B;3;Kagran;LkwÄ;501;592;583;607;562;268;234;670;Do,08.09.
2022;SEP.;1196;Erzherzog-Karl-Str.;B;3;Gesamt;Kfz;21709;23556;23029;23452;24251;18902;14354;25006;Fr,30.09.
2022;SEP.;1196;Erzherzog-Karl-Str.;B;3;Gesamt;LkwÄ;811;972;981;1008;873;397;337;1071;Do,01.09.
2022;SEP.;1197;Breitenleer Straße;G;0;Kagran;Kfz;8756;9321;9312;9241;9538;8424;5978;10450;Do,01.09.
2022;SEP.;1197;Breitenleer Straße;G;0;Kagran;LkwÄ;377;463;463;481;415;171;113;566;Di,06.09.
2022;SEP.;1197;Breitenleer Straße;G;0;Raasdorf;Kfz;8141;8459;8290;8227;9197;8685;5853;9470;Fr,30.09.
2022;SEP.;1197;Breitenleer Straße;G;0;Raasdorf;LkwÄ;232;292;284;303;270;85;46;333;Di,06.09.
2022;SEP.;1197;Breitenleer Straße;G;0;Gesamt;Kfz;16897;17780;17602;17467;18735;17108;11832;19240;Do,01.09.
2022;SEP.;1197;Breitenleer Straße;G;0;Gesamt;LkwÄ;609;755;747;784;686;256;159;899;Di,06.09.
2022;SEP.;1198;Brünner Straße;B;7;Zentrum;Kfz;9205;9997;9866;9906;10339;8758;5297;10578;Fr,30.09.
2022;SEP.;1198;Brünner Straße;B;7;Zentrum;LkwÄ;464;578;597;606;492;209;90;650;Mi,14.09.
2022;SEP.;1198;Brünner Straße;B;7;Wolkersdorf;Kfz;7945;8636;8293;8544;9152;7662;4425;9314;Fr,23.09.
2022;SEP.;1198;Brünner Straße;B;7;Wolkersdorf;LkwÄ;422;522;533;538;473;202;88;584;Mo,26.09.
2022;SEP.;1198;Brünner Straße;B;7;Gesamt;Kfz;17150;18633;18159;18450;19490;16420;9722;19853;Fr,30.09.
2022;SEP.;1198;Brünner Straße;B;7;Gesamt;LkwÄ;886;1101;1130;1144;965;410;178;1208;Mo,26.09.
2022;SEP.;1199;Eßlinger Hauptstraße;B;3;Zentrum;Kfz;8794;9175;8832;9043;9794;8728;6764;10040;Fr,30.09.
2022;SEP.;1199;Eßlinger Hauptstraße;B;3;Zentrum;LkwÄ;623;758;804;761;714;281;220;825;Mo,12.09.
2022;SEP.;1199;Eßlinger Hauptstraße;B;3;Groß-Enzersdorf;Kfz;8576;8954;8611;8825;9565;8549;6521;9822;Fr,02.09.
2022;SEP.;1199;Eßlinger Hauptstraße;B;3;Groß-Enzersdorf;LkwÄ;588;720;724;731;691;251;194;779;Di,20.09.
2022;SEP.;1199;Eßlinger Hauptstraße;B;3;Gesamt;Kfz;17370;18130;17443;17868;19358;17277;13285;19837;Fr,02.09.
2022;SEP.;1199;Eßlinger Hauptstraße;B;3;Gesamt;LkwÄ;1210;1478;1528;1492;1405;532;414;1585;Di,20.09.
2022;SEP.;1200;Vorarlberger Allee West;G;0;Zentrum;Kfz;6658;7900;7934;8103;7343;3849;2635;8345;Do,29.09.
2022;SEP.;1200;Vorarlberger Allee West;G;0;Zentrum;LkwÄ;915;1172;1219;1209;1040;251;166;1287;Do,08.09.
2022;SEP.;1200;Vorarlberger Allee West;G;0;S1;Kfz;6538;7766;7658;7949;7377;3826;2494;8259;Do,01.09.
2022;SEP.;1200;Vorarlberger Allee West;G;0;S1;LkwÄ;993;1272;1280;1317;1147;282;174;1377;Do,29.09.
2022;SEP.;1200;Vorarlberger Allee West;G;0;Gesamt;Kfz;13195;15665;15591;16052;14720;7676;5129;16433;Do,29.09.
2022;SEP.;1200;Vorarlberger Allee West;G;0;Gesamt;LkwÄ;1908;2444;2498;2526;2187;533;340;2636;Do,08.09.
2022;SEP.;1201;Vorarlberger Allee Ost;G;0;Laxenburger Str.;Kfz;3379;4067;3919;4164;3932;1882;1095;4740;Do,01.09.
2022;SEP.;1201;Vorarlberger Allee Ost;G;0;Laxenburger Str.;LkwÄ;828;1054;1044;1084;984;260;153;1168;Do,08.09.
2022;SEP.;1201;Vorarlberger Allee Ost;G;0;S1;Kfz;3323;4014;4019;4086;3823;1828;1016;4863;Do,15.09.
2022;SEP.;1201;Vorarlberger Allee Ost;G;0;S1;LkwÄ;682;873;893;904;775;186;127;956;Do,29.09.
2022;SEP.;1201;Vorarlberger Allee Ost;G;0;Gesamt;Kfz;6702;8081;7938;8250;7756;3711;2111;9218;Do,15.09.
2022;SEP.;1201;Vorarlberger Allee Ost;G;0;Gesamt;LkwÄ;1510;1926;1937;1988;1759;446;280;2110;Do,08.09.
2022;SEP.;1202;Spange Vösendorf;G;0;Vösendorf;Kfz;6475;7394;7429;7404;7339;5034;2864;8036;Do,15.09.
2022;SEP.;1202;Spange Vösendorf;G;0;Vösendorf;LkwÄ;535;680;724;701;592;156;113;811;*Mi,14.09.
2022;SEP.;1202;Spange Vösendorf;G;0;S1;Kfz;6282;7230;7049;7253;7314;4840;2509;7630;Do,15.09.
2022;SEP.;1202;Spange Vösendorf;G;0;S1;LkwÄ;486;628;652;648;558;121;71;750;Do,15.09.
2022;SEP.;1202;Spange Vösendorf;G;0;Gesamt;Kfz;12757;14623;14478;14657;14653;9874;5373;15666;Do,15.09.
2022;SEP.;1202;Spange Vösendorf;G;0;Gesamt;LkwÄ;1021;1309;1376;1349;1150;276;184;1538;*Do,15.09.
2022;SEP.;1203;Maria-Theresien-Straße;G;0;Franz-Josef-Kai;Kfz;12089;13474;12490;13915;13112;9412;7148;14658;Di,20.09.
2022;SEP.;1203;Maria-Theresien-Straße;G;0;Franz-Josef-Kai;LkwÄ;436;533;514;552;500;218;123;608;Do,29.09.
2022;SEP.;1203;Maria-Theresien-Straße;G;0;-;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1203;Maria-Theresien-Straße;G;0;-;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1203;Maria-Theresien-Straße;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1203;Maria-Theresien-Straße;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1204;Türkenstraße;G;0;Währinger Straße;Kfz;15750;17508;16676;18125;16570;11847;9986;20901;Do,01.09.
2022;SEP.;1204;Türkenstraße;G;0;Währinger Straße;LkwÄ;493;608;632;624;548;233;119;670;Mi,28.09.
2022;SEP.;1204;Türkenstraße;G;0;-;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1204;Türkenstraße;G;0;-;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1204;Türkenstraße;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1204;Türkenstraße;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1205;Hernalser Hauptstraße;G;0;Zentrum;Kfz;7648;7746;7395;7777;7943;7981;6782;8413;*Di,27.09.
2022;SEP.;1205;Hernalser Hauptstraße;G;0;Zentrum;LkwÄ;214;254;276;239;275;144;67;379;*Mo,05.09.
2022;SEP.;1205;Hernalser Hauptstraße;G;0;Dornbach;Kfz;7648;7878;7638;7841;8164;7441;6594;8448;Fr,30.09.
2022;SEP.;1205;Hernalser Hauptstraße;G;0;Dornbach;LkwÄ;251;307;322;315;273;122;72;351;Mi,07.09.
2022;SEP.;1205;Hernalser Hauptstraße;G;0;Gesamt;Kfz;15297;15623;15033;15619;16107;15422;13375;16401;*Fr,30.09.
2022;SEP.;1205;Hernalser Hauptstraße;G;0;Gesamt;LkwÄ;465;561;598;554;548;266;138;663;*Mo,05.09.
2022;SEP.;1206;Hütteldorfer Straße;G;0;Zentrum;Kfz;6108;6494;6324;6450;6743;5669;4428;7133;Fr,30.09.
2022;SEP.;1206;Hütteldorfer Straße;G;0;Zentrum;LkwÄ;99;126;126;130;115;32;14;163;Mi,07.09.
2022;SEP.;1206;Hütteldorfer Straße;G;0;Hütteldorf;Kfz;5622;5921;5715;5888;6171;5390;4211;6387;Fr,30.09.
2022;SEP.;1206;Hütteldorfer Straße;G;0;Hütteldorf;LkwÄ;127;153;164;156;135;70;39;181;Mi,21.09.
2022;SEP.;1206;Hütteldorfer Straße;G;0;Gesamt;Kfz;11730;12415;12039;12338;12914;11058;8639;13520;Fr,30.09.
2022;SEP.;1206;Hütteldorfer Straße;G;0;Gesamt;LkwÄ;225;279;290;286;250;103;53;314;Mi,07.09.
2022;SEP.;1207;Altmannsdorfer Straße II;B;224;Zentrum;Kfz;22771;23484;23444;23416;23694;21646;19974;24516;*Fr,30.09.
2022;SEP.;1207;Altmannsdorfer Straße II;B;224;Zentrum;LkwÄ;1089;1393;1435;1431;1259;328;179;1505;*Mo,19.09.
2022;SEP.;1207;Altmannsdorfer Straße II;B;224;Vösendorf;Kfz;30634;31968;31564;31772;32799;29664;24266;34127;*Fr,30.09.
2022;SEP.;1207;Altmannsdorfer Straße II;B;224;Vösendorf;LkwÄ;1303;1641;1629;1719;1447;491;255;1827;*Mi,14.09.
2022;SEP.;1207;Altmannsdorfer Straße II;B;224;Gesamt;Kfz;53405;55452;55008;55188;56494;51310;44240;58643;*Fr,30.09.
2022;SEP.;1207;Altmannsdorfer Straße II;B;224;Gesamt;LkwÄ;2392;3034;3064;3150;2705;819;434;3327;*Mi,14.09.
2022;SEP.;1208;Wienerbergstraße;B;225;Breitenfurter Straße;Kfz;9551;10392;10234;10539;10136;7859;6614;10909;Do,08.09.
2022;SEP.;1208;Wienerbergstraße;B;225;Breitenfurter Straße;LkwÄ;554;650;655;668;597;321;260;693;Di,13.09.
2022;SEP.;1208;Wienerbergstraße;B;225;Triester Straße;Kfz;10728;11982;11538;12035;12200;8243;6312;12853;Fr,30.09.
2022;SEP.;1208;Wienerbergstraße;B;225;Triester Straße;LkwÄ;655;791;787;809;745;315;248;848;Do,22.09.
2022;SEP.;1208;Wienerbergstraße;B;225;Gesamt;Kfz;20278;22374;21772;22574;22337;16102;12926;23689;Fr,30.09.
2022;SEP.;1208;Wienerbergstraße;B;225;Gesamt;LkwÄ;1209;1440;1442;1478;1342;636;508;1538;Do,22.09.
2022;SEP.;1209;Atzgersdorfer Straße;G;0;Stranzenberg Brücke;Kfz;8474;9400;9208;9553;9157;6611;5240;10425;Mi,07.09.
2022;SEP.;1209;Atzgersdorfer Straße;G;0;Stranzenberg Brücke;LkwÄ;250;306;300;317;284;113;77;344;Do,22.09.
2022;SEP.;1209;Atzgersdorfer Straße;G;0;Rosenhügelstraße;Kfz;9823;10862;10484;10961;10908;7659;6274;11464;Fr,30.09.
2022;SEP.;1209;Atzgersdorfer Straße;G;0;Rosenhügelstraße;LkwÄ;264;325;320;335;302;113;85;369;Mi,21.09.
2022;SEP.;1209;Atzgersdorfer Straße;G;0;Gesamt;Kfz;18297;20263;19692;20514;20065;14270;11514;21393;Do,08.09.
2022;SEP.;1209;Atzgersdorfer Straße;G;0;Gesamt;LkwÄ;514;631;620;651;587;226;162;705;Mi,21.09.
2022;SEP.;1210;Koppstraße;B;223;stadtauswärts;Kfz;16104;16584;16167;16475;17201;15583;13987;17768;Fr,30.09.
2022;SEP.;1210;Koppstraße;B;223;stadtauswärts;LkwÄ;480;574;595;578;546;259;185;634;*Mo,05.09.
2022;SEP.;1210;Koppstraße;B;223;Einbahnstraße;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1210;Koppstraße;B;223;Einbahnstraße;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1210;Koppstraße;B;223;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1210;Koppstraße;B;223;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1211;Laxenburger Straße II;B;230;Zentrum;Kfz;7755;8984;9005;9155;8521;4970;3781;9585;Do,15.09.
2022;SEP.;1211;Laxenburger Straße II;B;230;Zentrum;LkwÄ;1553;1910;1915;1948;1806;649;492;2104;Do,29.09.
2022;SEP.;1211;Laxenburger Straße II;B;230;S1;Kfz;8951;10485;10382;10591;10293;5758;3702;11320;Do,08.09.
2022;SEP.;1211;Laxenburger Straße II;B;230;S1;LkwÄ;1834;2265;2346;2318;2062;746;554;2486;Do,08.09.
2022;SEP.;1211;Laxenburger Straße II;B;230;Gesamt;Kfz;16706;19469;19387;19746;18813;10729;7484;20283;Do,08.09.
2022;SEP.;1211;Laxenburger Straße II;B;230;Gesamt;LkwÄ;3387;4175;4262;4266;3868;1395;1045;4471;Do,29.09.
2022;SEP.;1212;Donaustadtstraße II;B;3;A 23;Kfz;10661;11632;11062;11768;11735;9118;6865;13213;Do,01.09.
2022;SEP.;1212;Donaustadtstraße II;B;3;A 23;LkwÄ;574;722;766;760;589;204;133;846;*Di,06.09.
2022;SEP.;1212;Donaustadtstraße II;B;3;Erzherzog-Karl-Str.;Kfz;8895;9210;8945;9100;9710;8656;7400;10056;Fr,30.09.
2022;SEP.;1212;Donaustadtstraße II;B;3;Erzherzog-Karl-Str.;LkwÄ;451;551;580;565;493;210;142;603;Mo,12.09.
2022;SEP.;1212;Donaustadtstraße II;B;3;Gesamt;Kfz;19556;20842;20007;20867;21445;17773;14266;22244;Do,01.09.
2022;SEP.;1212;Donaustadtstraße II;B;3;Gesamt;LkwÄ;1026;1273;1345;1325;1082;413;276;1417;*Di,06.09.
2022;SEP.;1213;Burggasse II;G;0;Zentrum;Kfz;8193;8586;7859;8669;8953;7812;6410;9611;Do,29.09.
2022;SEP.;1213;Burggasse II;G;0;Zentrum;LkwÄ;386;443;423;449;444;253;201;526;*Fr,16.09.
2022;SEP.;1213;Burggasse II;G;0;Gablenzgasse;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1213;Burggasse II;G;0;Gablenzgasse;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1213;Burggasse II;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1213;Burggasse II;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1214;Neustiftgasse II;G;0;Koppstraße;Kfz;9822;10057;9373;9993;10769;9800;8553;11897;Fr,30.09.
2022;SEP.;1214;Neustiftgasse II;G;0;Koppstraße;LkwÄ;729;804;804;813;783;595;448;1020;Fr,16.09.
2022;SEP.;1214;Neustiftgasse II;G;0;Zentrum;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1214;Neustiftgasse II;G;0;Zentrum;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1214;Neustiftgasse II;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1214;Neustiftgasse II;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1215;Erzherzog-Karl-Straße III;B;3;Genochplatz;Kfz;12196;12316;11818;12084;13315;13032;10698;13984;Fr,30.09.
2022;SEP.;1215;Erzherzog-Karl-Straße III;B;3;Genochplatz;LkwÄ;693;853;903;872;762;281;224;936;Mo,05.09.
2022;SEP.;1215;Erzherzog-Karl-Straße III;B;3;Siegesplatz;Kfz;14314;14928;14460;14820;15583;13871;11380;15991;Fr,30.09.
2022;SEP.;1215;Erzherzog-Karl-Straße III;B;3;Siegesplatz;LkwÄ;734;909;936;933;823;292;216;1025;Mi,28.09.
2022;SEP.;1215;Erzherzog-Karl-Straße III;B;3;Gesamt;Kfz;26509;27244;26278;26904;28898;26902;22078;29975;Fr,30.09.
2022;SEP.;1215;Erzherzog-Karl-Straße III;B;3;Gesamt;LkwÄ;1427;1762;1838;1806;1585;573;440;1936;Mi,28.09.
2022;SEP.;1216;Perchtoldsdorfer Straße;G;0;stadteinwärts;Kfz;4470;4781;4683;4725;5004;4054;3174;5113;*Fr,30.09.
2022;SEP.;1216;Perchtoldsdorfer Straße;G;0;stadteinwärts;LkwÄ;219;260;265;265;245;110;100;294;*Do,15.09.
2022;SEP.;1216;Perchtoldsdorfer Straße;G;0;stadtauswärts;Kfz;5138;5618;5498;5534;5934;4397;3235;6286;*Fr,30.09.
2022;SEP.;1216;Perchtoldsdorfer Straße;G;0;stadtauswärts;LkwÄ;163;194;200;193;194;89;63;230;*Mi,28.09.
2022;SEP.;1216;Perchtoldsdorfer Straße;G;0;Gesamt;Kfz;9607;10399;10181;10259;10938;8451;6409;11399;*Fr,30.09.
2022;SEP.;1216;Perchtoldsdorfer Straße;G;0;Gesamt;LkwÄ;382;455;464;458;439;199;164;501;*Mo,05.09.
2022;SEP.;1217;Museumstraße;G;0;Landesgerichtsstraße;Kfz;5769;6544;6124;6806;6200;3969;3302;7094;Mi,28.09.
2022;SEP.;1217;Museumstraße;G;0;Landesgerichtsstraße;LkwÄ;123;155;148;164;139;38;27;179;Do,08.09.
2022;SEP.;1217;Museumstraße;G;0;Getreidemarkt;Kfz;13070;14553;13756;14848;14424;9691;8288;15480;Fr,30.09.
2022;SEP.;1217;Museumstraße;G;0;Getreidemarkt;LkwÄ;309;375;379;383;353;139;110;420;Mi,28.09.
2022;SEP.;1217;Museumstraße;G;0;Gesamt;Kfz;18838;21097;19880;21654;20624;13660;11591;22253;Mi,14.09.
2022;SEP.;1217;Museumstraße;G;0;Gesamt;LkwÄ;431;531;526;547;493;176;138;589;Do,08.09.
2022;SEP.;1218;Spange Leopoldsdorf;G;0;Leopoldsdorfer Straß;Kfz;4560;4993;4753;4995;5177;3790;2952;5424;Fr,23.09.
2022;SEP.;1218;Spange Leopoldsdorf;G;0;Leopoldsdorfer Straß;LkwÄ;150;190;191;191;186;52;26;219;Do,22.09.
2022;SEP.;1218;Spange Leopoldsdorf;G;0;Himberger Straße;Kfz;4269;4662;4567;4746;4520;3408;2967;4994;Do,01.09.
2022;SEP.;1218;Spange Leopoldsdorf;G;0;Himberger Straße;LkwÄ;142;182;192;188;160;41;24;219;Do,22.09.
2022;SEP.;1218;Spange Leopoldsdorf;G;0;Gesamt;Kfz;8829;9655;9320;9741;9697;7199;5919;10383;Do,08.09.
2022;SEP.;1218;Spange Leopoldsdorf;G;0;Gesamt;LkwÄ;292;372;384;379;346;92;50;438;Do,22.09.
2022;SEP.;1219;Barawitzkagasse;G;0;Heiligenstädter Str.;Kfz;11348;12002;11896;11957;12202;10826;8276;12536;*Fr,30.09.
2022;SEP.;1219;Barawitzkagasse;G;0;Heiligenstädter Str.;LkwÄ;606;706;710;718;673;380;280;773;*Mi,21.09.
2022;SEP.;1219;Barawitzkagasse;G;0;Ruthgasse;Kfz;10344;10954;10635;11072;10902;9175;8158;11517;*Do,22.09.
2022;SEP.;1219;Barawitzkagasse;G;0;Ruthgasse;LkwÄ;644;747;770;760;692;431;288;819;*Mo,19.09.
2022;SEP.;1219;Barawitzkagasse;G;0;Gesamt;Kfz;21692;22956;22532;23029;23103;20001;16434;23832;*Fr,30.09.
2022;SEP.;1219;Barawitzkagasse;G;0;Gesamt;LkwÄ;1250;1453;1480;1479;1365;810;568;1585;*Mo,19.09.
2022;SEP.;1220;Am Heumarkt;B;1;Schwarzenbergplatz;Kfz;6650;7457;7146;7729;6999;4752;4108;8567;Di,20.09.
2022;SEP.;1220;Am Heumarkt;B;1;Schwarzenbergplatz;LkwÄ;198;228;243;230;210;143;89;279;Di,06.09.
2022;SEP.;1220;Am Heumarkt;B;1;Urania;Kfz;18916;20299;19349;20602;20269;16275;13950;21266;Do,29.09.
2022;SEP.;1220;Am Heumarkt;B;1;Urania;LkwÄ;732;909;814;967;833;304;189;1131;Do,08.09.
2022;SEP.;1220;Am Heumarkt;B;1;Gesamt;Kfz;25566;27756;26496;28331;27268;21027;18058;29260;Di,20.09.
2022;SEP.;1220;Am Heumarkt;B;1;Gesamt;LkwÄ;930;1137;1056;1198;1043;446;278;1359;Do,15.09.
2022;SEP.;1221;Grenzackerstraße;B;225;Laxenburger Straße;Kfz;14836;15264;14823;15182;15831;14546;12769;16837;Fr,30.09.
2022;SEP.;1221;Grenzackerstraße;B;225;Laxenburger Straße;LkwÄ;454;562;574;579;506;191;129;633;Do,29.09.
2022;SEP.;1221;Grenzackerstraße;B;225;Verteilerkreis;Kfz;13825;14383;13852;14218;15239;13262;11315;16009;Fr,30.09.
2022;SEP.;1221;Grenzackerstraße;B;225;Verteilerkreis;LkwÄ;559;678;698;695;619;265;198;793;Do,08.09.
2022;SEP.;1221;Grenzackerstraße;B;225;Gesamt;Kfz;28661;29648;28674;29400;31070;27808;24084;32846;Fr,30.09.
2022;SEP.;1221;Grenzackerstraße;B;225;Gesamt;LkwÄ;1014;1240;1272;1274;1126;456;327;1397;Do,29.09.
2022;SEP.;1222;Universitätsring;G;0;Schottenring;Kfz;24473;26041;24258;26533;26188;21922;18402;27538;Do,29.09.
2022;SEP.;1222;Universitätsring;G;0;Schottenring;LkwÄ;714;831;779;855;811;457;326;921;Do,08.09.
2022;SEP.;1222;Universitätsring;G;0;Einbahnstraße;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1222;Universitätsring;G;0;Einbahnstraße;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1222;Universitätsring;G;0;Gesamt;Kfz;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1222;Universitätsring;G;0;Gesamt;LkwÄ;-29;-29;-29;-29;-29;-29;-29;-29;0.00.
2022;SEP.;1223;Adalbert-Stifter-Straße;B;226;Gürtelbrücke;Kfz;9549;10087;9917;10359;9517;8736;7402;11339;*Do,01.09.
2022;SEP.;1223;Adalbert-Stifter-Straße;B;226;Gürtelbrücke;LkwÄ;359;428;446;456;342;190;144;548;*Do,01.09.
2022;SEP.;1223;Adalbert-Stifter-Straße;B;226;Floridsdorfer Brücke;Kfz;10815;11483;10938;11488;11905;10075;7887;12559;Fr,02.09.
2022;SEP.;1223;Adalbert-Stifter-Straße;B;226;Floridsdorfer Brücke;LkwÄ;323;388;379;394;380;174;117;452;Do,22.09.
2022;SEP.;1223;Adalbert-Stifter-Straße;B;226;Gesamt;Kfz;20364;21570;20855;21847;21422;18810;15289;23555;*Do,01.09.
2022;SEP.;1223;Adalbert-Stifter-Straße;B;226;Gesamt;LkwÄ;682;816;826;850;723;364;260;942;*Do,01.09.
2022;SEP.;1224;Wagramer Str. II;B;8;Reichsbrücke;Kfz;9920;10877;10724;10869;11023;8756;5820;11724;Do,01.09.
2022;SEP.;1224;Wagramer Str. II;B;8;Reichsbrücke;LkwÄ;519;672;695;714;544;124;74;853;Do,01.09.
