Any,Codi,Carretera,Pk,Tipus estació,Font Dades,Població,Comarca,Definició Tram Origen,Definició Tram Final,PK inici,PK final,Longitud Tram,Classificació tècnica,Classificació funcional,Carrils,IFA,IMD,% Pesants,Velocitat Km / h,Any 1,Latitud,Longitud
2017,29403118,BV-4031,1.000,Cobertura,STCB,La Pobla de Lillet,El Berguedà,"B-402,a la Pobla de Lillet","GI-400, Toses",0.000,26.800,26.800,CU,C,2,1.00,533,0.01,48.31,2017,42.249456,1.977142
2018,29403118,BV-4031,1.000,Cobertura,STCB,La Pobla de Lillet,El Berguedà,"B-402,a la Pobla de Lillet","GI-400, Toses",0.000,26.800,26.800,CU,C,2,1.00,615,0.01,46.81,2018,42.249456,1.977142
2019,29403118,BV-4031,1.000,Cobertura,STCB,La Pobla de Lillet,El Berguedà,"B-402,a la Pobla de Lillet","GI-400, Toses",0.000,26.800,26.800,CU,C,2,1.00,399,0.03,53.34,2019,42.249456,1.977142
2020,29403118,BV-4031,1.000,Cobertura,STCB,La Pobla de Lillet,El Berguedà,"B-402,a la Pobla de Lillet","GI-400, Toses",0.000,26.800,26.800,CU,C,2,1.00,399,0.03,53.34,2019,42.249456,1.977142
2021,29403118,BV-4031,1.000,Cobertura,STCB,La Pobla de Lillet,El Berguedà,"B-402,a la Pobla de Lillet","GI-400, Toses",0.000,26.800,26.800,CU,C,2,1.00,399,0.03,53.34,2019,42.249456,1.977142
2022,29403118,BV-4031,1.000,Cobertura,STCB,La Pobla de Lillet,El Berguedà,"B-402,a la Pobla de Lillet","GI-400, Toses",0.000,26.800,26.800,CU,C,2,1.00,399,0.03,53.34,2019,42.249456,1.977142
2017,29424128,BV-4241,2.000,Cobertura,STCB,Berga,El Berguedà,"BV-4242, accés Santuari de Queralt",LP Barcelona -Lleida (cont.LV-4241),0.000,19.145,19.145,CU,C,2,1.00,685,0.03,47.67,2017,42.103772,1.832483
2018,29424128,BV-4241,2.000,Cobertura,STCB,Berga,El Berguedà,"BV-4242, accés Santuari de Queralt",LP Barcelona -Lleida (cont.LV-4241),0.000,19.145,19.145,CU,C,2,1.00,385,0.02,47.92,2018,42.103772,1.832483
2019,29424128,BV-4241,2.000,Cobertura,STCB,Berga,El Berguedà,"BV-4242, accés Santuari de Queralt",LP Barcelona -Lleida (cont.LV-4241),0.000,19.145,19.145,CU,C,2,1.00,340,0.07,51.18,2019,42.103772,1.832483
2020,29424128,BV-4241,2.000,Cobertura,STCB,Berga,El Berguedà,"BV-4242, accés Santuari de Queralt",LP Barcelona -Lleida (cont.LV-4241),0.000,19.145,19.145,CU,C,2,1.00,340,0.07,51.18,2019,42.103772,1.832483
2021,29424128,BV-4241,2.000,Cobertura,STCB,Berga,El Berguedà,"BV-4242, accés Santuari de Queralt","LV-4241, límit provincial Barcelona -Lleida",0.000,19.145,19.145,CU,C,2,1.00,340,0.07,51.18,2019,42.103772,1.832483
2022,29424128,BV-4241,2.000,Cobertura,STCB,Berga,El Berguedà,"BV-4242, accés Santuari de Queralt","LV-4241, límit provincial Barcelona -Lleida",0.000,19.145,19.145,CU,C,2,1.00,340,0.07,51.18,2019,42.103772,1.832483
2017,34405028,BV-4405,2.000,Cobertura,STCB,Olost,Osona,"B-432/C-154, Olost",Olost - BP-4653 Olost,0.000,3.920,3.920,CU,BS,2,1.00,1635,0.02,56.62,2017,41.99306664,2.096477965
2018,34405028,BV-4405,2.000,Cobertura,STCB,Olost,Osona,"B-432/C-154, Olost",Olost - BP-4653 Olost,0.000,3.920,3.920,CU,BS,2,1.00,1170,0.03,53.69,2018,41.99306664,2.096477965
2019,34405028,BV-4405,2.000,Cobertura,STCB,Olost,Osona,"B-432/C-154, Olost",Olost - BP-4653 Olost,0.000,3.920,3.920,CU,BS,2,1.00,1267,0.02,57.45,2019,41.99306664,2.096477965
2020,34405028,BV-4405,2.000,Cobertura,STCB,Olost,Osona,"B-432/C-154, Olost",Olost - BP-4653 Olost,0.000,3.920,3.920,CU,BS,2,1.00,1267,0.02,57.45,2019,41.99306664,2.096477965
2021,34405028,BV-4405,2.000,Cobertura,STCB,Olost,Osona,"B-432/C-154, Olost",Olost - BP-4653 Olost,0.000,3.920,3.920,CU,BS,2,1.00,1267,0.02,57.45,2019,41.99306664,2.096477965
2022,34405028,BV-4405,2.000,Cobertura,STCB,Olost,Osona,"B-432/C-154, Olost",Olost - BP-4653 Olost,0.000,3.920,3.920,CU,BS,2,1.00,1267,0.02,57.45,2019,41.99306664,2.096477965
2017,34501068,BV-4501,5.900,Cobertura,STCB,Santpedor,El Bages,"C-25, Sant Fruitós de El Bages","BV-4511, Santpedor",2.800,6.200,3.400,CU,C,2,1.00,6986,0.03,47.76,2016,41.777978,1.838305
2018,34501068,BV-4501,5.900,Cobertura,STCB,Santpedor,El Bages,"C-25, Sant Fruitós de El Bages","BV-4511, Santpedor",2.800,6.200,3.400,CU,C,2,1.00,7175,0.03,46.55,2018,41.777978,1.838305
2019,34501068,BV-4501,5.900,Cobertura,STCB,Santpedor,El Bages,"C-25, Sant Fruitós de El Bages","BV-4511, Santpedor",2.800,6.200,3.400,CU,C,2,1.00,7561,0.04,48.11,2019,41.777978,1.838305
2020,34501068,BV-4501,5.900,Cobertura,STCB,Santpedor,El Bages,"C-25, Sant Fruitós de El Bages","BV-4511, Santpedor",2.800,6.200,3.400,CU,C,2,1.00,7561,0.04,48.11,2019,41.777978,1.838305
2021,34501068,BV-4501,5.900,Cobertura,STCB,Santpedor,El Bages,"C-25, Sant Fruitós de El Bages","BV-4511, Santpedor",2.800,6.200,3.400,CU,C,2,1.00,7165,0.04,47.76,2021,41.777978,1.838305
2022,34501068,BV-4501,5.900,Cobertura,STCB,Santpedor,El Bages,"C-25, Sant Fruitós de El Bages","BV-4511, Santpedor",2.800,6.200,3.400,CU,C,2,1.00,7165,0.04,47.76,2021,41.777978,1.838305
2017,29451108,BV-4511,0.800,Cobertura,STCB,Sant Fruitos del El Bages,El Bages,"B-451, Pont de Cabrianes","BV-4511/C-25, Santpedor (P. Ind. Pla de Santa Anna)",0.000,2.100,2.100,CU,C,2,1.00,4480,0.02,70.92,2017,41.774469,1.898783
2018,29451108,BV-4511,0.800,Cobertura,STCB,Sant Fruitos del El Bages,El Bages,"B-451, Pont de Cabrianes","BV-4511/C-25, Santpedor (P. Ind. Pla de Santa Anna)",0.000,2.100,2.100,CU,C,2,1.00,3422,0.02,69.14,2018,41.774469,1.898783
2019,29451108,BV-4511,0.800,Cobertura,STCB,Sant Fruitos del El Bages,El Bages,"B-451, Pont de Cabrianes","BV-4511/C-25, Santpedor (P. Ind. Pla de Santa Anna)",0.000,2.100,2.100,CU,C,2,1.00,3851,0.03,67.06,2019,41.774469,1.898783
2020,29451108,BV-4511,0.800,Cobertura,STCB,Sant Fruitos del El Bages,El Bages,"B-451, Pont de Cabrianes","BV-4511/C-25, Santpedor (P. Ind. Pla de Santa Anna)",0.000,2.100,2.100,CU,C,2,1.00,3851,0.03,67.06,2019,41.774469,1.898783
2021,29451108,BV-4511,0.800,Cobertura,STCB,Sant Fruitos del El Bages,El Bages,"B-451, Pont de Cabrianes","BV-4511/C-25, Santpedor (P. Ind. Pla de Santa Anna)",0.000,2.100,2.100,CU,C,2,1.00,3309,0.05,69.64,2021,41.774469,1.898783
2022,29451108,BV-4511,0.800,Cobertura,STCB,Sant Fruitos del El Bages,El Bages,"B-451, Pont de Cabrianes","BV-4511/C-25, Santpedor (P. Ind. Pla de Santa Anna)",0.000,2.100,2.100,CU,C,2,1.00,3309,0.05,69.64,2021,41.774469,1.898783
2017,29451148,BV-4511,3.800,Cobertura,STCB,Santpedor,El Bages,"BV-4511/C-25, Santpedor (P. Ind. Pla de Santa Anna)","BV-4501, Santpedor",2.100,6.140,4.040,CU,C,2,1.00,9005,0.05,71.27,2017,41.775246,1.863398
2018,29451148,BV-4511,3.800,Cobertura,STCB,Santpedor,El Bages,"BV-4511/C-25, Santpedor (P. Ind. Pla de Santa Anna)","BV-4501, Santpedor",2.100,6.140,4.040,CU,C,2,1.00,9605,0.05,69.38,2018,41.775246,1.863398
2019,29451148,BV-4511,3.800,Cobertura,STCB,Santpedor,El Bages,"BV-4511/C-25, Santpedor (P. Ind. Pla de Santa Anna)","BV-4501, Santpedor",2.100,6.140,4.040,CU,C,2,1.00,10351,0.06,66.98,2019,41.775246,1.863398
2020,29451148,BV-4511,3.800,Cobertura,STCB,Santpedor,El Bages,"BV-4511/C-25, Santpedor (P. Ind. Pla de Santa Anna)","BV-4501, Santpedor",2.100,6.140,4.040,CU,C,2,1.00,10351,0.06,66.98,2019,41.775246,1.863398
2021,29451148,BV-4511,3.800,Cobertura,STCB,Santpedor,El Bages,"BV-4511/C-25, Santpedor (P. Ind. Pla de Santa Anna)","BV-4501, Santpedor",2.100,6.140,4.040,CU,C,2,1.00,9038,0.05,71.57,2021,41.775246,1.863398
2022,29451148,BV-4511,3.800,Cobertura,STCB,Santpedor,El Bages,"BV-4511/C-25, Santpedor (P. Ind. Pla de Santa Anna)","BV-4501, Santpedor",2.100,6.140,4.040,CU,C,2,1.00,9038,0.05,71.57,2021,41.775246,1.863398
2017,29451178,BV-4511,7.000,Cobertura,STCB,Santpedor,El Bages,"BV-4501, Santpedor","C-55, Callús",6.140,10.234,4.094,CU,C,2,1.00,5331,0.02,86.14,2017,41.779669,1.829865
2018,29451178,BV-4511,7.000,Cobertura,STCB,Santpedor,El Bages,"BV-4501, Santpedor","C-55, Callús",6.140,10.234,4.094,CU,C,2,1.00,3976,0.02,85.99,2018,41.779669,1.829865
2019,29451178,BV-4511,7.000,Cobertura,STCB,Santpedor,El Bages,"BV-4501, Santpedor","C-55, Callús",6.140,10.234,4.094,CU,C,2,1.00,3784,0.02,85.93,2019,41.779669,1.829865
2020,29451178,BV-4511,7.000,Cobertura,STCB,Santpedor,El Bages,"BV-4501, Santpedor","C-55, Callús",6.140,10.234,4.094,CU,C,2,1.00,3784,0.02,85.93,2019,41.779669,1.829865
2021,29451178,BV-4511,7.000,Cobertura,STCB,Santpedor,El Bages,"BV-4501, Santpedor","C-55, Callús",6.140,10.234,4.094,CU,C,2,1.00,3728,0.03,85.43,2021,41.779669,1.829865
2022,29451178,BV-4511,7.000,Cobertura,STCB,Santpedor,El Bages,"BV-4501, Santpedor","C-55, Callús",6.140,10.234,4.094,CU,C,2,1.00,3728,0.03,85.43,2021,41.779669,1.829865
2020,15105008,BV-5105,0.600,Primària,STCB,La Roca del Vallès,El Vallès Oriental,"C-1415c, La Roca del Vallès","AP-7/C-35, Cardedeu",0.000,2.780,2.780,CU,C,2,8333.00,26367,0.06,62.83,2020,41.595467,2.343241
2021,15105008,BV-5105,0.600,Primària,STCB,La Roca del Vallès,El Vallès Oriental,"C-1415c, La Roca del Vallès","AP-7/C-35, Cardedeu",0.000,2.780,2.780,CU,C,2,3333.00,21483,0.03,63.41,2021,41.595467,2.343241
2017,29510518,BV-5105,0.600,Primària,STCB,La Roca del Vallès,El Vallès Oriental,"C-1415c, La Roca del Vallès","AP-7/C-35, Cardedeu",0.000,2.780,2.780,CU,C,2,1667.00,27174,0.06,62.87,2017,41.595467,2.343241
2018,29510518,BV-5105,0.600,Primària,STCB,La Roca del Vallès,El Vallès Oriental,"C-1415c, La Roca del Vallès","AP-7/C-35, Cardedeu",0.000,2.780,2.780,CU,C,2,1.00,27890,0.05,62.20,2018,41.595467,2.343241
2019,29510518,BV-5105,0.600,Primària,STCB,La Roca del Vallès,El Vallès Oriental,"C-1415c, La Roca del Vallès","AP-7/C-35, Cardedeu",0.000,2.780,2.780,CU,C,2,1.00,27857,0.06,61.11,2019,41.595467,2.343241
2022,15105008,BV-5105,0.600,Primària,STCB,La Roca del Vallès,El Vallès Oriental,"C-1415c, La Roca del Vallès","AP-7/C-35, Cardedeu",0.000,2.780,2.780,CU,C,2,3333.00,19903,0.03,64.33,2022,41.595467,2.343241
2017,29510538,BV-5105,3.020,Cobertura,STCB,Cardedeu,El Vallès Oriental,"AP-7/C-35, Cardedeu","C-251, Cardedeu",2.780,5.292,2.512,CU,C,2,1.00,13249,0.06,60.52,2017,41.614876,2.350596
2020,29510538,BV-5105,3.020,Cobertura,STCB,Cardedeu,El Vallès Oriental,"AP-7/C-35, Cardedeu","C-251, Cardedeu",2.780,5.292,2.512,CU,C,2,1.00,13249,0.06,60.52,2018,41.614876,2.350596
2021,29510538,BV-5105,3.020,Cobertura,STCB,Cardedeu,El Vallès Oriental,"AP-7/C-35, Cardedeu","C-251, Cardedeu",2.780,5.292,2.512,CU,C,2,1.00,23249,0.06,60.52,2018,41.614876,2.350596
2022,29510538,BV-5105,3.020,Cobertura,STCB,Cardedeu,El Vallès Oriental,"AP-7/C-35, Cardedeu","C-251, Cardedeu",2.780,5.292,2.512,CU,C,2,1.00,23249,0.06,60.52,2018,41.614876,2.350596
2017,29530118,BV-5301,0.325,Cobertura,STCB,Santa Maria de Palautordera,El Vallès Oriental,"C-35, Sant Celoni","Antiga BV-5301, Sant Esteve de Palautordera (rotonda)",0.000,5.000,5.000,CU,C,2,1.00,9031,0.04,65.65,2017,41.669234,2.465734
2018,29530118,BV-5301,0.325,Cobertura,STCB,Santa Maria de Palautordera,El Vallès Oriental,"C-35, Sant Celoni","Antiga BV-5301, Sant Esteve de Palautordera (rotonda)",0.000,5.000,5.000,CU,C,2,1.00,10293,0.04,68.59,2018,41.669234,2.465734
2019,29530118,BV-5301,0.325,Cobertura,STCB,Santa Maria de Palautordera,El Vallès Oriental,"C-35, Sant Celoni","Antiga BV-5301, Sant Esteve de Palautordera (rotonda)",0.000,5.000,5.000,CU,C,2,1.00,10010,0.04,69.36,2019,41.669234,2.465734
2020,29530118,BV-5301,0.325,Cobertura,STCB,Santa Maria de Palautordera,El Vallès Oriental,"C-35, Sant Celoni","Antiga BV-5301, Sant Esteve de Palautordera (rotonda)",0.000,5.000,5.000,CU,C,2,1.00,10010,0.04,69.36,2019,41.669234,2.465734
2021,29530118,BV-5301,0.325,Cobertura,STCB,Santa Maria de Palautordera,El Vallès Oriental,"C-35, Sant Celoni","Antiga BV-5301, Sant Esteve de Palautordera (rotonda)",0.000,5.000,5.000,CU,C,2,1.00,9748,0.04,64.83,2021,41.669234,2.465734
2022,29530118,BV-5301,0.325,Cobertura,STCB,Santa Maria de Palautordera,El Vallès Oriental,"C-35, Sant Celoni","Antiga BV-5301, Sant Esteve de Palautordera (rotonda)",0.000,5.000,5.000,CU,C,2,1.00,9748,0.04,64.83,2021,41.669234,2.465734
2017,29530108,BV-5301,10.000,Cobertura,STCB,Fogars de Montclus,El Vallès Oriental,"Antiga BV-5301, Sant Esteve de Palautordera (rotonda)",Limit Comarcal el Maresme-Osona (Coll Fornic),5.000,13.900,8.900,CU,C,2,1.00,900,0.01,61.52,2017,41.738934,2.40774
2018,29530108,BV-5301,10.000,Cobertura,STCB,Fogars de Montclus,El Vallès Oriental,"Antiga BV-5301, Sant Esteve de Palautordera (rotonda)",Limit Comarcal el Maresme-Osona (Coll Fornic),5.000,13.900,8.900,CU,C,2,1.00,1269,0.01,60.20,2018,41.738934,2.40774
2019,29530108,BV-5301,10.000,Cobertura,STCB,Fogars de Montclus,El Vallès Oriental,"Antiga BV-5301, Sant Esteve de Palautordera (rotonda)",Limit Comarcal el Maresme-Osona (Coll Fornic),5.000,13.900,8.900,CU,C,2,1.00,1215,0.00,64.69,2019,41.738934,2.40774
2020,29530108,BV-5301,10.000,Cobertura,STCB,Fogars de Montclus,El Vallès Oriental,"Antiga BV-5301, Sant Esteve de Palautordera (rotonda)",Limit Comarcal el Maresme-Osona (Coll Fornic),5.000,13.900,8.900,CU,C,2,1.00,1215,0.00,64.69,2019,41.738934,2.40774
2021,29530108,BV-5301,10.000,Cobertura,STCB,Fogars de Montclus,El Vallès Oriental,"Antiga BV-5301, Sant Esteve de Palautordera (rotonda)",Limit Comarcal el Maresme-Osona (Coll Fornic),5.000,13.900,8.900,CU,C,2,1.00,1391,0.02,62.39,2021,41.738934,2.40774
2022,29530108,BV-5301,10.000,Cobertura,STCB,Fogars de Montclus,El Vallès Oriental,"Antiga BV-5301, Sant Esteve de Palautordera (rotonda)",Limit Comarcal el Maresme-Osona (Coll Fornic),5.000,13.900,8.900,CU,C,2,1.00,1391,0.02,62.39,2021,41.738934,2.40774
2017,29530128,BV-5301,28.000,Cobertura,STCB,El Brull,Osona,Limit Comarcal el Maresme-Osona (Coll Fornic),"BV-5303, Seva",13.900,35.750,21.850,CU,C,2,1.00,121,0.01,28.64,2017,41.81021,2.339144
2018,29530128,BV-5301,28.000,Cobertura,STCB,El Brull,Osona,Limit Comarcal el Maresme-Osona (Coll Fornic),"BV-5303, Seva",13.900,35.750,21.850,CU,C,2,1.00,262,0.01,32.07,2018,41.81021,2.339144
2019,29530128,BV-5301,28.000,Cobertura,STCB,El Brull,Osona,Limit Comarcal el Maresme-Osona (Coll Fornic),"BV-5303, Seva",13.900,35.750,21.850,CU,C,2,1.00,294,0.01,32.61,2019,41.81021,2.339144
2020,29530128,BV-5301,28.000,Cobertura,STCB,El Brull,Osona,Limit Comarcal el Maresme-Osona (Coll Fornic),"BV-5303, Seva",13.900,35.750,21.850,CU,C,2,1.00,294,0.01,32.61,2019,41.81021,2.339144
2021,29530128,BV-5301,28.000,Cobertura,STCB,El Brull,Osona,Limit Comarcal el Maresme-Osona (Coll Fornic),"BV-5303, Seva",13.900,35.750,21.850,CU,C,2,1.00,304,0.01,31.32,2021,41.81021,2.339144
2022,29530128,BV-5301,28.000,Cobertura,STCB,El Brull,Osona,Limit Comarcal el Maresme-Osona (Coll Fornic),"BV-5303, Seva",13.900,35.750,21.850,CU,C,2,1.00,304,0.01,31.32,2021,41.81021,2.339144
2017,29530308,BV-5303,11.280,Cobertura,STCB,Seva,Osona,"BV-5301, Seva","GI-520/B-520, Viladrau",9.000,14.795,5.795,CU,C,2,1.00,686,0.01,68.43,2017,41.842105,2.298158
2018,29530308,BV-5303,11.280,Cobertura,STCB,Seva,Osona,"BV-5301, Seva","GI-520/B-520, Viladrau",9.000,14.795,5.795,CU,C,2,1.00,647,0.03,67.77,2018,41.842105,2.298158
2019,29530308,BV-5303,11.280,Cobertura,STCB,Seva,Osona,"BV-5301, Seva","GI-520/B-520, Viladrau",9.000,14.795,5.795,CU,C,2,1.00,553,0.02,67.38,2019,41.842105,2.298158
2020,29530308,BV-5303,11.280,Cobertura,STCB,Seva,Osona,"BV-5301, Seva","GI-520/B-520, Viladrau",9.000,14.795,5.795,CU,C,2,1.00,553,0.02,67.38,2019,41.842105,2.298158
2021,29530308,BV-5303,11.280,Cobertura,STCB,Seva,Osona,"BV-5301, Seva","GI-520/B-520, Viladrau",9.000,14.795,5.795,CU,C,2,1.00,713,0.06,71.68,2021,41.842105,2.298158
2022,29530308,BV-5303,11.280,Cobertura,STCB,Seva,Osona,"BV-5301, Seva","GI-520/B-520, Viladrau",9.000,14.795,5.795,CU,C,2,1.00,713,0.06,71.68,2021,41.842105,2.298158
2017,35303078,BV-5303,7.400,Cobertura,STCB,Seva,Osona,"BV-5305, Balenyà","BV-5301, Seva",5.123,9.000,3.877,CU,C,2,1.00,5384,0.03,62.15,2017,41.83717,2.263223
2018,35303078,BV-5303,7.400,Cobertura,STCB,Seva,Osona,"BV-5305, Balenyà","BV-5301, Seva",5.123,9.000,3.877,CU,C,2,1.00,5258,0.02,63.29,2018,41.83717,2.263223
2019,35303078,BV-5303,7.400,Cobertura,STCB,Seva,Osona,"BV-5305, Balenyà","BV-5301, Seva",5.123,9.000,3.877,CU,C,2,1.00,4809,0.02,64.93,2019,41.83717,2.263223
2020,35303078,BV-5303,7.400,Cobertura,STCB,Seva,Osona,"BV-5305, Balenyà","BV-5301, Seva",5.123,9.000,3.877,CU,C,2,1.00,4809,0.02,64.93,2019,41.83717,2.263223
2021,35303078,BV-5303,7.400,Cobertura,STCB,Seva,Osona,"BV-5305, Balenyà","BV-5301, Seva",5.123,9.000,3.877,CU,C,2,1.00,4931,0.04,64.24,2021,41.83717,2.263223
2022,35303078,BV-5303,7.400,Cobertura,STCB,Seva,Osona,"BV-5305, Balenyà","BV-5301, Seva",5.123,9.000,3.877,CU,C,2,1.00,4931,0.04,64.24,2021,41.83717,2.263223
2017,29530548,BV-5305,4.200,Cobertura,STCB,Seva,Osona,"BV-5305, Taradell","BV-5303, Sant Miquel de Balenyà",0.000,4.830,4.830,CU,C,2,1.00,2511,0.02,65.86,2017,41.847709,2.257488
2018,29530548,BV-5305,4.200,Cobertura,STCB,Seva,Osona,"BV-5305, Taradell","BV-5303, Sant Miquel de Balenyà",0.000,4.830,4.830,CU,C,2,1.00,2533,0.02,68.52,2018,41.847709,2.257488
2019,29530548,BV-5305,4.200,Cobertura,STCB,Seva,Osona,"BV-5305, Taradell","BV-5303, Sant Miquel de Balenyà",0.000,4.830,4.830,CU,C,2,1.00,2546,0.01,67.30,2019,41.847709,2.257488
2020,29530548,BV-5305,4.200,Cobertura,STCB,Seva,Osona,"BV-5305, Taradell","BV-5303, Sant Miquel de Balenyà",0.000,4.830,4.830,CU,C,2,1.00,2546,0.01,67.30,2019,41.847709,2.257488
2021,29530548,BV-5305,4.200,Cobertura,STCB,Seva,Osona,"BV-5305, Taradell","BV-5303, Sant Miquel de Balenyà",0.000,4.830,4.830,CU,C,2,1.00,2193,0.01,68.88,2021,41.847709,2.257488
2022,29530548,BV-5305,4.200,Cobertura,STCB,Seva,Osona,"BV-5305, Taradell","BV-5303, Sant Miquel de Balenyà",0.000,4.830,4.830,CU,C,2,1.00,2193,0.01,68.88,2021,41.847709,2.257488
2017,31030031,C-103,3.000,Cobertura,STCTE,Freginals,El Montsià,"T-344, Amposta (rotonda)","TV-3317, Freginals (rotonda)",0.000,4.950,4.950,CU,C,2,1.00,1675,0.05,98.63,2017,40.68547,0.52707
2020,31030031,C-103,3.000,Cobertura,STCTE,Freginals,El Montsià,"T-344, Amposta (rotonda)","TV-3317, Freginals (rotonda)",0.000,4.950,4.950,CU,C,2,1.00,1675,0.05,98.63,2017,40.68547,0.52707
2021,31030031,C-103,3.000,Cobertura,STCTE,Freginals,El Montsià,"T-344, Amposta (rotonda)","TV-3317, Freginals (rotonda)",0.000,4.950,4.950,CU,C,2,1.00,1675,0.05,98.63,2017,40.68547,0.52707
2022,31030031,C-103,3.000,Cobertura,STCTE,Freginals,El Montsià,"T-344, Amposta (rotonda)","TV-3317, Freginals (rotonda)",0.000,4.950,4.950,CU,C,2,1.00,1675,0.05,98.63,2017,40.68547,0.52707
2020,10120021,C-12,2.320,Secundària,STCTE,Amposta,El Montsià,"N-340a, Amposta",Amposta (enllaç nord),0.436,6.130,5.694,CU,BT,2,1.00,3309,0.09,78.71,2020,40.704381,0.564055
2021,10120021,C-12,2.320,Secundària,STCTE,Amposta,El Montsià,"N-340a, Amposta",Amposta (enllaç nord),0.436,6.130,5.694,CU,BT,2,1.00,3309,0.09,78.71,2020,40.704381,0.564055
2017,50120021,C-12,2.320,Secundària,STCTE,Amposta,El Montsià,"N-340a, Amposta",Amposta (enllaç nord),0.436,6.130,5.694,CU,BT,2,5.00,3453,0.02,76.42,2017,40.704381,0.564055
2018,50120021,C-12,2.320,Primària,STCTE,Amposta,El Montsià,"N-340a, Amposta",Amposta (enllaç nord),0.436,6.130,5.694,CU,BT,2,6667.00,2812,0.13,64.66,2018,40.704381,0.564055
2019,50120021,C-12,2.320,Primària,STCTE,Amposta,El Montsià,"N-340a, Amposta",Amposta (enllaç nord),0.436,6.130,5.694,CU,BT,2,1667.00,3388,0.10,,2019,40.704381,0.564055
2022,10120021,C-12,2.320,Secundària,STCTE,Amposta,El Montsià,"N-340a, Amposta",Amposta (enllaç nord),0.436,6.130,5.694,CU,BT,2,1.00,3867,0.09,74.73,2022,40.704381,0.564055
2020,10120121,C-12,12.100,Primària,STCTE,Amposta,El Montsià,Amposta (enllaç nord),"T-331, Tortosa (Vinallop)",6.130,13.154,7.024,CU,BT,2,1.00,4995,0.06,82.45,2020,40.774792,0.525292
2021,10120121,C-12,12.100,Secundària,STCTE,Amposta,El Montsià,Amposta (enllaç nord),"T-331, Tortosa (Vinallop)",6.130,13.154,7.024,CU,BT,2,3333.00,6533,0.07,84.68,2021,40.774792,0.525292
2017,50120121,C-12,12.100,Primària,STCTE,Amposta,El Montsià,Amposta (enllaç nord),"T-331, Tortosa (Vinallop)",6.130,13.154,7.024,CU,BT,2,5.00,6387,0.06,84.73,2017,40.774792,0.525292
2018,50120121,C-12,12.100,Primària,STCTE,Amposta,El Montsià,Amposta (enllaç nord),"T-331, Tortosa (Vinallop)",6.130,13.154,7.024,CU,BT,2,6667.00,5472,0.07,80.62,2018,40.774792,0.525292
2019,50120121,C-12,12.100,Primària,STCTE,Amposta,El Montsià,Amposta (enllaç nord),"T-331, Tortosa (Vinallop)",6.130,13.154,7.024,CU,BT,2,3333.00,6700,0.03,,2019,40.774792,0.525292
2022,10120121,C-12,12.100,Secundària,STCTE,Amposta,El Montsià,Amposta (enllaç nord),"T-331, Tortosa (Vinallop)",6.130,13.154,7.024,CU,BT,2,3333.00,7400,0.07,83.60,2022,40.774792,0.525292
2017,40120141,C-12,14.640,Permanent,SGV,Tortosa,El Baix Ebre,"T-331, Tortosa (Vinallop)","C-42, Tortosa",13.154,15.740,2.586,CU,BT,2,8792.00,12697,0.06,71.41,2017,40.784373,0.50213
2019,40120141,C-12,14.640,Permanent,SGV,Tortosa,El Baix Ebre,"T-331, Tortosa (Vinallop)","C-42, Tortosa",13.154,15.740,2.586,CU,BT,2,1765.00,8106,0.06,,2019,40.784373,0.50213
2020,40120141,C-12,14.640,Permanent,SGV,Tortosa,El Baix Ebre,"T-331, Tortosa (Vinallop)","C-42, Tortosa",13.154,15.740,2.586,CU,BT,2,6396.00,6277,0.07,49.93,2020,40.784373,0.50213
2021,40120141,C-12,14.640,Permanent,SGV,Tortosa,El Baix Ebre,"T-331, Tortosa (Vinallop)","C-42, Tortosa",13.154,15.740,2.586,CU,BT,2,8252.00,11108,0.07,70.68,2021,40.784373,0.50213
2022,40120141,C-12,14.640,Permanent,SGV,Tortosa,El Baix Ebre,"T-331, Tortosa (Vinallop)","C-42, Tortosa",13.154,15.740,2.586,CU,BT,2,8252.00,11472,0.06,71.17,2022,40.784373,0.50213
2020,10120231,C-12,23.250,Primària,STCTE,Aldover,El Baix Ebre,"C-42, Tortosa","C-12z, Xerta",15.740,24.350,8.610,CU,BT,2,1.00,5859,0.07,61.69,2020,40.855681,0.512353
2021,10120231,C-12,23.250,Secundària,STCTE,Aldover,El Baix Ebre,"C-42, Tortosa","C-12z, Xerta",15.740,24.350,8.610,CU,BT,2,5.00,7425,0.15,76.42,2021,40.855681,0.512353
2017,50120231,C-12,23.250,Primària,STCTE,Aldover,El Baix Ebre,"C-42, Tortosa","C-12z, Xerta",15.740,24.350,8.610,CU,BT,2,5.00,6904,0.09,79.29,2017,40.855681,0.512353
2018,50120231,C-12,23.250,Primària,STCTE,Aldover,El Baix Ebre,"C-42, Tortosa","C-12z, Xerta",15.740,24.350,8.610,CU,BT,2,6667.00,6625,0.05,106.28,2018,40.855681,0.512353
2019,50120231,C-12,23.250,Primària,STCTE,Aldover,El Baix Ebre,"C-42, Tortosa","C-12z, Xerta",15.740,24.350,8.610,CU,BT,2,2333.00,5122,0.10,,2019,40.855681,0.512353
2022,10120231,C-12,23.250,Secundària,STCTE,Aldover,El Baix Ebre,"C-42, Tortosa","C-12z, Xerta",15.740,24.350,8.610,CU,BT,2,5.00,7974,0.15,75.41,2022,40.855681,0.512353
