Any,Codi,Carretera,Pk,Tipus estació,Font Dades,Població,Comarca,Definició Tram Origen,Definició Tram Final,PK inici,PK final,Longitud Tram,Classificació tècnica,Classificació funcional,Carrils,IFA,IMD,% Pesants,Velocitat Km / h,Any 1,Latitud,Longitud
2021,214-317,GI-553,3.200,Cobertura,STCG,Hostalric,La Selva,"GI-552, Sant Feliu de Buixalleu","GI-550, Arbúcies",0.000,7.120,7.120,CU,C,2,1.00,3784,0.09,87.16,2015,41.761188,2.588477
2022,214-317,GI-553,3.200,Cobertura,STCG,Hostalric,La Selva,"GI-552, Sant Feliu de Buixalleu","GI-550, Arbúcies",0.000,7.120,7.120,CU,C,2,1.00,3784,0.09,87.16,2015,41.761188,2.588477
2017,118-417,GI-554,2.000,Cobertura,STCG,Bàscara,L'Alt Empordà,"N-II, Bàscara","GIP-5121, Esponellà",0.000,13.190,13.190,CU,L,2,1.00,588,0.07,71.15,2015,42.165581,2.892068
2018,118-417,GI-554,2.000,Cobertura,STCG,Bàscara,L'Alt Empordà,"N-II, Bàscara","GIP-5121, Esponellà",0.000,13.190,13.190,CU,L,2,1.00,588,0.07,71.15,2015,42.165581,2.892068
2019,118-417,GI-554,2.000,Cobertura,STCG,Bàscara,L'Alt Empordà,"N-II, Bàscara","GIP-5121, Esponellà",0.000,13.190,13.190,CU,L,2,1.00,588,0.07,71.15,2015,42.165581,2.892068
2020,118-417,GI-554,2.000,Cobertura,STCG,Bàscara,L'Alt Empordà,"N-II, Bàscara","GIP-5121, Esponellà",0.000,13.190,13.190,CU,L,2,1.00,588,0.07,71.15,2015,42.165581,2.892068
2021,118-417,GI-554,2.000,Cobertura,STCG,Bàscara,L'Alt Empordà,"N-II, Bàscara","GIP-5121, Esponellà",0.000,13.190,13.190,CU,L,2,1.00,588,0.07,71.15,2015,42.165581,2.892068
2022,118-417,GI-554,2.000,Cobertura,STCG,Bàscara,L'Alt Empordà,"N-II, Bàscara","GIP-5121, Esponellà",0.000,13.190,13.190,CU,L,2,1.00,588,0.07,71.15,2015,42.165581,2.892068
2017,215-317,GI-555,7.500,Secundària,STCG,Sils,La Selva,"N-II, Sils","GIV-5121, Massanes",0.000,13.060,13.060,CU,L,2,1.00,5584,0.10,63.37,2017,41.795195,2.690201
2018,25550077,GI-555,7.500,Secundària,STCG,Sils,La Selva,"N-II, Sils","GIV-5121, Massanes",0.000,13.060,13.060,CU,L,2,1.00,5156,0.09,66.86,2018,41.795195,2.690201
2019,25550077,GI-555,7.500,Secundària,STCG,Sils,La Selva,"N-II, Sils","GIV-5121, Massanes",0.000,13.060,13.060,CU,L,2,1.00,5020,0.09,67.30,2019,41.795195,2.690201
2020,25550077,GI-555,7.500,Secundària,STCG,Sils,La Selva,"N-II, Sils","GIV-5121, Massanes",0.000,13.060,13.060,CU,L,2,5.00,4593,0.11,68.56,2020,41.795195,2.690201
2021,25550077,GI-555,7.500,Secundària,STCG,Sils,La Selva,"N-II, Sils","GIV-5121, Massanes",0.000,13.060,13.060,CU,L,2,1.00,4043,0.13,68.16,2021,41.795195,2.690201
2022,25550077,GI-555,7.500,Secundària,STCG,Sils,La Selva,"N-II, Sils","GIV-5121, Massanes",0.000,13.060,13.060,CU,L,2,1.00,2577,0.09,68.84,2022,41.795195,2.690201
2017,225-417,GI-562,1.000,Cobertura,STCG,Maçanet de la Selva,La Selva,"GI-562/C-35, Maçanet de la Selva",Maçanet de la S. (estació FC),0.000,2.114,2.114,CU,L,2,1.00,308,0.02,51.85,2014,41.76298364,2.677025804
2018,225-417,GI-562,1.000,Cobertura,STCG,Maçanet de la Selva,La Selva,"GI-562/C-35, Maçanet de la Selva",Maçanet de la S. (estació FC),0.000,2.114,2.114,CU,L,2,1.00,308,0.02,51.85,2014,41.76298364,2.677025804
2019,225-417,GI-562,1.000,Cobertura,STCG,Maçanet de la Selva,La Selva,"GI-562/C-35, Maçanet de la Selva",Maçanet de la S. (estació FC),0.000,2.114,2.114,CU,L,2,1.00,308,0.02,51.85,2014,41.76298364,2.677025804
2018,16000037,GI-600,3.125,Primària,STCG,N-II-Blanes,La Selva,"N-II, Tordera (GI-512)","GI-682, Blanes",0.000,5.250,5.250,CU,C,2,6667.00,25814,0.04,64.42,2018,41.690264,2.761273
2019,26000037,GI-600,3.125,Secundària,STCG,N-II-Blanes,La Selva,"N-II, Tordera (GI-512)","GI-682, Blanes",0.000,5.250,5.250,CU,C,2,3333.00,25659,0.04,65.65,2019,41.690264,2.761273
2020,26000037,GI-600,3.125,Secundària,STCG,N-II-Blanes,La Selva,"N-II, Tordera (GI-512)","GI-682, Blanes",0.000,5.250,5.250,CU,C,2,75.00,25977,0.04,65.75,2020,41.690264,2.761273
2021,26000037,GI-600,3.125,Secundària,STCG,N-II-Blanes,La Selva,"N-II, Tordera (GI-512)","GI-682, Blanes",0.000,5.250,5.250,CU,C,2,1.00,25273,0.04,65.98,2021,41.690264,2.761273
2017,72-317,GI-600,3.125,Secundària,STCG,N-II-Blanes,La Selva,"N-II, Tordera (GI-512)","GI-682, Blanes",0.000,5.250,5.250,CU,C,2,6667.00,24439,0.04,66.94,2017,41.690264,2.761273
2022,26000037,GI-600,3.125,Secundària,STCG,N-II-Blanes,La Selva,"N-II, Tordera (GI-512)","GI-682, Blanes",0.000,5.250,5.250,CU,C,2,1.00,28145,0.04,64.18,2022,41.690264,2.761273
2017,202-417,GI-602,11.000,Secundària,STCG,Espolla,L'Alt Empordà,"N-II, Capmany","GI-603, Espolla",0.000,11.811,11.811,CU,C,2,1.00,1623,0.03,60.74,2017,42.383275,2.99362
2018,202-417,GI-602,11.000,Secundària,STCG,Espolla,L'Alt Empordà,"N-II, Capmany","GI-603, Espolla",0.000,11.811,11.811,CU,C,2,1.00,1414,0.02,61.00,2018,42.383275,2.99362
2019,202-417,GI-602,11.000,Secundària,STCG,Espolla,L'Alt Empordà,"N-II, Capmany","GI-603, Espolla",0.000,11.811,11.811,CU,C,2,8333.00,1361,0.02,61.04,2019,42.383275,2.99362
2020,26020117,GI-602,11.000,Secundària,STCG,Espolla,L'Alt Empordà,"N-II, Capmany","GI-603, Espolla",0.000,11.811,11.811,CU,C,2,8333.00,1301,0.02,60.87,2020,42.383275,2.99362
2021,26020117,GI-602,11.000,Primària,STCG,Espolla,L'Alt Empordà,"N-II, Capmany","GI-603, Espolla",0.000,11.811,11.811,CU,C,2,1.00,1101,0.03,61.18,2021,42.383275,2.99362
2022,26020117,GI-602,11.000,Primària,STCG,Espolla,L'Alt Empordà,"N-II, Capmany","GI-603, Espolla",0.000,11.811,11.811,CU,C,2,1.00,1126,0.03,59.88,2022,42.383275,2.99362
2017,209-417,GI-603,7.500,Cobertura,STCG,Garriguella,L'Alt Empordà,"GI-602, Espolla","C-252, Garriguella",0.000,8.188,8.188,CU,C,2,1.00,1085,0.02,83.68,2013,42.346683,3.05096
2018,209-417,GI-603,7.500,Cobertura,STCG,Garriguella,L'Alt Empordà,"GI-602, Espolla","C-252, Garriguella",0.000,8.188,8.188,CU,C,2,1.00,1085,0.02,83.68,2013,42.346683,3.05096
2019,209-417,GI-603,7.500,Cobertura,STCG,Garriguella,L'Alt Empordà,"GI-602, Espolla","C-252, Garriguella",0.000,8.188,8.188,CU,C,2,1.00,1085,0.02,83.68,2013,42.346683,3.05096
2020,209-417,GI-603,7.500,Cobertura,STCG,Garriguella,L'Alt Empordà,"GI-602, Espolla","C-252, Garriguella",0.000,8.188,8.188,CU,C,2,1.00,1085,0.02,83.68,2013,42.346683,3.05096
2021,209-417,GI-603,7.500,Cobertura,STCG,Garriguella,L'Alt Empordà,"GI-602, Espolla","C-252, Garriguella",0.000,8.188,8.188,CU,C,2,1.00,1085,0.02,83.68,2013,42.346683,3.05096
2022,209-417,GI-603,7.500,Cobertura,STCG,Garriguella,L'Alt Empordà,"GI-602, Espolla","C-252, Garriguella",0.000,8.188,8.188,CU,C,2,1.00,1085,0.02,83.68,2013,42.346683,3.05096
2017,217-317,GI-604,1.000,Cobertura,STCG,Vilajuïga,L'Alt Empordà,"N-260, Garriguella","GI-610, Vilajuïga",0.000,1.375,1.375,CU,C,2,1.00,5505,0.04,82.36,2013,42.327379,3.089353
2018,217-317,GI-604,1.000,Cobertura,STCG,Vilajuïga,L'Alt Empordà,"N-260, Garriguella","GI-610, Vilajuïga",0.000,1.375,1.375,CU,C,2,1.00,5505,0.04,82.36,2013,42.327379,3.089353
2019,217-317,GI-604,1.000,Cobertura,STCG,Vilajuïga,L'Alt Empordà,"N-260, Garriguella","GI-610, Vilajuïga",0.000,1.375,1.375,CU,C,2,1.00,5505,0.04,82.36,2013,42.327379,3.089353
2020,217-317,GI-604,1.000,Cobertura,STCG,Vilajuïga,L'Alt Empordà,"N-260, Garriguella","GI-610, Vilajuïga",0.000,1.375,1.375,CU,C,2,1.00,5505,0.04,82.36,2013,42.327379,3.089353
2021,217-317,GI-604,1.000,Cobertura,STCG,Vilajuïga,L'Alt Empordà,"N-260, Garriguella","GI-610, Vilajuïga",0.000,1.375,1.375,CU,C,2,1.00,5505,0.04,82.36,2013,42.327379,3.089353
2022,217-317,GI-604,1.000,Cobertura,STCG,Vilajuïga,L'Alt Empordà,"N-260, Garriguella","GI-610, Vilajuïga",0.000,1.375,1.375,CU,C,2,1.00,5505,0.04,82.36,2013,42.327379,3.089353
2017,124-417,GI-610,1.000,Cobertura,STCG,Roses,L'Alt Empordà,"C-260, Roses","GI-604, Vilajuïga",0.000,9.575,9.575,CU,C,2,1.00,7083,0.02,63.74,2013,42.274909,3.159843
2018,124-417,GI-610,1.000,Cobertura,STCG,Roses,L'Alt Empordà,"C-260, Roses","GI-604, Vilajuïga",0.000,9.575,9.575,CU,C,2,1.00,7083,0.02,63.74,2013,42.274909,3.159843
2019,124-417,GI-610,1.000,Cobertura,STCG,Roses,L'Alt Empordà,"C-260, Roses","GI-604, Vilajuïga",0.000,9.575,9.575,CU,C,2,1.00,7083,0.02,63.74,2013,42.274909,3.159843
2020,124-417,GI-610,1.000,Cobertura,STCG,Roses,L'Alt Empordà,"C-260, Roses","GI-604, Vilajuïga",0.000,9.575,9.575,CU,C,2,1.00,7083,0.02,63.74,2013,42.274909,3.159843
2021,124-417,GI-610,1.000,Cobertura,STCG,Roses,L'Alt Empordà,"C-260, Roses","GI-604, Vilajuïga",0.000,9.575,9.575,CU,C,2,1.00,7083,0.02,63.74,2013,42.274909,3.159843
2022,124-417,GI-610,1.000,Cobertura,STCG,Roses,L'Alt Empordà,"C-260, Roses","GI-604, Vilajuïga",0.000,9.575,9.575,CU,C,2,1.00,7083,0.02,63.74,2013,42.274909,3.159843
2017,317-417,GI-612,3.000,Cobertura,STCG,Llançà,L'Alt Empordà,Port de la Selva,"N-260, Llançà",0.000,8.026,8.026,CU,C,2,1.00,3319,0.04,54.59,2013,42.345604,3.182826
2018,317-417,GI-612,3.000,Cobertura,STCG,Llançà,L'Alt Empordà,Port de la Selva,"N-260, Llançà",0.000,8.026,8.026,CU,C,2,1.00,3319,0.04,54.59,2013,42.345604,3.182826
2019,317-417,GI-612,3.000,Cobertura,STCG,Llançà,L'Alt Empordà,Port de la Selva,"N-260, Llançà",0.000,8.026,8.026,CU,C,2,1.00,3319,0.04,54.59,2013,42.345604,3.182826
2020,317-417,GI-612,3.000,Cobertura,STCG,Llançà,L'Alt Empordà,Port de la Selva,"N-260, Llançà",0.000,8.026,8.026,CU,C,2,1.00,3319,0.04,54.59,2013,42.345604,3.182826
2021,317-417,GI-612,3.000,Cobertura,STCG,Llançà,L'Alt Empordà,Port de la Selva,"N-260, Llançà",0.000,8.026,8.026,CU,C,2,1.00,3319,0.04,54.59,2013,42.345604,3.182826
2022,317-417,GI-612,3.000,Cobertura,STCG,Llançà,L'Alt Empordà,Port de la Selva,"N-260, Llançà",0.000,8.026,8.026,CU,C,2,1.00,3319,0.04,54.59,2013,42.345604,3.182826
2017,219-317,GI-613,5.000,Cobertura,STCG,El Port de la Selva,L'Alt Empordà,"GI-614, Roses (Coll de Perafita)","GI-612, Port de la Selva",0.000,7.425,7.425,CU,C,2,1.00,633,0.02,71.10,2013,42.315723,3.209426
2018,219-317,GI-613,5.000,Cobertura,STCG,El Port de la Selva,L'Alt Empordà,"GI-614, Roses (Coll de Perafita)","GI-612, Port de la Selva",0.000,7.425,7.425,CU,C,2,1.00,633,0.02,71.10,2013,42.315723,3.209426
2019,219-317,GI-613,5.000,Cobertura,STCG,El Port de la Selva,L'Alt Empordà,"GI-614, Roses (Coll de Perafita)","GI-612, Port de la Selva",0.000,7.425,7.425,CU,C,2,1.00,633,0.02,71.10,2013,42.315723,3.209426
2020,219-317,GI-613,5.000,Cobertura,STCG,El Port de la Selva,L'Alt Empordà,"GI-614, Roses (Coll de Perafita)","GI-612, Port de la Selva",0.000,7.425,7.425,CU,C,2,1.00,633,0.02,71.10,2013,42.315723,3.209426
2021,219-317,GI-613,5.000,Cobertura,STCG,El Port de la Selva,L'Alt Empordà,"GI-614, Roses (Coll de Perafita)","GI-612, Port de la Selva",0.000,7.425,7.425,CU,C,2,1.00,633,0.02,71.10,2013,42.315723,3.209426
2022,219-317,GI-613,5.000,Cobertura,STCG,El Port de la Selva,L'Alt Empordà,"GI-614, Roses (Coll de Perafita)","GI-612, Port de la Selva",0.000,7.425,7.425,CU,C,2,1.00,633,0.02,71.10,2013,42.315723,3.209426
2017,26140037,GI-614,4.350,Secundària,STCG,Roses,L'Alt Empordà,"C-260, Roses","GI-613, Roses (Coll de Perafita)",0.000,11.000,11.000,CU,C,2,1.00,3853,0.05,49.01,2017,42.294705,3.187164
2018,26140037,GI-614,4.350,Secundària,STCG,Roses,L'Alt Empordà,"C-260, Roses","GI-613, Roses (Coll de Perafita)",0.000,11.000,11.000,CU,C,2,1.00,4785,0.03,48.63,2018,42.294705,3.187164
2019,26140037,GI-614,4.350,Secundària,STCG,Roses,L'Alt Empordà,"C-260, Roses","GI-613, Roses (Coll de Perafita)",0.000,11.000,11.000,CU,C,2,1.00,4006,0.04,49.24,2019,42.294705,3.187164
2020,26140037,GI-614,4.350,Secundària,STCG,Roses,L'Alt Empordà,"C-260, Roses","GI-613, Roses (Coll de Perafita)",0.000,11.000,11.000,CU,C,2,8333.00,3909,0.03,49.78,2020,42.294705,3.187164
2021,26140037,GI-614,4.350,Secundària,STCG,Roses,L'Alt Empordà,"C-260, Roses","GI-613, Roses (Coll de Perafita)",0.000,11.000,11.000,CU,C,2,1.00,3545,0.04,49.76,2021,42.294705,3.187164
2022,26140037,GI-614,4.350,Secundària,STCG,Roses,L'Alt Empordà,"C-260, Roses","GI-613, Roses (Coll de Perafita)",0.000,11.000,11.000,CU,C,2,1.00,3823,0.03,48.44,2022,42.294705,3.187164
2017,16140037,GI-614,11.900,Cobertura,STCG,Cadaquès,L'Alt Empordà,"GI-613, Roses (Coll de Perafita)",Cadaqués,11.000,16.943,5.943,CU,C,2,1.00,4284,0.12,0.38,2013,42.296798,3.235117
2018,16140037,GI-614,11.900,Cobertura,STCG,Cadaquès,L'Alt Empordà,"GI-613, Roses (Coll de Perafita)",Cadaqués,11.000,16.943,5.943,CU,C,2,1.00,4284,0.12,38.30,2013,42.296798,3.235117
2019,16140037,GI-614,11.900,Cobertura,STCG,Cadaqués,L'Alt Empordà,"GI-613, Roses (Coll de Perafita)",Cadaqués,11.000,16.943,5.943,CU,C,2,1.00,4284,0.12,38.30,2013,42.296798,3.235117
2020,406-317,GI-614,11.900,Cobertura,STCG,Cadaquès,L'Alt Empordà,"GI-613, Roses (Coll de Perafita)",Cadaqués,11.000,16.943,5.943,CU,C,2,1.00,4284,0.12,38.30,2013,42.296798,3.235117
2021,406-317,GI-614,11.900,Cobertura,STCG,Cadaquès,L'Alt Empordà,"GI-613, Roses (Coll de Perafita)",Cadaqués,11.000,16.943,5.943,CU,C,2,1.00,4284,0.12,38.30,2013,42.296798,3.235117
2022,406-317,GI-614,11.900,Cobertura,STCG,Cadaquès,L'Alt Empordà,"GI-613, Roses (Coll de Perafita)",Cadaqués,11.000,16.943,5.943,CU,C,2,1.00,4284,0.12,38.30,2013,42.296798,3.235117
2017,220-317,GI-620,2.000,Cobertura,STCG,Roses,L'Alt Empordà,"GI-614, Roses","Roses, (Coll del Pení, acces a base militar)",0.000,2.037,2.037,CU,L,2,1.00,141,0.02,0.47,2013,42.278877,3.225899
2018,220-317,GI-620,2.000,Cobertura,STCG,Roses,L'Alt Empordà,"GI-614, Roses","Roses, (Coll del Pení, acces a base militar)",0.000,2.037,2.037,CU,L,2,1.00,141,0.02,47.00,2013,42.278877,3.225899
2019,220-317,GI-620,2.000,Cobertura,STCG,Roses,L'Alt Empordà,"GI-614, Roses","Roses, (Coll del Pení, acces a base militar)",0.000,2.037,2.037,CU,L,2,1.00,141,0.02,47.00,2013,42.278877,3.225899
2020,220-317,GI-620,2.000,Cobertura,STCG,Roses,L'Alt Empordà,"GI-614, Roses","Roses, (Coll del Pení, acces a base militar)",0.000,2.037,2.037,CU,L,2,1.00,141,0.02,47.00,2013,42.278877,3.225899
2021,220-317,GI-620,2.000,Cobertura,STCG,Base militar,L'Alt Empordà,"GI-614, Roses","Roses, (Coll del Pení, acces a base militar)",0.000,2.037,2.037,CU,L,2,1.00,141,0.02,47.00,2013,42.278877,3.225899
2022,220-317,GI-620,2.000,Cobertura,STCG,Base militar,L'Alt Empordà,"GI-614, Roses","Roses, (Coll del Pení, acces a base militar)",0.000,2.037,2.037,CU,L,2,1.00,141,0.02,47.00,2013,42.278877,3.225899
2017,315-417,GI-622,1.000,Cobertura,STCG,Bàscara,L'Alt Empordà,"N-II, Bàscara","GIV-6216, Sant Miquel de Fluvià",0.000,7.725,7.725,CU,L,2,1.00,936,0.02,0.61,2015,42.156918,2.920971
2018,315-417,GI-622,1.000,Cobertura,STCG,Bàscara,L'Alt Empordà,"N-II, Bàscara","GIV-6216, Sant Miquel de Fluvià",0.000,7.725,7.725,CU,L,2,1.00,936,0.02,60.77,2015,42.156918,2.920971
2019,315-417,GI-622,1.000,Cobertura,STCG,Bàscara,L'Alt Empordà,"N-II, Bàscara","GIV-6216, Sant Miquel de Fluvià",0.000,7.725,7.725,CU,L,2,1.00,936,0.02,60.77,2015,42.156918,2.920971
2020,315-417,GI-622,1.000,Cobertura,STCG,Bàscara,L'Alt Empordà,"N-II, Bàscara","GIV-6216, Sant Miquel de Fluvià",0.000,7.725,7.725,CU,L,2,1.00,936,0.02,60.77,2015,42.156918,2.920971
2021,315-417,GI-622,1.000,Cobertura,STCG,Bàscara,L'Alt Empordà,"N-II, Bàscara","GIV-6216, Sant Miquel de Fluvià",0.000,7.725,7.725,CU,L,2,1.00,936,0.02,60.77,2015,42.156918,2.920971
2022,315-417,GI-622,1.000,Cobertura,STCG,Bàscara,L'Alt Empordà,"N-II, Bàscara","GIV-6216, Sant Miquel de Fluvià",0.000,7.725,7.725,CU,L,2,1.00,936,0.02,60.77,2015,42.156918,2.920971
2017,407-317,GI-623,6.500,Cobertura,STCG,Saus,L'Alt Empordà,"Gi-513, Bàscara (Orriols)","GI-624, Ventalló",0.145,10.650,10.505,CU,C,2,1.00,4536,0.06,0.71,2015,42.129239,2.976224
2018,407-317,GI-623,6.500,Cobertura,STCG,Saus,L'Alt Empordà,"Gi-513, Bàscara (Orriols)","GI-624, Ventalló",0.145,10.650,10.505,CU,C,2,1.00,4536,0.06,71.05,2015,42.129239,2.976224
2019,407-317,GI-623,6.500,Cobertura,STCG,Saus,L'Alt Empordà,"Gi-513, Bàscara (Orriols)","GI-624, Ventalló",0.145,10.650,10.505,CU,C,2,1.00,4536,0.06,71.05,2015,42.129239,2.976224
2020,407-317,GI-623,6.500,Cobertura,STCG,Saus,L'Alt Empordà,"Gi-513, Bàscara (Orriols)","GI-624, Ventalló",0.145,10.650,10.505,CU,C,2,1.00,4536,0.06,71.05,2015,42.129239,2.976224
2021,407-317,GI-623,6.500,Cobertura,STCG,Saus,L'Alt Empordà,"Gi-513, Bàscara (Orriols)","GI-624, Ventalló",0.145,10.650,10.505,CU,C,2,1.00,4536,0.06,71.05,2015,42.129239,2.976224
2022,407-317,GI-623,6.500,Cobertura,STCG,Saus,L'Alt Empordà,"Gi-513, Bàscara (Orriols)","GI-624, Ventalló",0.145,10.650,10.505,CU,C,2,1.00,4536,0.06,71.05,2015,42.129239,2.976224
2017,321-417,GI-623,13.000,Cobertura,STCG,Viladamat,L'Alt Empordà,"GI-623-GI-624, Ventalló","GI-623-C-31, Viladamat",10.650,15.000,4.350,CU,C,2,1.00,3304,0.04,0.80,2015,42.14278,3.043355
2018,321-417,GI-623,13.000,Cobertura,STCG,Viladamat,L'Alt Empordà,"GI-623-GI-624, Ventalló","GI-623-C-31, Viladamat",10.650,15.000,4.350,CU,C,2,1.00,3304,0.04,79.81,2015,42.14278,3.043355
2019,321-417,GI-623,13.000,Cobertura,STCG,Viladamat,L'Alt Empordà,"GI-623-GI-624, Ventalló","GI-623-C-31, Viladamat",10.650,15.000,4.350,CU,C,2,1.00,3304,0.04,79.81,2015,42.14278,3.043355
2020,321-417,GI-623,13.000,Cobertura,STCG,Viladamat,L'Alt Empordà,"GI-623-GI-624, Ventalló","GI-623-C-31, Viladamat",10.650,15.000,4.350,CU,C,2,1.00,3304,0.04,79.81,2015,42.14278,3.043355
2021,321-417,GI-623,13.000,Cobertura,STCG,Viladamat,L'Alt Empordà,"GI-623-GI-624, Ventalló","GI-623-C-31, Viladamat",10.650,15.000,4.350,CU,C,2,1.00,3304,0.04,79.81,2015,42.14278,3.043355
2022,321-417,GI-623,13.000,Cobertura,STCG,Viladamat,L'Alt Empordà,"GI-623-GI-624, Ventalló","GI-623-C-31, Viladamat",10.650,15.000,4.350,CU,C,2,1.00,3304,0.04,79.81,2015,42.14278,3.043355
2017,121-417,GI-623,17.000,Cobertura,STCG,Viladamat,L'Alt Empordà,"C-31, Viladamat","GI-623, L'Escala",15.000,20.990,5.990,CU,C,2,1.00,8357,0.06,0.97,2015,42.133338,3.090402
2018,121-417,GI-623,17.000,Cobertura,STCG,Viladamat,L'Alt Empordà,"C-31, Viladamat","GI-623, L'Escala",15.000,20.990,5.990,CU,C,2,1.00,8357,0.06,96.68,2015,42.133338,3.090402
2019,121-417,GI-623,17.000,Cobertura,STCG,Viladamat,L'Alt Empordà,"C-31, Viladamat","GI-623, L'Escala",15.000,20.990,5.990,CU,C,2,1.00,8357,0.06,96.68,2015,42.133338,3.090402
2020,121-417,GI-623,17.000,Cobertura,STCG,Viladamat,L'Alt Empordà,"C-31, Viladamat","GI-623, L'Escala",15.000,20.990,5.990,CU,C,2,1.00,8357,0.06,96.68,2015,42.133338,3.090402
2021,121-417,GI-623,17.000,Cobertura,STCG,Viladamat,L'Alt Empordà,"C-31, Viladamat","GI-623, L'Escala",15.000,20.990,5.990,CU,C,2,1.00,8357,0.06,96.68,2015,42.133338,3.090402
2022,121-417,GI-623,17.000,Cobertura,STCG,Viladamat,L'Alt Empordà,"C-31, Viladamat","GI-623, L'Escala",15.000,20.990,5.990,CU,C,2,1.00,8357,0.06,96.68,2015,42.133338,3.090402
2017,119-417,GI-624,1.000,Cobertura,STCG,Ventalló,L'Alt Empordà,"C-31, Ventalló (l'Arbre Sec)","GI-623, Ventalló",0.000,3.143,3.143,CU,C,2,1.00,1967,0.03,0.72,2015,42.154277,3.03195
2018,119-417,GI-624,1.000,Cobertura,STCG,Ventalló,L'Alt Empordà,"C-31, Ventalló (l'Arbre Sec)","GI-623, Ventalló",0.000,3.143,3.143,CU,C,2,1.00,1967,0.03,72.28,2015,42.154277,3.03195
2019,119-417,GI-624,1.000,Cobertura,STCG,Ventalló,L'Alt Empordà,"C-31, Ventalló (l'Arbre Sec)","GI-623, Ventalló",0.000,3.143,3.143,CU,C,2,1.00,1967,0.03,72.28,2015,42.154277,3.03195
2020,119-417,GI-624,1.000,Cobertura,STCG,Ventalló,L'Alt Empordà,"C-31, Ventalló (l'Arbre Sec)","GI-623, Ventalló",0.000,3.143,3.143,CU,C,2,1.00,1967,0.03,72.28,2015,42.154277,3.03195
2021,119-417,GI-624,1.000,Cobertura,STCG,Ventalló,L'Alt Empordà,"C-31, Ventalló (l'Arbre Sec)","GI-623, Ventalló",0.000,3.143,3.143,CU,C,2,1.00,1967,0.03,72.28,2015,42.154277,3.03195
2022,119-417,GI-624,1.000,Cobertura,STCG,Ventalló,L'Alt Empordà,"C-31, Ventalló (l'Arbre Sec)","GI-623, Ventalló",0.000,3.143,3.143,CU,C,2,1.00,1967,0.03,72.28,2015,42.154277,3.03195
2017,115-417,GI-631,0.500,Cobertura,STCG,Colomers,El Baix Empordà,"GI-633, Colomers","GI-622, Sant Mori",0.000,9.011,9.011,CU,L,2,1.00,640,0.02,0.76,2013,42.087943,2.983222
2018,115-417,GI-631,0.500,Cobertura,STCG,Colomers,El Baix Empordà,"GI-633, Colomers","GI-622, Sant Mori",0.000,9.011,9.011,CU,L,2,1.00,640,0.02,76.00,2013,42.087943,2.983222
2019,115-417,GI-631,0.500,Cobertura,STCG,Colomers,El Baix Empordà,"GI-633, Colomers","GI-622, Sant Mori",0.000,9.011,9.011,CU,L,2,1.00,640,0.02,76.00,2013,42.087943,2.983222
2020,115-417,GI-631,0.500,Cobertura,STCG,Colomers,El Baix Empordà,"GI-633, Colomers","GI-622, Sant Mori",0.000,9.011,9.011,CU,L,2,1.00,640,0.02,76.00,2013,42.087943,2.983222
2021,115-417,GI-631,0.500,Cobertura,STCG,Colomers,El Baix Empordà,"GI-633, Colomers","GI-622, Sant Mori",0.000,9.011,9.011,CU,L,2,1.00,640,0.02,76.00,2013,42.087943,2.983222
2022,115-417,GI-631,0.500,Cobertura,STCG,Colomers,El Baix Empordà,"GI-633, Colomers","GI-622, Sant Mori",0.000,9.011,9.011,CU,L,2,1.00,640,0.02,76.00,2013,42.087943,2.983222
2017,122-417,GI-632,0.500,Cobertura,STCG,L'Escala,L'Alt Empordà,"C-31, La tallada de l'Empordà","GI-632, l'Escala",0.000,7.830,7.830,CU,C,2,1.00,6232,0.05,98.30,2015,42.057913,3.088586
2018,122-417,GI-632,0.500,Cobertura,STCG,L'Escala,L'Alt Empordà,"C-31, La tallada de l'Empordà","GI-632, l'Escala",0.000,7.830,7.830,CU,C,2,1.00,6232,0.05,98.30,2015,42.057913,3.088586
2019,122-417,GI-632,0.500,Cobertura,STCG,L'Escala,L'Alt Empordà,"C-31, La tallada de l'Empordà","GI-632, l'Escala",0.000,7.830,7.830,CU,C,2,1.00,6232,0.05,98.30,2015,42.057913,3.088586
2020,122-417,GI-632,0.500,Cobertura,STCG,L'Escala,L'Alt Empordà,"C-31, La tallada de l'Empordà","GI-632, l'Escala",0.000,7.830,7.830,CU,C,2,1.00,6232,0.05,98.30,2015,42.057913,3.088586
2021,122-417,GI-632,0.500,Cobertura,STCG,L'Escala,L'Alt Empordà,"C-31, La tallada de l'Empordà","GI-632, l'Escala",0.000,7.830,7.830,CU,C,2,1.00,6232,0.05,98.30,2015,42.057913,3.088586
2022,122-417,GI-632,0.500,Cobertura,STCG,L'Escala,L'Alt Empordà,"C-31, La tallada de l'Empordà","GI-632, l'Escala",0.000,7.830,7.830,CU,C,2,1.00,6232,0.05,98.30,2015,42.057913,3.088586
2017,114-417,GI-633,5.000,Secundària,STCG,Cervià de Ter,El Gironès,"N-II, Sant Julià de Ramis","GI-631, Colomers",0.000,10.480,10.480,CU,C,2,1.00,5365,0.08,76.90,2017,42.068788,2.931198
2018,114-417,GI-633,5.000,Secundària,STCG,Cervià de Ter,El Gironès,"N-II, Sant Julià de Ramis","GI-631, Colomers",0.000,10.480,10.480,CU,C,2,1.00,5967,0.05,78.31,2018,42.068788,2.931198
