IDENT;HPM_VAL;HPS_VAL;MJO_VAL;HPM_%;HPS_%;MJO_%;PL_VAL;PL_%;VIT_VAL;VIT_EVO;COMMENT;NOM_VOIE;SENS_CIR;V85_VL;V85_PL
Z23ES;850.0;1407.0;14158.0;;;;614.0;;63.4;;;0;0;;
Z24AS;620.0;633.0;6665.0;4.0;4.0;-2.0;262.0;-2.0;46.15;-0.05;;Eysines 245 av. de Saint Médard;Sens Sortant;;
Z26AS;446.0;653.0;6950.0;-3.0;-4.0;-4.0;339.0;-18.0;43.5714;0.04;;Begles rte de Courréjean;Sens Sortant;;
Z26CE;558.0;550.0;8375.0;;;;;;;;;Begles 60 Bld Jean-Jacques BOSC;Nord >Sud;;
Z26CS;584.0;543.0;8800.0;;;;;;;;;Begles 60 Bld Jean-Jacques BOSC;Sud > Nord;;
Z27BS;571.0;607.0;6352.0;-7.000000000000001;31.0;3.0;292.0;9.0;54.2857;-0.03;;Pessac av. Haut-L‚vˆque;Sens Sortant;;
Z29BE;2026.0;1783.0;22372.0;10.0;1.0;4.0;652.0;5.0;39.125;0.07;;Bordeaux Bld Joliot Curie aprŠs Benauge;Sens Entrant;;
Z29BS;1443.0;1856.0;20630.0;4.0;1.0;7.000000000000001;;;;;;Bordeaux Bld Joliot Curie aprŠs Benauge;Sens Sortant;;
Z29CE;1959.0;1426.0;18293.0;6.0;1.0;4.0;605.0;5.0;28.7;-0.13;;Cenon Bld de l'Entre-deux-Mers;Sens Entrant;;
Z29DS;426.0;782.0;8560.0;-4.0;-7.000000000000001;-4.0;322.0;0.0;30.6;0.0;;Cenon av. Jean Zay / bretelle rocade;Sens Sortant;;
Z30CE;329.0;603.0;6299.0;-4.0;0.0;2.0;206.0;6.0;29.6571;-0.07;;Mérignac face 153 av. de la Somme;Sens Entrant;;
Z30CS;519.0;447.0;6110.0;5.0;1.0;4.0;274.0;19.0;26.9;-0.12;;Mérignac face au 153 avenue de la Somme;Sens Sortant;;
Z30ENS;275.0;485.0;3982.0;4.0;6.0;-3.0;92.0;-7.000000000000001;42.6;-0.02;;Mérignac Av. Bon Air (caserne du Burck);Sens Mérignac vers Pessac;;
Z30FSN;1234.0;628.0;9469.0;16.0;2.0;10.0;604.0;7.000000000000001;47.6;-0.14;;Mérignac Roland GARROS;Sud > Nord;;
Z1CT5;1537.0;1177.0;17745.0;1.0;4.0;2.0;;;;;;Bordeaux Quai Richelieu  Cailhau/Bourse;Sud > Nord;;
Z1CT14;512.0;553.0;8013.0;-10.0;1.0;-1.0;;;;;;Bordeaux Quai Chartrons apres Hangar 14;Nord > Sud;;
Z1CT15;237.0;237.0;3144.0;0.0;-4.0;-3.0;;;;;;Bordeaux Martinique;Sens Entrant;;
Z2CT1;244.0;311.0;4317.0;-17.0;-15.0;-17.0;;;;;;Bordeaux Cours Pasteur Hugo/Dubergier;Sud > Nord;;
Z2CT4;114.0;188.0;2536.0;-3.0;4.0;1.0;;;;;;Bordeaux Alsace Lorraine avant Ausone;Sens Sortant;;
Z2CT5;304.0;423.0;5452.0;-6.0;-6.0;-7.000000000000001;;;;;;Bordeaux Juin après Belfort;Sens Entrant;;
Z2CT9;620.0;563.0;9032.0;0.0;4.0;4.0;;;;;;Bordeaux Crs V. Hugo Ste Catherine;Sens Entrant;;
Z2CT10;473.0;425.0;6360.0;-10.0;-1.0;-2.0;;;;;;Bordeaux Cursol après Pasteur;Sens Entrant;;
Z2CT14;148.0;162.0;2041.0;-2.0;1.0;2.0;;;;;;Bordeaux Cours mal Joffre vers Burguet;Nord > Sud;;
Z2CT22;144.0;120.0;1989.0;22.0;7.000000000000001;8.0;;;;;;Bordeaux Descente => porte Cailhau;Bretelle S>N Descente => porte Cailhau;;
Z2CT23;256.0;391.0;4382.0;1.0;-2.0;2.0;;;;;;Bordeaux Rue de Belfort après Juin;Nord > Sud;;
Z2CT24;80.0;147.0;2178.0;-5.0;-9.0;-10.0;;;;;;Bordeaux Alsace-Lorraine après Cheverus;Sens Sortant;;
Z3CT9;367.0;277.0;4110.0;2.0;1.0;2.0;;;;;;Bordeaux 1 Cours de la Libération;Vers Rue du Tondu;;
Z3CT11;421.0;415.0;7000.0;-8.0;-7.000000000000001;-5.0;;;;;;Bordeaux Crs Marne après Capucins;Marne vers Victoire;;
Z3CT12;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Bordeaux Cours Briand après Villedieu;Vers Bourse du Travail;;
Z3CT13;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Bordeaux 24 Rue Mouneyra;Sens Sortant;;
Z3CT17;81.0;85.0;1345.0;28.000000000000004;12.0;18.0;;;;;;Bordeaux 36 Cours de l' Argonne;Sens Entrant;;
Z3CT18;173.0;254.0;3494.0;-4.0;-7.000000000000001;-7.000000000000001;;;;;;Bordeaux 113 Cours d'Albret;Nord > Sud;;
Z4CT7;359.0;321.0;5490.0;-12.0;-11.0;-11.0;;;;;;Bordeaux Cours N. Pénard après Albret;Sud > Nord;;
Z4CT10;257.0;214.0;3433.0;-14.000000000000002;-22.0;-17.0;;;;;;Bordeaux Rue Michelet après St Sernin;Sens Entrant;;
Z4CT12;89.0;125.0;1945.0;0.0;-5.0;-2.0;;;;;;Bordeaux Rue Capdeville après Judaique;Sens Sortant;;
Z4CT23;304.0;360.0;5163.0;-10.0;-1.0;-5.0;;;;;;Bordeaux Cours de Verdun avant Doumer;Sens Sortant;;
Z4CT24;197.0;280.0;3058.0;-11.0;-6.0;-8.0;;;;;;Bordeaux rue d'Aviau avant Ducau;Sens Sortant;;
Z5CT3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Bordeaux Quai Souys  Vailllant/Guesde;Quais rive Droite Sud > Nord;;
Z5CT5;1167.0;896.0;13986.0;-12.0;-8.0;-10.0;;;;;;Bordeaux Voie sur berge avant Pt St Jean;Rive Gauche Sud > Nord;;
Z5CT10;943.0;1008.0;13878.0;0.0;-5.0;-2.0;;;;;;Bordeaux Rue Saget après Tauzia;de Tauzia > Quais;;
Z5CT17;2327.0;1748.0;22474.0;-12.0;-14.000000000000002;-10.0;;;;;;Bordeaux Pont St Jean;Sens Entrant;;
Z5CT18;1879.0;2134.0;24530.0;-4.0;-1.0;0.0;;;;;;Bordeaux Pont St Jean;Sens Sortant;;
Z6CT3;1204.0;1343.0;19768.0;2.0;4.0;5.0;;;;;;Bordeaux Blvd Antoine Gautier avant Arès;Boulevards Sud > Nord;;
Z6CT6;1059.0;1244.0;15806.0;-6.0;-6.0;-5.0;;;;;;Bordeaux Av. de la République;Sens Sortant;;
Z6CT8;698.0;540.0;7126.0;-5.0;-5.0;-3.0;;;;;;Mérignac Av. d'Arès avant Mondésir;Sens Entrant;;
Z6CT9;440.0;573.0;7245.0;2.0;1.0;0.0;;;;;;Mérignac Av. de Marne avant Mondésir;Sens Entrant;;
Z6CT11;809.0;773.0;10766.0;3.0;-3.0;0.0;;;;;;Bordeaux : Avenue d'Arès après Schrader;Sens Entrant;;
Z6CT13;373.0;340.0;3745.0;-12.0;-4.0;-7.000000000000001;;;;;;Bordeaux Rue Mandel après Chevalier;Sens Entrant;;
Z6CT14;454.0;411.0;4905.0;-5.0;-1.0;-7.000000000000001;;;;;;Bordeaux Rue Lachassaigne après Mandel;Nord > Sud;;
Z6CT16;338.0;337.0;5112.0;-16.0;-10.0;-12.0;;;;;;Bordeaux Rue Judaique avant Soula;Sens Sortant;;
Z7CT1;602.0;483.0;6928.0;-1.0;-1.0;-1.0;;;;;;Mérignac Av. de Verdun après Ballion;Sens Sortant;;
Z7CT2;530.0;407.0;6136.0;-2.0;-3.0;-1.0;;;;;;Mérignac Av. de Verdun après Dupuy;Sens Sortant;;
Z7CT6;320.0;415.0;5125.0;-2.0;-1.0;1.0;;;;;;Mérignac Avenue de Verdun après Rostand;Sens Entrant;;
Z7CT14;220.0;172.0;2181.0;-2.0;-5.0;-5.0;;;;;;Mérignac Ouley après Goillot;Nord > Sud;;
Z7CT16;374.0;411.0;4813.0;5.0;4.0;11.0;;;;;;Mérignac Tassigny avant Robinson;Sens Sortant;;
Z8CT5;336.0;248.0;4087.0;-1.0;0.0;-4.0;;;;;;Bordeaux Av. Thiers après Lauzac;Sens Entrant;;
Z8CT6;561.0;417.0;6674.0;-3.0;-4.0;-6.0;;;;;;Cenon Av. J. Jaurès après Paigne;Sens Entrant;;
Z8CT8;677.0;819.0;9868.0;-3.0;-2.0;0.0;;;;;;Cenon Av. Carnot après Carrières;Sens Sortant;;
Z8CT10;538.0;501.0;6179.0;-1.0;-3.0;1.0;;;;;;Cenon Cours de Verdun après Yser;Curie > J. Jaurès;;
Z8CT14;429.0;239.0;3768.0;4.0;5.0;3.0;;;;;;Bordeaux rue Sem;Sud > Nord;;
Z8CT17;649.0;553.0;8658.0;4.0;7.000000000000001;2.0;;;;;;0;0;;
Z9CT1;1390.0;1172.0;18873.0;-1.0;-3.0;-2.0;;;;;;Bordeaux Blvd Gautier après Arès;Boulevards Nord > Sud;;
Z9CT2;995.0;1020.0;13788.0;-4.0;-4.0;-5.0;;;;;;Bordeaux Blvd Gautier après Larminat;Boulevards Nord > Sud;;
Z9CT3;1008.0;1011.0;14454.0;4.0;2.0;2.0;;;;;;Bordeaux Blvd Leclerc après Lecoq;Boulevards Sud > Nord;;
Z9CT6;520.0;470.0;6569.0;26.0;20.0;19.0;;;;;;Bordeaux Rue Larminat après rue Redon;Sens Entrant;;
Z9CT9;502.0;691.0;8774.0;-15.0;-8.0;-4.0;;;;;;Bordeaux av. Larminat après Devèze;Sens Sortant;;
Z9CT15;508.0;384.0;6274.0;-4.0;0.0;0.0;;;;;;Mérignac Av. Mitterrand après A. Chemin;Sens Entrant;;
Z10CT4;1291.0;1087.0;16682.0;13.0;17.0;15.0;;;;;;Bordeaux 64 Blvd George V;Boulevards Sud > Nord;;
Z10CT10;488.0;465.0;6297.0;-3.0;3.0;-4.0;;;;;;Bordeaux Rue de Pessac après barrière;Sens Entrant;;
Z10CT12;497.0;405.0;5809.0;-7.000000000000001;-11.0;-6.0;;;;;;Bordeaux Rue Saignat avant Pl Campeyrau;Sens Sortant;;
Z10CT17;473.0;479.0;5330.0;2.0;-7.000000000000001;-2.0;;;;;;Talence Rue Vieille Tour après Lavoisier;Sens Entrant;;
Z10CT19;795.0;813.0;10490.0;10.0;-2.0;3.0;;;;;;Bordeaux Béchade après giratoire;Sens Sortant;;
Z10CT22;304.0;159.0;2228.0;-36.0;-46.0;-45.0;;;;;;Bordeaux Sourdis après Tondu;Sens Entrant;;
Z10CT24;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Bordeaux Rue Audeguil aprŠs Pessac;Sud > Nord;;
Z11CT11;628.0;551.0;6216.0;-2.0;-6.0;-1.0;;;;;;Talence rue Goblet;Sens Entrant;;
Z11CT13;297.0;374.0;4472.0;7.000000000000001;7.000000000000001;9.0;;;;;;Bordeaux Rue Brun;Bld > Somme;;
Z12CT2;381.0;337.0;4961.0;-5.0;-1.0;-5.0;;;;;;Bordeaux Rue Malbec avant Nansouty;Sens Sortant;;
Z12CT10;755.0;892.0;11066.0;-7.000000000000001;-4.0;-6.0;;;;;;Bordeaux Blvd Albert 1er après Cabié;Nord > Sud;;
Z12CT11;586.0;738.0;9104.0;-6.0;-1.0;-4.0;;;;;;Bordeaux 149 Blvd Albert 1er;Nord > Sud;;
Z12CT12;848.0;827.0;12231.0;-3.0;-3.0;-1.0;;;;;;Bordeaux Blvd Albert 1er après Daguin;Sud > Nord;;
Z12CT14;267.0;412.0;3828.0;4.0;10.0;5.0;;;;;;Bordeaux Rue de Bègles après rue Aupérie;Sens Sortant;;
Z13CT3;1259.0;1204.0;18812.0;2.0;6.0;4.0;;;;;;Bordeaux Blvd Wilson après Eysines;Nord > Sud;;
Z13CT6;210.0;185.0;3427.0;0.0;0.0;0.0;;;;;;0;0;;
Z13CT12;1060.0;850.0;12349.0;2.0;5.0;3.0;;;;;;Bordeaux Rue Ecole Normale;Sens Entrant;;
Z13CT17;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Bordeaux Croix Blanche;Sens Sortant;;
Z13CT21;365.0;390.0;4997.0;0.0;0.0;0.0;;;;;;0;0;;
Z14CT7;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Bordeaux Blvd Daney avant Latule;Sud > Nord;;
Z14CT12;782.0;795.0;11116.0;2.0;8.0;5.0;;;;;;Bordeaux Rue L. Faure après L. Fargue;Sens Entrant;;
Z14CT13;387.0;380.0;5832.0;-7.000000000000001;-2.0;-2.0;;;;;;Bordeaux Quai Chartrons;Nord > Sud;;
Z14CT14;655.0;565.0;8044.0;9.0;5.0;3.0;;;;;;Bordeaux Quai Chartrons avant Chantecrit;Sud > Nord;;
Z14CT23;543.0;592.0;7510.0;1.0;5.0;4.0;;;;;;Bordeaux Brazza avant le pont;Sud > Nord;;
Z15CT12;354.0;308.0;4639.0;6.0;7.000000000000001;6.0;;;;;;Bordeaux Av. E. Counord avant Guillemin;Sens Entrant;;
Z16CT2;439.0;504.0;5585.0;1.0;5.0;1.0;;;;;;0;0;;
Z16CT5;479.0;542.0;5829.0;-5.0;4.0;0.0;;;;;;Pessac Av. Pasteur après Aciéries;Sens Entrant;;
Z16CT6;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Pessac Av. Jean Jaurès après Pujol;Sens Entrant;;
Z16CT7;327.0;393.0;4464.0;-8.0;-15.0;-11.0;;;;;;0;0;;
Z16CT8;322.0;349.0;3741.0;17.0;14.000000000000002;10.0;;;;;;Pessac Rue Pénard après Echoppes;Sens Sortant;;
Z16CT9;279.0;346.0;3158.0;-2.0;-3.0;-3.0;;;;;;Pessac Cordier après Cimetière;Sens Sortant;;
Z16CT14;524.0;624.0;6015.0;-12.0;-17.0;-14.000000000000002;;;;;;Pessac Rue Chateaubriand après Lamartine;Sud > Nord;;
Z17CT1;452.0;443.0;5537.0;16.0;12.0;10.0;;;;;;Talence Crs Gambetta avant rue Mirabeau;Sens Sortant;;
Z17CT2;449.0;456.0;6375.0;4.0;-5.0;2.0;;;;;;Talence Crs de la Libération après Bdx 1;Sens Sortant;;
Z17CT4;2011.0;1472.0;22399.0;2.0;-10.0;1.0;;;;;;Gradignan Crs de Gaulle;Sens Entrant;;
Z17CT6;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Talence 455 Cours de la Libération;Sens Entrant;;
Z17CT7;307.0;384.0;5225.0;-57.99999999999999;-47.0;-45.0;;;;;;Talence Libération après Suzon;Sens Entrant;;
Z17CT9;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Talence Crs Libération avant la Paillère;Sens Sortant;;
Z17CT13;188.0;315.0;2524.0;-6.0;8.0;-2.0;;;;;;Talence Rue Lamartine avant Suzon;Sens Sortant;;
Z18CT1;246.0;533.0;6079.0;-9.0;-12.0;-7.000000000000001;;;;;;Gradignan Gal de Gaulle avant platanes;Sens Sortant;;
Z18CT4;410.0;370.0;4813.0;0.0;0.0;0.0;;;;;;0;0;;
Z18CT10;563.0;598.0;7000.0;-6.0;15.0;2.0;;;;;;Gradignan Gal de Gaulle après Rochefort;Sens Entrant;;
Z19CT4;397.0;302.0;4460.0;-3.0;4.0;1.0;;;;;;Villenave d'Ornon Rue Labro;Sens Sortant;;
Z19CT5;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;0;;
Z19CT9;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Villenave d'Ornon Leclerc après rocade;Sens Entrant;;
Z19CT10;365.0;332.0;4144.0;-7.000000000000001;-7.000000000000001;-3.0;;;;;;Villenave d'Ornon Labro vers Bègles;Sens Entrant;;
Z20CT2;405.0;531.0;6468.0;9.0;-1.0;5.0;;;;;;Bordeaux Av. Leclerc après Monument;Sens Sortant;;
Z21CT1;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;0;;
Z22CT2;464.0;564.0;6111.0;-6.0;5.0;0.0;;;;;;Cenon Av. de Paris après 4 Pavillons;Sens Sortant;;
Z22CT10;239.0;253.0;3136.0;11.0;-2.0;3.0;;;;;;Lormont Dupin après Tallavi;Pt Aquit=> av de Paris;;
Z22CT12;413.0;316.0;3959.0;8.0;1.0;1.0;;;;;;Lormont Dupin  après Resistance;Sens Entrant;;
Z23CT3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Bruges Rte du Médoc avant Croix du Vigean;Sens Sortant;;
Z23CT6;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Eysines Av. du Médoc avant rte Pauillac;Sens Entrant;;
Z23CT9;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;0;0;;
Z23CT11;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Eysines Av. du Médoc après G. Saux;Sens Sortant;;
Z24CT1;657.0;636.0;7140.0;-7.000000000000001;2.0;-3.0;;;;;;Eysines Av. de St M‚dard après Dubrana;Sens Sortant;;
Z24CT7;99.0;396.0;2988.0;10.0;12.0;12.0;;;;;;Mérignac Daudet avant Magudas;Sud > Nord;;
Z24CT13;467.0;502.0;5620.0;20.0;4.0;0.0;;;;;;Le Haillan G. Eiffel après Laplace;Sud > Nord;;
Z25CT2;1099.0;432.0;6987.0;15.0;12.0;14.000000000000002;;;;;;Bordeaux Cours Bricaud après giratoire;Sens Sortant;;
Z25CT4;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Bordeaux Cours Bricaud avant 3 Cardinaux;Sens Sortant;;
Z25CT7;368.0;913.0;11958.0;28.999999999999996;19.0;22.0;;;;;;Bordeaux Av. 40 Journaux après Tobeen;Sens Sortant;;
Z25CT11;672.0;912.0;8124.0;-14.000000000000002;-2.0;-1.0;;;;;;Bordeaux Allée Boutaut avant Claudeville;Sens Entrant;;
Z25CT12;651.0;740.0;8672.0;21.0;-2.0;5.0;;;;;;Bordeaux Allée de Boutaut avant Laroque;Sens Sortant;;
Z25CT13;635.0;483.0;6990.0;7.000000000000001;-4.0;3.0;;;;;;Bordeaux Allée de Boutaut après Laroque;Sens Sortant;;
Z25CT20;667.0;649.0;6420.0;24.0;5.0;11.0;;;;;;Bordeaux Bricaud S>N avant v‚lodrome;Sud > Nord;;
Z25CT23;380.0;412.0;4406.0;19.0;26.0;19.0;;;;;;Bordeaux Achard niveau Pourmann;Sens Sortant;;
Z26CT4;271.0;268.0;4048.0;-10.0;-16.0;-9.0;;;;;;Bordeaux Carle Vernet  avant Armagnac;Sens Entrant;;
Z26CT7;72.0;92.0;916.0;-30.0;-37.0;-28.999999999999996;;;;;;Bègles Croizat après Lapelleterie;Sens Sortant;;
Z27CT6;1278.0;962.0;13584.0;-4.0;-3.0;-4.0;;;;;;Pessac Av. du Bourghail après Monbalon;Sud > Nord;;
Z27CT9;703.0;1002.0;10587.0;-3.0;3.0;-2.0;;;;;;Pessac Av. du Bourghail après Monbalon;Nord > Sud;;
Z27CT12;644.0;639.0;8274.0;2.0;1.0;-2.0;;;;;;Pessac Av. Leclerc avant Meyraud;Sens Entrant;;
Z28CT1;245.0;650.0;7493.0;-3.0;0.0;-1.0;;;;;;St Medard Av. Descartes avant T. Gautier;Sens Sortant;;
Z28CT4;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;St Médard Av. de Gaulle avant Rousseau;Sens Entrant;;
Z28CT5;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;St Médard Rue Rousseau avant Montesquieu;Sens Entrant;;
Z28CT6;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;St Médard Av. Montaigne avant Martin;Sens Entrant;;
Z28CT8;583.0;547.0;7608.0;-2.0;0.0;-2.0;;;;;;St Médard Av. Descartes après Gauthier;Sens Entrant;;
Z29CT2;444.0;424.0;5165.0;2.0;-3.0;-3.0;;;;;;Floirac Monrepos avant Crs Gambetta;Sens Entrant;;
Z29CT5;117.0;260.0;2292.0;9.0;2.0;4.0;;;;;;Bordeaux Rue Galin;Sens Sortant;;
Z29CT13;173.0;236.0;2537.0;3.0;9.0;6.0;;;;;;Floirac Av. Clémenceau après Dubedout;Sud > Nord;;
Z30CT3;630.0;967.0;12091.0;-3.0;-3.0;-1.0;;;;;;Mérignac Av. Cassin avant Kennedy;Sens Entrant;;
Z30CT10;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;Mérignac : Avenue de la Somme;Sens Entrant;;
Z30CT18;305.0;533.0;5811.0;1.0;-1.0;-2.0;;;;;;Mérignac Av. du Maréchal Leclerc;Sud > Nord;;
Z30CT20;170.0;468.0;3999.0;-1.0;-1.0;-2.0;;;;;;Mérignac : Av. Maréchal Leclerc;Sud > Nord;;
Z30CT21;522.0;461.0;6718.0;-6.0;-6.0;-3.0;;;;;;Mérignac Av. de l'Alouette;Sud > Nord;;
Z30CT24;158.0;262.0;1982.0;9.0;-2.0;0.0;;;;;;Mérignac Eyquems avant rue Bourly;Sens Entrant;;
Z31CT1;324.0;1233.0;12655.0;-33.0;0.0;-2.0;;;;;;Bassens Rd p Ricard > côte de la Garonne;Sud > Nord;;
Z31CT6;671.0;734.0;9405.0;-6.0;2.0;4.0;;;;;;Bassens Entrée Ech. 2;Bretelle Entrante Nord;;
Z31CT8;420.0;490.0;6609.0;-20.0;3.0;1.0;;;;;;Bassens Bourdieu avant Beaumont;Nord > Sud;;
Z06AE;480.0;575.0;6951.0;-11.0;-8.0;-7.000000000000001;208.0;-2.0;43.0857;0.02;;Mérignac 44 av. de Mérignac;Sens Entrant;;
Z07AS;620.0;569.0;9361.0;-3.0;3.0;4.0;596.0;33.0;25.48;-0.19;;Mérignac face 130 bis avenue de l'Yser;Sens Sortant;;
Z07BS;323.0;384.0;4913.0;-31.0;4.0;7.000000000000001;184.0;12.0;32.0;-0.16;;Mérignac 20 avenue du Chut;Sens Sortant;;
Z7CE;526.0;281.0;5110.0;;;;309.0;;;;;;Sens Entrant;;
Z08AE;530.0;505.0;7051.0;-5.0;5.0;-3.0;240.0;2.0;21.175;-0.07;;Cenon 10 av. J. Jaurès;Sens Entrant;;
Z10AS;558.0;594.0;5345.0;-3.0;18.0;5.0;27.0;22.0;42.08;-0.03;;Talence rue Vieille Tour Médoquine;Sens Sortant;;
Z10BS;686.0;563.0;6566.0;17.0;7.000000000000001;11.0;252.0;38.0;28.95;-0.11;;Bordeaux rue Bethmann Bx II;Sens Sortant;;
Z12AE;293.0;317.0;4205.0;-7.000000000000001;-9.0;-1.0;174.0;-2.0;28.3143;-0.04;;Bègles 99 cours Victor Hugo;Sens Entrant;;
Z16CS;892.0;657.0;9028.0;-10.0;0.0;4.0;264.0;-1.0;40.45;0.0;;Pessac av. de Canejan niveau rocade;Sens Sortant;;
Z17EE;267.0;299.0;3049.0;-3.0;-6.0;-1.0;54.0;18.0;37.037;-0.02;;Talence 42 rue Lamartine;Sens Entrant;;
Z17ES;190.0;81.0;998.0;-6.0;-11.0;-9.0;5.0;-2.0;32.68;0.0;;Talence 42 rue Lamartine;Sens Sortant;;
Z19CE;642.0;710.0;9500.0;-9.0;-10.0;-7.000000000000001;519.0;1.0;29.5;-0.1;;Villenave d'Ornon rue Pierre Proud'hon;Sens Entrant;;
