IDENT;HPM_VAL;HPS_VAL;MJO_VAL;HPM_%;HPS_%;MJO_%;PL_VAL;PL_%;VIT_VAL;VIT_EVO;COMMENT;NOM_VOIE;SENS_CIR;V85_VL;V85_PL
Z1CT5;1291;1083;16376;-8.5;-5.2;-6.7;;;;;;Bordeaux Quai Richelieu  Cailhau/Bourse;Sud > Nord;;
Z20CT3;446;526;5877;-13.0;-11.6;-14.8;;;;;;Bordeaux Av. du Maréchal de Lattre de Tassigny;Sens Sortant;;
Z22CT4;1068;924;14054;-7.3;-9.1;-6.7;;;;;;Artigues Av. Kennedy avant 4 Pavillons;Sens Entrant;;
Z23CT13;164;219;2528;-10.2;-2.8;-3.9;;;;;;Bruges Av. Charles de Gaulle;Sud > Nord;;
Z23CT6;328;322;4758;3.2;3.0;-2.7;;;;;;Eysines Av. du Médoc avant rte Pauillac;Sens Entrant;;
Z23CT9;440;419;5240;-3.9;-2.9;2.5;;;;;;Le Bouscat Av. de l'Hippodrome avant la route du Médoc;Sud > Nord;;
Z24CT12;775;892;11742;-5.5;-3.3;-0.6;;;;;;Le Haillan Magudas avant rocade;Sens Entrant;;
Z24CT5;644;564;6250;-13.8;-13.9;-16.2;;;;;;Le Haillan Av. Pasteur après Los Héros;Sens Entrant;;
Z24CT9;1090;829;14296;-2.5;-10.9;-4.6;;;;;;Mérignac Magudas après Cigale;Sens Sortant;;
Z25CT17;80;186;1990;9.1;-18.1;-6.0;;;;;;Bordeaux Quebec avant Royer;Nord > Sud;;
Z25CT19;500;287;4125;-2.3;-21.5;-9.2;;;;;;Bordeaux Vélodrome N>S;Nord > Sud;;
Z27CT13;214;328;3501;-4.5;-15.6;-7.6;;;;;;Pessac Haut Lévèque avant Matisse;Sud > Nord;;
Z27CT16;211;334;3502;-3.9;-15.0;-8.0;;;;;;Pessac Haut Lévèque après Av. de Canéjan;Sud > Nord;;
Z27CT8;591;371;5255;-3.1;2.2;3.3;;;;;;Pessac Rue des Anciens de l'AFN;Nord > Sud;;
Z28CT3;169;387;4346;-7.4;-0.5;-8.2;;;;;;St Médard Av. Montaigne;Sens Sortant;;
Z29CT1;2134;1517;20636;;;;;;;;;Floirac Blvd Entre2Mers avant Monrepos;Sens Entrant;;
Z29CT14;431;460;5666;;;;;;;;;Cenon Av. Jean Zay avant PP Gsc Perrault;Sens Entrant;;
Z29CT2;455;388;4614;2.7;-5.8;-7.1;;;;;;Floirac Monrepos avant Cours Gambetta;Sens Entrant;;
Z29CT4;234;177;2491;1.4;-1.1;-3.4;;;;;;Bordeaux Rue Galin;Sens Entrant;;
Z2CT15;310;411;5208;-1.7;2.3;0.1;;;;;;Bordeaux Rue de Cursol après Joffre;Sens Sortant;;
Z2CT17;393;480;6614;-0.1;0.9;-0.8;;;;;;Bordeaux Cours V. Hugo avant Bir-Hakeim;Sens Sortant;;
Z2CT20;88;130;2304;-1.5;-18.2;-7.5;;;;;;Bordeaux Montée place Bir Hakeim;Bretelle Nord > Sud Montée vers pl Bir Hakeim;;
Z2CT23;292;438;5416;-5.5;-8.3;-12.6;;;;;;Bordeaux Rue de Belfort après Juin;Nord > Sud;;
Z30CT19;530;362;5303;11.2;10.4;10.0;;;;;;Mérignac Av. Maréchal Leclerc après Coty;Nord > Sud;;
Z30CT20;147;424;3398;10.9;-1.9;8.4;;;;;;Mérignac Av. Maréchal Leclerc;Sud > Nord;;
Z31CT4;231;346;5082;14.8;-8.5;-4.8;;;;;;Bassens Sortie autoroute Ech. 2;Bretelle Sortante Nord;;
Z31CT7;176;727;6400;13.1;-3.9;-2.9;;;;;;Carbon Blanc Griffons avant Pasteur;Sud > Nord;;
Z3CT14;226;428;3368;-8.2;-14.8;-14.1;;;;;;Bordeaux Rue Lamourous avant St. Genès.;Sens Sortant;;
Z3CT15;180;325;2593;-12.1;-21.4;-18.2;;;;;;Bordeaux Rue St. Nicolas, avant Somme.;Argonne > Somme;;
Z3CT17;115;116;1798;6.1;6.8;5.1;;;;;;Bordeaux 36 Cours de l' Argonne;Sens Entrant;;
Z3CT5;317;363;5670;-12.9;4.6;-13.8;;;;;;Bordeaux Cours Briand;Vers Victoire;;
Z3CT8;266;219;3941;-4.2;-13.4;-14.0;;;;;;Bordeaux Cours Marne après Victoire;Marne vers la gare;;
Z4CT18;666;589;9094;-4.1;-2.4;-4.2;;;;;;Bordeaux Cours Clémenceau avant Buffon;Sud > Nord;;
Z4CT20;177;175;2703;-17.5;-20.5;-13.6;;;;;;Bordeaux Allées de Bristol;Bristol > Hémicycle;;
Z4CT21;222;252;3418;-5.0;-13.1;-15.0;;;;;;Bordeaux Rue Esprit des Lois;Vers les Quais;;
Z4CT3;653;577;9975;1.0;-3.3;-3.2;;;;;;Bordeaux Cours Clémenceau après Monbadon;Nord > Sud;;
Z5CT19;822;670;10039;-0.6;-4.8;-3.8;;;;;;Bordeaux Rue peyronnet;Sens Entrant;;
Z5CT8;574;519;8471;3.4;4.2;3.1;;;;;;Bordeaux Rue Domercq après Pt du Guit;Sens Entrant;;
Z6CT11;761;668;9560;-0.2;-0.4;-2.0;;;;;;Bordeaux Av. d'Arès après Schrader;Sens Entrant;;
Z6CT14;373;360;4476;;;;;;;;;Bordeaux Rue Lachassaigne après Mandel;Nord > Sud;;
Z6CT2;1010;886;14947;-6.2;-6.2;-8.0;;;;;;Bordeaux Blvd Wilson après Judaïque;Boulevards Nord > Sud;;
Z6CT8;616;510;7030;-5.6;-2.2;1.1;;;;;;Mérignac Av. d'Arès avant Mondésir;Sens Entrant;;
Z7CT12;562;471;6486;-3.2;-4.6;-6.8;;;;;;Mérignac Mendès-France après Verdun;Mérignac > Pessac         Nord > Sud;;
Z7CT16;391;386;5108;0.9;1.3;3.1;;;;;;Mérignac Tassigny avant Robinson;Sens Sortant;;
Z7CT8;164;305;3120;4.4;1.2;10.2;;;;;;Mérignac Av. Leclerc après V. Eglise;Sud > Nord;;
Z8CT3;291;269;3767;-7.8;0.6;-3.3;;;;;;Bordeaux Av. Thiers après Pt Bouthier;Sens Entrant;;
Z8CT5;302;225;3509;-9.0;2.3;-6.0;;;;;;Bordeaux Av. Thiers après Lauzac;Sens Entrant;;
Z9CT11;621;652;9912;;;;;;;;;Bordeaux Blvd G. Pompidou après Doumerc;Sens Sortant;;
Z9CT2;690;650;9784;-8.5;-5.1;-8.2;;;;;;Bordeaux Blvd Gautier après Larminat;Boulevards Nord > Sud;;
Z9CT3;790;855;11550;-2.1;-4.1;-4.6;;;;;;Bordeaux Blvd Leclerc après Lecoq;Boulevards Sud > Nord;;
Z9CT8;353;421;5890;-12.1;-12.5;-10.5;;;;;;Bordeaux 130 Av. Larminat après Sourdis;Sens Sortant;;
Z9CT9;433;558;7223;-11.1;-9.8;-8.5;;;;;;Bordeaux Av. Larminat après Devèze;Sens Sortant;;
Z13CT5;1422;1458;24538;-9.8;4.2;-10.4;;;;;;Bordeaux Blvd Wilson après Carnot;Sud > Nord;;
Z14CT9;1977;1466;23161;-3.1;29.7;3.3;;;;;;Bordeaux Blvd A d'Aquitaine avant Latule;Sens Entrant;;
Z22CT7;279;354;4725;19.4;23.5;30.9;;;;;;Lormont Av. de Paris vers 4 Pavillons;Nord > Sud;;
Z22CT8;1033;716;11705;5.3;-3.6;31.7;;;;;;Cenon Av. Carnot après 4 Pavillons;Sens Entrant;;
Z28CT7;457;609;7161;-25.7;-7.7;-15.4;;;;;;St Médard Av. Montaigne après Rue Capsec;Sens Entrant;;
Z7CT14;170;157;2013;-1.3;20.8;8.8;;;;;;Mérignac Ouley après Goillot;Nord > Sud;;
Z7CT7;387;278;3775;9.8;29.2;39.8;;;;;;Mérignac Av. Libération après Truc;Nord > Sud;;
Z3CT16;310;309;5206;1.7;12.9;2.1;;;;;;Bordeaux Cours de la Marne après Meunier;Sens gare vers Victoire;;
Z5CT15;632;673;7722;-7.3;-5.9;-14.1;;;;;;Bordeaux Quai Deschamps;Nord > Sud;;
Z07AE;392;848;9732;0.6;-4.0;-2.8;459;-3.5;33;3.6;;Mérignac face 130 bis Av. de l'Yser;Sens Entrant;;
Z07AS;626;569;9089;1.6;-3.0;-1.6;629;-2.4;27;2.7;;Mérignac face 130 bis Av. de l'Yser;Sens Sortant;;
Z10BE;349;495;5391;-1.8;-8.6;-8.9;411;-11.2;36;1.3;;Bordeaux Rue Bethmann Bx II;Sens Entrant;;
Z17DE;375;358;3857;0.5;-12.8;-7.7;146;-2.7;44;2.7;;Talence av de Thouars (face au château);Sens Entrant;;
Z19AS;363;547;6920;-8.0;-7.7;-4.5;500;-5.4;36;1.6;;Villenave d'Ornon 335 rte Toulouse;Sens Sortant;;
Z24AS;319;403;4668;-23.6;-23.3;-14.3;172;-11.1;34;-7.8;;Eysines 245 Av. de Saint Médard;Sens Sortant;;
Z26AE;684;716;9156;0.1;1.9;-1.7;402;-4.6;35;-0.4;;Bègles rte de Courréjean;Sens Entrant;;
Z26BS;84;164;1900;-18.6;-23.6;-22.6;35;-8.4;28;-0.7;;Bègles 98 Rue Alexis Capelle;Sens Sortant;;
Z27BS;384;428;5292;-7.4;-7.9;-3.4;279;-3.4;55;0.6;;Pessac Av. Haut-Lévêque;Sens Sortant;;
Z28AS;0;803;7962;;1.6;-0.8;488;-3.9;;;;Saint-Médard-en-Jalles Av. de Capeyron;Sens Sortant;;
Z29CE;1792;1306;17405;-8.6;0.7;-6.0;744;-2.8;36;-0.2;;Cenon Blvd de l'Entre-deux-Mers;Sens Entrant;;
Z29CS;520;1260;12021;-9.6;-10.9;-7.6;419;-6.1;40;2.2;;Cenon Blvd de l'Entre-deux-Mers;Sens Sortant;;
Z30BE;245;532;5556;-5.3;10.7;6.2;208;2.9;39;3.3;;Mérignac Av. de la Marne;Sens Entrant;;
Z30BS;439;480;6332;-1.4;-0.4;2.2;225;2.8;39;1.9;;Mérignac Av. de la Marne;Sens Sortant;;
Z30GE;904;898;11992;2.8;0.0;-1.3;1135;-5.3;64;4.0;;Mérignac Av. François Mitterrand;Sens Entrant;;
Z30GS;858;1124;12788;-2.7;-7.1;-7.6;1192;-7.1;67;7.2;;Mérignac Av. François Mitterrand;Sens Sortant;;
Z35AE;963;798;11646;-7.7;-2.8;-1.5;572;0.3;46;0.6;;Ambares Av. de la Libération;Sens Entrant;;
Z10CT11;290;273;3152;-2.3;-9.6;-6.2;;;;;;Bordeaux Rue Mouneyra après Dupeux;Sens Sortant;;
Z10CT12;413;308;4976;-13.7;-7.8;-11.7;;;;;;Bordeaux Rue Saignat avant Pl Campeyrau;Sens Sortant;;
Z10CT13;255;286;3549;-3.8;-14.7;-12.6;;;;;;Bordeaux 245 Rue du Tondu;Sens Entrant;;
Z10CT15;341;386;4880;-13.0;-4.9;-10.5;;;;;;Talence Cours Galliéni après XIV Juillet;Sens Entrant;;
Z10CT18;898;766;11726;-1.7;-0.3;-2.4;;;;;;Bordeaux Béchade après Quintin;Sens Entrant;;
Z10CT19;659;705;9105;-8.7;-5.5;-6.2;;;;;;Bordeaux Béchade après giratoire;Sens Sortant;;
Z10CT2;768;848;11828;;;;;;;;;Bordeaux Blvd George V après Saignat;Boulevards Nord > Sud;;
Z10CT3;853;808;12698;-7.6;-7.7;-7.7;;;;;;Bordeaux Blvd George V avant barr Pessac;Boulevards Sud > Nord;;
Z10CT6;392;335;4358;-4.0;-11.9;-8.4;;;;;;Bordeaux Rue de Pessac après Audeguil;Sens Sortant;;
Z10CT7;632;595;7616;-1.6;4.9;0.0;;;;;;Talence 35 Cours Galliéni;Sens Sortant;;
Z10CT9;655;640;7462;-6.4;-13.7;-8.2;;;;;;Bordeaux Cours Galliéni après Médoquine;Sens Entrant;;
Z11CT15;399;365;4635;-5.7;-3.6;-3.7;;;;;;Talence Cours Gambetta après Pt SNCF;Sens Sortant;;
Z11CT7;400;377;4784;-8.9;-9.2;-9.1;;;;;;Bordeaux Rue St Genès après Ségur;Sens Sortant;;
Z12CT13;529;537;8127;0.2;-3.6;-4.1;;;;;;Bordeaux 52 Blvd Albert 1er;Sud > Nord;;
Z12CT16;384;291;3737;-9.7;-13.9;-10.3;;;;;;Bordeaux Rue de Bègles après Vaucouleur;Sens Entrant;;
Z12CT2;280;233;3708;-9.6;-4.7;-12.4;;;;;;Bordeaux Rue Malbec avant Nansouty;Sens Sortant;;
Z12CT6;446;373;6668;-3.9;-4.9;-2.5;;;;;;Bordeaux Rte Toulouse après Suzon;Sens Entrant;;
Z13CT14;268;256;4312;2.7;2.8;1.6;;;;;;Bordeaux Ulysse Gayon;Sens Sortant;;
Z13CT21;288;309;3982;-9.8;-6.3;-2.1;;;;;;Bordeaux Rue de la Course;;;
Z13CT4;933;912;15411;-0.5;11.0;1.0;;;;;;Bordeaux Blvd Wilson après Colmar;Sud > Nord;;
Z14CT13;396;345;5599;-1.3;1.7;-5.5;;;;;;Bordeaux Quai Chartrons;Nord > Sud;;
Z14CT17;822;779;11103;-3.9;-1.8;2.7;;;;;;Bordeaux Rue L. Faure;Sens Sortant;;
Z14CT2;927;704;13383;-1.5;11.6;3.3;;;;;;Bordeaux Blvd Godard avant Jeanvrot;Sud > Nord;;
Z14CT22;1138;977;13733;-2.9;-4.8;-4.1;;;;;;Bordeaux Pont Chaban Delmas;Sens Entrant;;
Z14CT3;927;1157;14374;-8.3;-12.2;-10.9;;;;;;Bordeaux Pont Chaban Delmas;Sens Sortant;;
Z15CT3;469;440;7224;-1.3;-3.3;-3.9;;;;;;Bordeaux Cours Portal avant Doumer;Nord > Sud;;
Z16CT14;417;540;5574;-5.4;-3.6;-3.6;;;;;;Pessac Rue Chateaubriand aprè Lamartine;Sud > Nord;;
Z16CT3;315;411;4954;-6.5;-8.0;-7.5;;;;;;Pessac Av. Jaurès après Jaubert;Sens Sortant;;
Z16CT8;245;290;3125;-3.0;-3.8;-5.7;;;;;;Pessac Rue Pénard après Echoppes;Sens Sortant;;
Z17CT1;420;418;4995;-15.9;-11.9;-14.0;;;;;;Talence Cours Gambetta avant Rue Mirabeau;Sens Sortant;;
Z17CT10;1001;1126;14204;-0.9;-7.5;-5.7;;;;;;Talence Cours de la Libération;Sens Entrant;;
Z17CT2;409;484;5813;15.7;14.4;11.6;;;;;;Talence Cours de la Libération après Bdx 1;Sens Sortant;;
Z17CT3;957;1007;12504;;;;;;;;;Talence Libération avant av.Marly;Sens Sortant;;
Z17CT9;1121;1099;14564;;;;;;;;;Talence Crs Libération avant la Paillère;Sens Sortant;;
Z18CT12;307;543;6188;3.4;2.6;2.2;;;;;;Gradignan Gal de Gaulle avant Lahouneau;Sens Sortant;;
Z18CT3;159;404;4161;5.2;2.6;4.6;;;;;;Gradignan Gal de Gaulle après place;Sens Sortant;;
Z19CT14;470;964;11591;5.7;1.7;0.5;;;;;;Villenave d'Ornon bretelle sortie int.;Bretelle sortie rocade intérieure;;
Z19CT3;469;492;7087;-7.0;0.3;-2.6;;;;;;Villenave d'Ornon Toulouse Chatry/Labro;Sens Sortant;;
Z20CT5;494;516;6032;-14.5;-12.6;-16.1;;;;;;Bordeaux Av. du Maréchal de Lattre de Tassigny;Sens Entrant;;
Z21CT1;384;444;4829;4.8;6.6;6.1;;;;;;Bordeaux Av. Libération avant Poincaré;Sens Sortant;;
Z21CT3;372;374;4816;-3.2;-2.8;-3.0;;;;;;Bordeaux Av. Libération après le carrefour, avant la Rue des Ecus;Sens Sortant;;
Z21CT6;139;150;1982;-3.2;-5.1;-2.3;;;;;;Le Bouscat Av. de la Libération;;;
Z22CT10;176;247;2752;-19.4;-5.8;-6.8;;;;;;Lormont Dupin après Tallavi;Pt Aquit> av de Paris;;
Z22CT11;328;267;3389;-17.3;-9.6;-7.7;;;;;;Lormont Dupin après Lavergne;Av. de Paris> Pt Aquit;;
Z22CT12;370;301;3735;-16.6;-2.9;-6.2;;;;;;Lormont Dupin  après Resistance;Sens Entrant;;
Z22CT13;948;1084;17171;-7.8;4.9;-5.4;;;;;;Cenon Rue de l'Amitié;Sens Sortant;;
Z23CT10;711;644;9220;14.3;1.4;0.6;;;;;;Eysines Av. du Médoc avant C. du Vigean;Sens Entrant;;
Z23CT12;436;632;8198;8.7;6.6;2.1;;;;;;Le Bouscat Route du Médoc;;;
Z23CT3;569;760;9984;6.9;8.1;2.7;;;;;;Bruges Rte du Médocavant Croix du Vigean;Sens Sortant;;
Z23CT7;525;904;10799;16.4;13.0;5.0;;;;;;Bruges Rte du Médoc  avant Hippodrome;Sens Entrant;;
Z24CT1;481;497;5420;-16.0;-10.9;-11.2;;;;;;Eysines Av. de St Médard après Dubrana;Sens Sortant;;
Z24CT13;365;558;5819;-10.1;8.2;-1.8;;;;;;Le Haillan G. Eiffel après Laplace;Sud > Nord;;
Z24CT7;103;313;2766;16.8;6.2;2.6;;;;;;Mérignac Daudet avant Magudas;Sud > Nord;;
Z25CT1;364;249;3717;3.0;-6.4;-6.3;;;;;;Bordeaux Cours Bricaud après Ratabou;Sens Entrant;;
Z25CT11;636;633;6871;-1.8;-19.3;-7.2;;;;;;Bordeaux All. Boutaut avant Claudeville;Sens Entrant;;
Z25CT12;590;707;7916;9.9;0.2;-1.3;;;;;;Bordeaux Allée de Boutaut avant Laroque;Sens Sortant;;
Z25CT13;551;522;6413;0.1;2.7;-12.5;;;;;;Bordeaux Allée de Boutaut après Laroque;Sens Sortant;;
Z25CT16;48;106;1076;-1.6;-16.9;-9.6;;;;;;Bordeaux Cours de Quebec après Laroque;Sud > Nord;;
Z25CT20;491;444;4302;23.0;10.9;4.1;;;;;;Bordeaux Bricaud S>N avant vélodrome;Sud > Nord;;
Z26CT8;167;234;2292;-2.2;-8.9;-3.0;;;;;;Bègles Moga  après Durcy;Sens Entrant;;
Z27CT1;560;586;7351;-2.8;-3.6;-4.5;;;;;;Pessac Av. Leclerc avant Félix Faure;Sens Entrant;;
Z27CT11;408;673;7696;6.7;7.2;2.4;;;;;;Pessac Av. Leclerc après Meyraud;Sens Sortant;;
Z27CT12;529;611;7997;-3.7;-2.8;-4.0;;;;;;Pessac Av. Leclerc avant Meyraud;Sens Entrant;;
Z27CT14;432;389;4857;-2.6;-5.1;-6.0;;;;;;Pessac Haut Lévèque avant Magellan;Nord > Sud;;
Z27CT5;230;431;4320;-5.7;-7.5;-7.4;;;;;;Pessac Av. du Haut Lévêque après le CHR;Sud > Nord;;
Z27CT6;1239;939;13869;-3.5;-4.9;1.5;;;;;;Pessac Av. du Bourghail après Monbalon;Sud > Nord;;
Z27CT7;421;518;5349;-2.2;2.1;1.3;;;;;;Pessa Av. du bourgailh après Socrate;Nord > Sud;;
Z27CT9;613;819;9840;9.4;15.4;6.4;;;;;;Pessac Av. du Bourghail après Monbalon;Nord > Sud;;
Z28CT2;346;1028;9206;-11.1;-10.8;-11.3;;;;;;St Medard Av. Montaigne avant Turon;Sens Sortant;;
Z28CT4;373;175;2730;-12.1;-14.1;-11.5;;;;;;St Médard Av. de Gaulle avant Rousseau;Sens Entrant;;
Z29CT10;240;397;4100;-8.5;-16.2;-14.7;;;;;;Floirac Dubedout avant Allende;Sens Sortant;;
Z29CT13;170;231;2689;0.7;1.8;1.8;;;;;;Floirac Av. Clémenceau après Dubedout;Sud > Nord;;
Z29CT6;463;774;7620;-9.0;-18.2;-8.4;;;;;;Cenon Bretelle Curie vers entre 2 mers;Curie > Entre Deux Mers;;
Z2CT1;173;233;3436;10.9;9.3;11.8;;;;;;Bordeaux Cours Pasteur Hugo/Dubergier;Sud > Nord;;
Z2CT12;296;293;4536;-8.8;-5.9;-9.6;;;;;;Bordeaux Pl République vers Albret;Sens Entrant;;
Z2CT13;283;345;4663;4.3;1.8;-1.5;;;;;;Bordeaux Pl République vers Cursol;Sens Sortant;;
Z2CT16;407;530;6919;2.1;-1.0;-2.6;;;;;;Bordeaux Cours V. Hugo;Sens Sortant;;
Z2CT21;287;391;4804;6.4;7.6;3.1;;;;;;Bordeaux Descente => Allamandier;Bretelle Nord > Sud Descente > Allamandier;;
Z2CT24;119;199;3111;13.5;2.9;7.0;;;;;;Bordeaux Alsace-Lorraine après Cheverus;Sens Sortant;;
Z2CT4;131;214;3088;-3.4;-2.8;-4.3;;;;;;Bordeaux Alsace Lorraine avant Ausone;Sens Sortant;;
Z2CT6;97;108;1560;5.4;-3.1;-3.9;;;;;;Bordeaux Rue PL Lande sortie Ste Eulalie;Sens Entrant;;
Z2CT7;420;350;5223;-11.5;-13.3;-9.0;;;;;;Bordeaux Juin A.France;Sens Sortant;;
Z30CT14;456;470;6007;-7.6;-4.8;-6.7;;;;;;Mérignac Av. Mendès-France;Nord > Sud;;
Z30CT16;386;385;5150;-14.2;-5.9;-10.8;;;;;;Mérignac Av. Mendès-France;Nord > Sud;;
Z30CT24;171;241;2008;-4.8;-18.8;-10.3;;;;;;Mérignac Eyquems avant Rue Bourly;Sens Entrant;;
Z31CT2;578;912;10132;10.5;-1.8;-3.5;;;;;;Bassens Côte de la Garonne;Nord > Sud;;
Z31CT3;302;291;4164;23.0;-9.9;-4.6;;;;;;Bassens Route de Bassens;Nord > Sud;;
Z31CT8;601;490;7016;12.8;-6.4;-2.8;;;;;;Bassens Bourdieu avant Beaumont;Nord > Sud;;
Z3CT1;133;138;1818;-9.3;-10.8;-7.5;;;;;;Bordeaux Rue de Pessac après A. Larrieu;Sens Entrant;;
Z3CT6;372;336;4425;-12.0;-4.5;-7.0;;;;;;Bordeaux Cours Argonne avant Millière;Sens Entrant;;
Z3CT9;318;227;3215;-18.0;-17.6;-18.4;;;;;;Bordeaux 1 Cours de la Libération;Vers Rue du Tondu;;
Z4CT12;88;120;1775;-15.2;-3.2;-7.0;;;;;;Bordeaux Rue Capdeville après Judaïque;Sens Sortant;;
Z4CT24;147;235;2197;-12.7;-18.0;-12.1;;;;;;Bordeaux Rue d'Aviau avant Ducau;Sens Sortant;;
Z4CT6;372;334;5267;;;;;;;;;Bordeaux Rue Bonnac après Lateulade;Sens Entrant;;
Z4CT8;193;155;2849;3.6;12.7;4.5;;;;;;Bordeaux Rue Judaïque après C. d'Eau;Sens Sortant;;
Z5CT11;411;375;5651;-0.1;2.2;-0.6;;;;;;Bordeaux Rue Peyronnet après Tauzia;de Tauzia > Marne;;
Z6CT16;266;285;4233;8.7;10.3;3.9;;;;;;Bordeaux Rue Judaïque avant Soula;Sens Sortant;;
Z6CT3;839;1041;15246;-6.2;1.9;-4.0;;;;;;Bordeaux Blvd Antoine Gautier avant Arès;Boulevards Sud > Nord;;
Z7CT13;169;125;1921;6.8;7.3;3.2;;;;;;Mérignac Tassigny après Aimé Césaire;sens sortant;;
Z7CT17;139;348;3330;20.0;9.0;17.7;;;;;;Mérignac Av. Libération après de Gaulle;Sud > Nord;;
Z8CT10;356;400;4838;-12.5;-6.7;-4.6;;;;;;Cenon Cours de Verdun après Yser;Curie > J. Jaurès;;
Z8CT13;96;125;1560;-17.6;-17.3;-15.5;;;;;;Bordeaux Av. Thiers après Stalingrad;Sens Sortant;;
Z8CT14;356;251;3610;3.7;8.4;6.1;;;;;;Bordeaux Rue Sem;Sud > Nord;;
Z8CT17;445;353;6388;-0.7;4.9;-1.6;;;;;;Bordeaux Rue Carnot;Sens Entrant;;
Z8CT18;209;214;2809;-2.3;-16.2;-9.5;;;;;;Bordeaux bretelle Pont St Emilion;Sens Entrant;;
Z8CT4;320;287;4271;-7.0;2.0;-5.5;;;;;;Bordeaux Av. Thiers après Galin;Sens Entrant;;
Z8CT6;399;308;5165;-4.6;6.2;-4.4;;;;;;Cenon Av. J. Jaurès après Paigne;Sens Entrant;;
Z8CT9;427;560;6855;-3.8;-1.7;-1.9;;;;;;Cenon Av. Jean Jaurès;Sens Sortant;;
Z9CT1;1134;944;15936;;;;;;;;;Bordeaux Blvd Gautier après Arès;Boulevards Nord > Sud;;
Z9CT15;501;407;6419;-3.0;-6.3;-4.2;;;;;;Mérignac Av. Mitterrand après A. Chemin;Sens Entrant;;
Z9CT17;431;468;7150;-6.5;-7.1;-5.5;;;;;;Mérignac Av .Mitterrand après C. Vic;Sens Sortant;;
Z9CT18;614;666;9412;-3.2;-0.5;-3.1;;;;;;Bordeaux Blvd G Pompidou après Despagnet;Sens Entrant;;
Z9CT6;479;436;6418;-3.0;0.1;-2.9;;;;;;Bordeaux Rue Larminat après Rue Redon;Sens Entrant;;
Z9CT7;531;456;6730;-4.4;4.4;-1.6;;;;;;Bordeaux 154 Rue d'Ornano après Héron;Sens Entrant;;
