IDENT;HPM_VAL;HPS_VAL;MJO_VAL;HPM_%;HPS_%;MJO_%;PL_VAL;PL_%;VIT_VAL;VIT_EVO;COMMENT;NOM_VOIE;SENS_CIR;V85_VL;V85_PL
Z1CT3;177;307;2688;;;;;;;;;Bordeaux Quai Louis XVIII Munich/Orléans;Nord > Sud;;
Z10AS;370;518;4694;-7.6;-19.7;-10.6;29;-15.8;42;3.5;;Talence Rue Vieille Tour Médoquine;Sens Sortant;;
Z1CT4;812;1001;13795;-6.7;-6.5;-7.6;;;;;;Bordeaux Quai Richelieu Aides/Cailhau;Nord > Sud;;
Z12AS;141;309;3289;7.6;-2.1;-2.9;182;-2.9;29;3.2;;Bègles 99 cours Victor Hugo;Sens Sortant;;
Z1CT6;359;327;5191;11.2;-0.6;-4.6;;;;;;Bordeaux Montée Pont de Pierre;Sens Sortant;;
Z16BE;332;678;6391;-3.7;0.7;-3.5;328;-5.0;39;8.9;;Pessac 9 Av. de Madran;Sens Entrant;;
Z1CT9;662;603;9507;-2.4;-4.1;-4.2;;;;;;Bordeaux Quai Chartrons ap Martinique;Nord > Sud;;
Z16CE;420;803;7822;2.9;-0.2;-3.1;436;-2.6;28;16.9;;Pessac Av. de Canejan niveau rocade;Sens Entrant;;
Z22CT2;324;462;5371;7.5;12.4;15.5;;;;;;Cenon Av. de Paris après 4 Pavillons;Sens Sortant;;
Z16CS;664;593;7979;8.7;-7.8;-3.9;250;-12.0;39;-1.4;;Pessac Av. de Canejan niveau rocade;Sens Sortant;;
Z23CT11;733;872;12392;4.4;4.5;1.5;;;;;;Eysines Av. du Médoc après G. Saux;Sens Sortant;;
Z17AE;397;447;6358;;;;310;;25;;;Talence Libération Roul Peixotto;Sens Entrant;;
Z23CT16;455;532;6812;2.3;3.1;1.2;;;;;;Eysines Av. du Médoc après Lesseps;Sens Entrant;;
Z19AE;414;424;6147;-3.0;-1.5;-1.4;348;-2.7;36;2.4;;Villenave d'Ornon 335 rte Toulouse;Sens Entrant;;
Z23CT5;376;341;5211;9.5;5.6;0.7;;;;;;Eysines Rte de Pauillac avant Médoc;Sens Entrant;;
Z19BE;621;695;10072;-3.2;-5.5;-5.0;715;-7.2;21;13.4;;Villenave d'Ornon 509 rte Toulouse;Sens Entrant;;
Z24CT10;553;819;11150;-3.0;0.0;-1.1;;;;;;Mérignac Magudas avant Cigale;Sens Entrant;;
Z19BS;514;653;9392;0.4;2.0;0.0;841;-3.9;18;16.8;;Villenave d'Ornon 509 Rte Toulouse;Sens Sortant;;
Z24CT11;686;953;12816;;;;;;;;;Mérignac Magudas après rocade;Sens Entrant;;
Z20AE;429;525;6198;-18.9;-16.2;-18.4;56;;36;4.4;;Bordeaux 248 Av. Tassigny;Sens Entrant;;
Z24CT14;376;277;5419;22.5;5.1;5.2;;;;;;Le Haillan Mermoz avant Magudas;Nord > Sud;;
Z20AS;345;470;5579;-17.9;-16.9;-15.9;800;;42;4.5;;Bordeaux 248 Av. Tassigny;Sens Sortant;;
Z24CT3;651;757;8077;1.8;4.8;0.2;;;;;;Le Haillan Av. Pasteur après Los Heros;Sens Sortant;;
Z21CS;243;385;4100;2.4;-16.4;-2.3;94;-9.2;38;2.0;;Le Bouscat 58 Av. de Tivoli;Sens Sortant;;
Z24CT8;1299;1093;16111;-15.4;-10.5;-7.5;;;;;;Mérignac Magudas avant rocade;Sens Sortant;;
Z22CE;1056;961;14792;-7.2;-8.6;-7.8;635;-3.8;53;-0.4;;Lormont Av. Kennedy Amitié;Sens Entrant;;
Z25CT14;728;680;8466;-4.4;-16.4;-8.0;;;;;;Bordeaux All. Boutaut après Claudeville;Sens Entrant;;
Z27AE;369;588;6275;-4.5;-7.2;-6.1;238;-7.6;40;3.2;;Pessac Av. Pasteur niveau rocade;Sens Entrant;;
Z25CT22;110;184;2790;3.6;-17.5;1.9;;;;;;Bordeaux Brunet  apres Brandenbourg;Sud > Nord;;
Z27AS;317;623;6820;-2.4;-8.6;-6.7;265;-8.4;41;2.2;;Pessac Av. Pasteur niveau rocade;Sens Sortant;;
Z25CT23;196;209;2700;-14.6;-7.9;-6.5;;;;;;Bordeaux Achard niveau Pourmann;Sens Sortant;;
Z27BE;287;489;5362;-10.6;-13.0;-6.8;277;-7.7;50;2.7;;Pessac Av. Haut-Lévêque;Sens Entrant;;
Z25CT6;275;453;5423;-2.5;7.8;-1.1;;;;;;Bordeaux Av. 40 Journaux avant Tobeen;Sud > Nord;;
Z29AE;462;334;3817;-22.1;-1.8;-8.4;76;-2.1;56;3.3;;Artigues Blvd de Feydeau;Sens Entrant;;
Z26CT1;696;747;13894;;;;;;;;;Bordeaux Blvd Albert 1er avant Curie;Nord > Sud;;
Z29AS;129;391;3101;-7.2;-19.2;-17.5;60;-10.6;56;3.4;;Artigues Blvd de Feydeau;Sens Sortant;;
Z26CT5;237;224;3271;;;;;;;;;Bordeaux Pallière avant Carle Vernet;Sens Entrant;;
Z30FNS;386;617;6433;-9.9;10.5;-3.7;553;-12.7;59;2.4;;Mérignac Roland GARROS;Nord > Sud;;
Z26CT7;121;112;1192;;;;;;;;;Bègles Croizat après Lapelleterie;Sens Sortant;;
Z30FSN;632;508;7494;7.3;-6.2;3.4;603;-13.4;54;5.5;;Mérignac Roland GARROS;Sud > Nord;;
Z27CT15;154;255;1968;-0.1;-7.4;-6.5;;;;;;Pessac Av. de Canéjan;Sens Entrant;;
Z32AE;505;609;7159;-11.0;-3.4;-3.9;405;-1.5;46;2.1;;Floirac 35 Av. Gaston Cabannes;Sens Entrant;;
Z27CT2;570;579;6468;-3.8;-5.6;-3.7;;;;;;Pessac Pasteur après Haut-Lévêque;Sens Entrant;;
Z32AS;408;693;7285;-20.5;-9.8;-6.8;364;-6.4;44;1.8;;Floirac 35 Av. Gaston Cabannes;Sens Sortant;;
Z27CT3;496;661;6974;-3.6;-8.3;-6.0;;;;;;Pessac Pasteur avant l'Alouette;Sens Sortant;;
Z35AS;355;996;11616;18.0;-1.9;6.3;532;1.6;43;0.6;;Ambares Av. de la Libération;Sens Sortant;;
Z27CT4;513;730;8938;2.9;2.9;0.1;;;;;;Pessac Av. Leclerc après Félix Faure;Sens Sortant;;
Z10CT17;416;418;4642;-3.2;-8.9;-8.5;;;;;;Talence Rue Vieille Tour après Lavoisier;Sens Entrant;;
Z29CT9;423;312;3762;-12.6;-3.5;-13.1;;;;;;Floirac Dubedout avant Allende;Sens Entrant;;
Z10CT21;633;673;10536;5.2;4.1;3.7;;;;;;Bordeaux Tauzin après Haut Brion;Sens Entrant;;
Z2CT10;438;342;5576;-9.4;-11.6;-12.2;;;;;;Bordeaux Cursol après Pasteur;Sens Entrant;;
Z10CT23;624;695;9675;;;;;;;;;Bordeaux Tauzin avant rue Haut Brion;Sens Sortant;;
Z2CT11;476;419;7257;-13.7;-12.6;-12.6;;;;;;Bordeaux Cours d'Albret après République;Sud > Nord;;
Z11CT12;886;771;11967;-1.4;-5.3;-2.9;;;;;;Bordeaux Blvd Roosevelt avant Jaurès;Sud > Nord;;
Z2CT18;262;378;4562;5.4;2.4;-0.8;;;;;;Bordeaux Cours V. Hugo après Cours Pasteur;Sens Sortant;;
Z11CT13;371;399;4926;0.4;2.4;-0.5;;;;;;Bordeaux Rue Brun;Boulevards > Somme;;
Z2CT22;102;100;1701;3.8;-2.9;3.4;;;;;;Bordeaux Descente => porte Cailhau;Bretelle Sud > Nord Descente > porte Cailhau;;
Z11CT14;578;854;12520;;;;;;;;;Bordeaux Blvd Roosevelt avant trémis;Boulevards Sud > Nord;;
Z2CT3;540;608;9497;2.3;-1.9;-2.3;;;;;;Bordeaux Cours V Hugo Bir Hakeim/Rousselle;Sens Entrant;;
Z11CT16;442;405;4896;-5.1;-2.4;-3.9;;;;;;Talence Cours Gambetta après Roustaing;Sens Sortant;;
Z2CT9;601;550;8965;-0.6;-14.3;-17.9;;;;;;Bordeaux Cours V. Hugo Ste Catherine;Sens Entrant;;
Z11CT17;359;366;4639;-18.8;4.2;2.3;;;;;;Bordeaux Argonne après Bertrand de Goth;Sens Entrant;;
Z30CT13;445;478;6121;-10.1;-5.4;-6.3;;;;;;Mérignac Av. Mendès-France;Sud > Nord;;
Z11CT2;380;434;4869;-2.9;-1.4;-1.6;;;;;;Talence Cours Gambetta avant Pt SNCF;Sens Entrant;;
Z30CT15;68;108;1161;2.1;-15.8;-5.6;;;;;;Mérignac Rte  Pessac;Nord > Sud;;
Z12CT10;629;708;9366;-4.4;-5.1;-5.6;;;;;;Bordeaux Blvd Albert 1er après Cabié;Nord > Sud;;
Z30CT17;384;454;5641;-13.4;-11.1;-9.5;;;;;;Mérignac Av. Mendès-France;Sud > Nord;;
Z12CT7;606;588;8361;-6.5;-4.6;-6.4;;;;;;Bordeaux Cours de la Somme après Brun;Sens Entrant;;
Z30CT9;400;304;4533;8.9;4.4;5.3;;;;;;Mérignac Av. de la Marne après M. France;Sens Sortant;;
Z12CT9;556;564;8064;-12.4;-7.1;-9.5;;;;;;Bordeaux Blvd Roosevelt avant Toulouse;Nord > Sud;;
Z31CT6;737;716;9022;0.2;-1.0;-2.7;;;;;;Bassens Entrée Ech. 2;Bretelle Entrante Nord;;
Z13CT12;655;512;7604;-12.4;-15.6;-16.5;;;;;;Bordeaux Rue Ecole Normale;Sens Entrant;;
Z3CT11;413;427;7085;13.4;10.6;2.0;;;;;;Bordeaux Cours Marne après Capucins;Marne vers Victoire;;
Z13CT15;363;373;4449;-17.0;-23.0;-14.9;;;;;;Bordeaux Rue de Tivoli;Sens Sortant;;
Z4CT1;621;507;8889;1.3;-4.3;-2.1;;;;;;Bordeaux Cours de Verdun angle d'Aviau;Nord > Sud;;
Z13CT16;95;84;1080;-21.6;-19.8;-14.7;;;;;;Bordeaux Croix Blanche après Jean Soula;Sens Entrant;;
Z4CT10;268;212;3686;4.0;7.5;7.0;;;;;;Bordeaux Rue Michelet après St Sernin;Sens Entrant;;
Z13CT18;283;268;4741;-1.8;-4.7;-2.7;;;;;;Bordeaux Rue Fondaudège;;;
Z4CT13;449;438;6012;-3.7;-12.7;-6.0;;;;;;Bordeaux Bonnac entrant après Sourdis;Centre Ville Entrant;;
Z13CT20;351;433;5567;3.1;1.4;0.9;;;;;;Bordeaux Av. d'Eysines avant F. Faure;Sens Sortant;;
Z4CT14;343;335;4809;-9.0;-3.9;-6.1;;;;;;Bordeaux Cours de Verdun avant Gourgues;Sud > Nord;;
Z14CT12;1012;1049;14989;-7.8;-3.7;-8.0;;;;;;Bordeaux Rue L. Faure après L. Fargue;Sens Entrant;;
Z4CT19;263;279;4548;-14.6;-11.0;-12.0;;;;;;Bordeaux Rue N.-Pénard après Michelet;Nord > Sud;;
Z14CT14;446;464;6905;-13.2;5.7;-7.2;;;;;;Bordeaux Quai Chartrons avant Chantecrit;Sud > Nord;;
Z4CT2;438;330;7396;12.0;12.6;1.3;;;;;;Bordeaux Allées de Tourny;Place de la Comédie > place Tourny;;
Z14CT15;721;829;11273;-3.7;-0.6;-5.6;;;;;;Bordeaux Rue Faure;Sens Sortant;;
Z4CT23;284;357;4908;-7.1;-5.6;-6.1;;;;;;Bordeaux Cours de Verdun avant Doumer;Sens Sortant;;
Z14CT16;376;338;5584;-3.2;1.6;-6.3;;;;;;Bordeaux Quai de Bacalan après L. Faure;Nord > Sud;;
Z4CT7;317;275;5010;-5.8;8.3;-1.1;;;;;;Bordeaux Cours N. Pénard après Albret;Sud > Nord;;
Z14CT18;232;200;3053;-9.5;-7.7;-7.1;;;;;;Bordeaux Quai de Bacalan après L. Faure;Sud > Nord;;
Z4CT9;378;294;5531;9.0;5.0;5.9;;;;;;Bordeaux 20 Rue Judaïque;Sens Sortant;;
Z14CT19;523;676;7811;-10.6;-6.8;-6.9;;;;;;Bordeaux Cours Balguerie Stuttenberg;Sens Sortant;;
Z5CT10;678;728;10962;-7.1;-7.0;-6.6;;;;;;Bordeaux Rue Saget après Tauzia;de Tauzia > Quais;;
Z14CT20;217;467;4926;-2.5;-24.9;-13.2;;;;;;Bordeaux Boulevard Alfred Daney;Sens Entrant;;
Z5CT17;1977;1768;22518;-18.0;-9.2;-11.2;;;;;;Bordeaux Pont St Jean;Sens Entrant;;
Z14CT4;705;620;8377;-4.7;-2.8;-3.9;;;;;;Le Bouscat Allée de Boutaut;Sens Entrant;;
Z5CT20;498;475;6625;-15.2;-18.6;-14.1;;;;;;Bordeaux Quai de Paludate;Sens Entrant vers Pont de Pierre;;
Z15CT12;364;331;4847;-2.2;5.1;0.1;;;;;;Bordeaux Av. E. Counord avant Guillemin;Sens Entrant;;
Z5CT22;1589;1352;20026;-2.9;-5.3;-6.0;;;;;;Bordeaux Quai Ste Croix;Quais  Sud > Nord;;
Z15CT5;355;398;5350;-0.9;0.8;2.0;;;;;;Bordeaux Cours Martinique après Portal;Sens Sortant;;
Z5CT4;698;597;7729;-10.1;-6.1;-7.0;;;;;;Bordeaux Quai Souys Mattéoti/Sembat;Quais rive Droite Sud > Nord;;
Z15CT6;48;57;709;22.3;5.6;9.8;;;;;;Bordeaux Cours E. de Fayolle après Doumer;Sens Sortant;;
Z5CT6;795;615;8182;-11.5;-15.5;-13.0;;;;;;Bordeaux Quai de Paludate;Sens Entrant vers gare;;
Z16CT10;467;533;5808;-2.4;-6.4;-4.8;;;;;;Pessac Rue Pénard avant Cohé;Sens Sortant;;
Z6CT12;576;584;7601;-3.2;-7.8;-5.6;;;;;;Bordeaux Rue G. Bonnac après Wilson;Sens Entrant;;
Z16CT2;419;449;5216;-12.2;-9.2;-6.7;;;;;;Bordeaux Av. Jaurès;Sens Sortant;;
Z6CT13;361;342;4227;-17.2;-0.2;-1.0;;;;;;Bordeaux Rue Mandel après Chevalier;Sens Entrant;;
Z16CT7;290;385;4293;-9.8;-4.4;-5.4;;;;;;Pessac Av. Jean Jaurès après Chiquet;Sens Entrant;;
Z6CT18;325;252;3493;8.8;6.5;7.2;;;;;;Bordeaux Rue Bernard Adour après Liberté;Sens Entrant;;
Z16CT9;192;260;2316;-12.6;-14.5;-9.5;;;;;;Pessac Cordier après Cimetière;Sens Sortant;;
Z6CT19;743;808;10064;-2.6;1.3;-1.2;;;;;;Bordeaux Av. République après Bel Air;Sens Sortant;;
Z17CT13;188;298;2312;-14.9;-11.0;-16.6;;;;;;Talence Rue Lamartine avant Suzon;Sens Sortant;;
Z7CT15;423;440;5241;-0.7;7.1;-0.2;;;;;;Mérignac Av. du Chut;Sens Entrant;;
Z17CT5;338;544;7260;5.0;-1.2;0.8;;;;;;Talence 552 Cours  Libération;Sens Entrant;;
Z8CT15;367;493;5262;-11.6;-12.8;-10.2;;;;;;Bordeaux Rue Sem;Nord > Sud;;
Z17CT7;413;456;5940;0.0;0.8;-0.4;;;;;;Talence Libération après Suzon;Sens Entrant;;
Z9CT12;479;514;7678;;;;;;;;;Bordeaux Blvd Geoges Pompidou / Doumerc;Sens Entrant;;
Z17CT8;668;742;8644;2.2;9.1;-5.7;;;;;;Gradignan Cours du Général De Gaulle;Sens Entrant;;
Z9CT14;419;460;6800;-9.1;-10.3;-6.7;;;;;;Mérignac Av. de Peychotte avant Riaud;Sens Entrant;;
Z18CT10;500;489;5873;0.0;0.3;3.4;;;;;;Gradignan Gal de Gaulle après Rochefort;Sens Entrant;;
Z9CT16;417;544;7106;-4.5;-1.5;-3.8;;;;;;Mérignac Av. François Mitterrand;Sens Sortant;;
Z18CT11;309;264;3367;-4.6;-5.8;-4.5;;;;;;Gradignan F. de Monjous avant de Gaulle;Sud > Nord;;
Z19CT15;286;147;2076;-0.4;-0.2;1.0;;;;;;Villenave d'Ornon Rue Jean Pages;Sens Entrant;;
Z19CT16;505;521;7670;-3.9;-3.4;-1.9;;;;;;Bègles 168 rte de Toulouse après Sévène;Sens Entrant;;
Z19CT8;703;687;9817;-1.8;0.5;-3.0;;;;;;Bègles Route de Toulouse;Sens Entrant;;
Z19CT9;365;571;7421;-5.1;6.7;-3.3;;;;;;Villenave d'Ornon Leclerc après rocade;Sens Entrant;;
Z1CT10;632;597;9109;-8.5;-6.1;-6.7;;;;;;Bordeaux Quai des Chartrons;Nord > Sud;;
Z1CT13;1581;1336;19952;-5.8;-3.3;-6.8;;;;;;Bordeaux Quai Grave après Allamandier;Sud > Nord;;
Z1CT15;220;206;3236;3.4;4.0;1.8;;;;;;Bordeaux Martinique;Sens Entrant;;
