IDENT;HPM_VAL;HPS_VAL;MJO_VAL;HPM_%;HPS_%;MJO_%;PL_VAL;PL_%;VIT_VAL;VIT_EVO;COMMENT;NOM_VOIE;SENS_CIR;V85_VL;V85_PL
Z4CT7;337;254;5067;-11.5;-20.1;-12.4;;;;;;Bordeaux Cours N. Pénard après Albret;Sud > Nord;;
Z5CT10;729;783;11734;-2.9;-5.7;1.6;;;;;;Bordeaux Rue Saget après Tauzia;de Tauzia > Quais;;
Z5CT17;2412;1947;25351;2.8;9.4;12.9;;;;;;Bordeaux Pont St Jean;Sens Entrant;;
Z5CT21;934;694;8419;-9.1;-12.4;-7.7;;;;;;Bordeaux Quai de Paludate;Sens Entrant vers boulevard;;
Z5CT22;1636;1427;21315;-4.1;2.7;7.0;;;;;;Bordeaux Quai Ste Croix;Quais  Sud > Nord;;
Z5CT8;555;498;8215;4.1;-3.0;11.6;;;;;;Bordeaux Rue Domercq après Pt du Guit;Sens Entrant;;
Z6CT11;762;671;9754;-2.6;-8.1;-3.1;;;;;;Bordeaux Av. d'Arès après Schrader;Sens Entrant;;
Z6CT12;595;633;8050;-0.5;15.4;8.9;;;;;;Bordeaux Rue G. Bonnac après Wilson;Sens Entrant;;
Z6CT16;245;258;4073;-18.8;-20.5;-12.1;;;;;;Bordeaux Rue Judaïque avant Soula;Sens Sortant;;
Z6CT17;113;263;2551;21.6;15.7;16.1;;;;;;Bordeaux Rue Nauville avant Judaïque;Sud > Nord;;
