IDENT;HPM_VAL;HPS_VAL;MJO_VAL;HPM_%;HPS_%;MJO_%;PL_VAL;PL_%;VIT_VAL;VIT_EVO;COMMENT;NOM_VOIE;SENS_CIR;V85_VL;V85_PL
Z30CS;322;389;5085;-25.2;-9.0;-5.3;264;-0.4;29;-1.4;;Mérignac face au 153 Av. de la Somme;Sens Sortant;;
Z30DNS;311;400;5413;-7.8;-10.0;-0.9;207;12.7;48;0.1;;Mérignac 66 Av. Pierre Mendès France;Sens Mérignac vers Pessac;;
Z32AS;514;768;7817;12.5;15.4;18.2;389;11.8;44;-3.3;;Floirac 35 Av. Gaston Cabannes;Sens Sortant;;
Z33AE;812;527;9182;15.8;-20.0;-9.9;782;-7.5;51;17.8;;Blanquefort Av. du XI Novembre;Sens Entrant;;
Z35AS;301;1016;10929;12.8;5.8;7.2;525;10.0;43;0.2;;Ambares Av. de la Libération;Sens Sortant;;
Z10CT1;664;625;9774;-5.6;-11.5;-5.8;;;;;;Bordeaux Blvd Leclerc après Thomas;Boulevards Nord > Sud;;
Z10CT3;923;876;13755;-8.0;-2.9;-2.7;;;;;;Bordeaux Blvd George V avant barr Pessac;Boulevards Sud > Nord;;
Z10CT6;408;381;4759;;;;;;;;;Bordeaux Rue de Pessac après Audeguil;Sens Sortant;;
Z10CT9;700;742;8125;-1.8;2.5;4.9;;;;;;Bordeaux Cours Galliéni après Médoquine;Sens Entrant;;
Z11CT10;1177;1310;16388;4.9;-4.4;-0.6;;;;;;Bordeaux Blvd Roosevelt après Rue Hoche;Nord > Sud;;
Z11CT13;370;390;4950;18.2;8.2;14.9;;;;;;Bordeaux Rue Brun;Boulevards > Somme;;
Z11CT17;442;351;4534;11.3;-5.7;-2.7;;;;;;Bordeaux Argonne après Bertrand de Goth;Sens Entrant;;
Z11CT9;766;841;12485;1.3;-8.9;0.2;;;;;;Talence Boulevard George V;Sud > Nord;;
Z12CT2;310;244;4232;-16.2;-22.7;-10.2;;;;;;Bordeaux Rue Malbec avant Nansouty;Sens Sortant;;
Z13CT1;499;534;9850;6.2;1.5;7.9;;;;;;Bordeaux Blvd Pierre 1er avant Hugo;Nord > Sud;;
Z13CT14;261;249;4246;7.2;7.2;12.1;;;;;;Bordeaux Ulysse Gayon;Sens Sortant;;
Z13CT18;288;281;4870;-4.5;-15.3;-2.4;;;;;;Bordeaux Rue Fondaudège;;;
Z13CT2;869;889;15222;3.8;-1.0;4.9;;;;;;Bordeaux Blvd Pierre 1er après Tivoli;Nord > Sud;;
Z13CT21;319;330;4068;-1.3;-8.0;-9.1;;;;;;Bordeaux Rue de la Course;;;
Z13CT9;438;362;5187;131.8;89.9;89.0;;;;;;Bordeaux Rue Johnston avant Arsenal;Sens Entrant;;
Z14CT11;582;624;11099;-13.8;-19.9;-9.6;;;;;;Bordeaux Blvd Godard avant Ampère;Nord > Sud;;
Z14CT12;1098;1089;16301;8.6;1.9;13.6;;;;;;Bordeaux Rue L. Faure après L. Fargue;Sens Entrant;;
Z14CT13;401;339;5925;6.4;-11.2;9.5;;;;;;Bordeaux Quai Chartrons;Nord > Sud;;
Z07BE;378;465;6103;31.5;22.8;30.5;79;;29;-14.7;;Mérignac 20 Av. du Chut;Sens Entrant;;
Z14CT15;749;834;11942;-2.2;-5.2;8.7;;;;;;Bordeaux Rue Faure;Sens Sortant;;
Z09AS;404;558;7514;-2.4;5.3;12.4;393;17.7;34;-0.5;;Mérignac VDO;Sens Sortant;;
Z14CT2;941;631;12954;13.9;-10.7;15.1;;;;;;Bordeaux Blvd Godard avant Jeanvrot;Sud > Nord;;
Z10BS;409;549;5999;-21.9;13.2;6.1;241;1.6;32;3.8;;Bordeaux Rue Bethmann Bx II;Sens Sortant;;
Z15CT11;147;250;2074;-18.3;14.4;-10.4;;;;;;Bordeaux Av. E. Counord après giratoire;Sens Sortant;;
Z12AS;131;316;3387;-43.1;0.1;1.6;187;1.7;29;2.3;;Bègles 99 cours Victor Hugo;Sens Sortant;;
Z15CT12;372;315;4844;0.5;-2.6;3.3;;;;;;Bordeaux Av. E. Counord avant Guillemin;Sens Entrant;;
Z16BS;484;487;6356;;;;350;;48;;;Pessac 9 Av. de Madran;Sens Sortant;;
Z15CT13;59;85;1147;-3.4;-6.3;-5.6;;;;;;Bordeaux Av. E. Counord après Godard;Sens Sortant;;
Z17BS;885;767;13445;-8.9;-22.9;3.6;725;7.5;30;8.3;;Talence Liberation Peyberland Rabelais;Sens Sortant;;
Z15CT15;262;203;3236;-8.1;-9.8;-6.9;;;;;;Bordeaux Rue d'Aviau avant Ducau;Sens Entrant;;
Z17CS;172;746;5065;-37.8;14.2;15.0;144;7.7;44;0.6;;Gradignan 14 Rue Naudet;Sens Sortant;;
Z16CT1;563;510;6342;7.0;-2.0;3.5;;;;;;Pessac Av. Jean Jaurès;Sens Sortant;;
Z19CE;577;725;9627;-2.3;-3.1;4.3;561;8.6;35;4.1;;Villenave d'Ornon Rue Pierre Proud'hon;Sens Entrant;;
Z16CT2;477;495;5588;21.4;5.0;5.8;;;;;;Bordeaux Av. Jaurès;Sens Sortant;;
Z20AS;420;566;6635;-11.6;-2.7;-1.0;;;41;3.0;;Bordeaux 248 Av. Tassigny;Sens Sortant;;
Z16CT3;337;447;5358;-5.7;-3.3;-1.6;;;;;;Pessac Av. Jaurès après Jaubert;Sens Sortant;;
Z21CE;256;290;3327;-43.4;-31.6;-33.0;57;-23.3;31;1.5;;Le Bouscat 58 Av. de Tivoli;Sens Entrant;;
Z16CT5;468;544;5719;5.3;17.5;8.4;;;;;;Pessac Av. Pasteur après Aciéries;Sens Entrant;;
Z22BE;358;495;6261;-7.5;8.4;10.2;326;20.3;35;19.6;;Lormont 36 Av. de Paris;Sens Entrant;;
Z16CT8;253;301;3312;-7.9;-2.8;-2.1;;;;;;Pessac Rue Pénard après Echoppes;Sens Sortant;;
Z22CE;1137;1052;16036;-8.6;5.1;6.8;661;17.3;54;0.1;;Lormont Av. Kennedy Amitié;Sens Entrant;;
Z17CT1;499;474;5808;16.7;2.5;3.7;;;;;;Talence Cours Gambetta avant Rue Mirabeau;Sens Sortant;;
Z22CS;826;934;16086;4.0;13.9;15.0;672;23.7;39;3.1;;Lormont Av. Kennedy Amitié;Sens Sortant;;
Z17CT13;221;335;2771;39.3;27.7;28.4;;;;;;Talence Rue Lamartine avant Suzon;Sens Sortant;;
Z23BS;644;688;7933;-4.9;18.0;17.4;463;26.5;38;11.1;;Bruges Av. de Gaulle Fleuranceau Rocade;Sens Sortant;;
Z17CT4;1998;1555;22927;7.6;0.4;6.6;;;;;;Gradignan Cours de Gaulle;Sens Entrant;;
Z23DE;163;307;3179;-20.9;5.9;-5.1;213;-7.3;49;0.7;;Bruges Rue de Fieuzal (face au lac);Sens Entrant;;
Z17CT8;654;680;9170;0.2;5.3;5.7;;;;;;Gradignan Cours du Général De Gaulle;Sens Entrant;;
Z24AE;549;587;6306;8.5;15.2;0.3;239;8.3;42;-4.2;;Eysines 245 Av. de St Médard;Sens Entrant;;
Z18CT1;240;492;5740;2.4;6.9;5.5;;;;;;Gradignan Gal de Gaulle avant platanes;Sens Sortant;;
Z24AS;417;526;5448;-25.1;-5.5;-13.0;194;-20.1;37;-18.5;;Eysines 245 Av. de Saint Médard;Sens Sortant;;
Z18CT10;500;488;5681;-0.4;-3.5;-7.4;;;;;;Gradignan Gal de Gaulle après Rochefort;Sens Entrant;;
Z26AS;381;650;7561;-7.7;10.6;14.0;415;9.3;42;-1.5;;Bègles rte de Courréjean;Sens Sortant;;
Z18CT12;297;529;6056;0.3;0.0;0.4;;;;;;Gradignan Gal de Gaulle avant Lahouneau;Sens Sortant;;
Z26BE;183;224;2828;-26.2;9.2;6.2;90;-2.4;32;4.6;;Bègles 98 Rue Alexis Capelle;Sens Entrant;;
Z18CT3;151;394;3978;-11.3;-15.7;-13.3;;;;;;Gradignan Gal de Gaulle après place;Sens Sortant;;
Z27AS;325;681;7310;-47.9;18.5;12.1;290;4.2;41;-1.3;;Pessac Av. Pasteur niveau rocade;Sens Sortant;;
Z18CT4;258;210;2711;-32.6;-37.8;-39.1;;;;;;Gradignan Gal de Gaulle avant place;Sens Entrant;;
Z28AE;877;588;8322;5.9;-2.8;-0.4;518;0.7;;;;Saint-Médard-en-Jalles Av. de Capeyron;Sens Entrant;;
Z19CT12;266;75;1136;33.1;36.4;21.9;;;;;;Villenave d'Ornon Leclerc avant Gaston;Sens Entrant;;
Z28AS;437;790;8024;-18.8;-4.4;0.3;508;2.1;;;;Saint-Médard-en-Jalles Av. de Capeyron;Sens Sortant;;
Z19CT15;287;147;2056;8.7;19.0;22.3;;;;;;Villenave d'Ornon Rue Jean Pages;Sens Entrant;;
Z30BE;259;481;5231;-37.3;-19.1;-21.1;202;-11.6;38;-10.9;;Mérignac Av. de la Marne;Sens Entrant;;
Z19CT16;525;539;7822;-6.9;-14.0;-11.7;;;;;;Bègles 168 rte de Toulouse après Sévène;Sens Entrant;;
Z30BS;445;482;6193;-35.3;-13.2;-18.2;219;-12.0;39;-1.6;;Mérignac Av. de la Marne;Sens Sortant;;
Z19CT2;389;384;5668;-3.9;-5.0;-5.0;;;;;;Villenave d'Ornon 246 Rte de Toulouse;Sens Entrant;;
Z30CE;199;580;5740;-43.2;0.8;-2.6;214;-10.6;31;2.6;;Mérignac face 153 Av. de la Somme;Sens Entrant;;
Z19CT4;407;308;4259;3.8;-7.0;-3.8;;;;;;Villenave d'Ornon Rue Labro;Sens Sortant;;
Z30GS;882;1211;13847;15.6;-7.4;0.8;1284;3.2;63;6.4;;Mérignac Av. François Mitterrand;Sens Sortant;;
Z1CT10;691;636;9760;16.9;0.9;11.8;;;;;;Bordeaux Quai des Chartrons;Nord > Sud;;
Z10CT11;297;302;3361;13.3;-4.6;0.8;;;;;;Bordeaux Rue Mouneyra après Dupeux;Sens Sortant;;
Z1CT13;1678;1382;21401;-3.0;0.9;7.3;;;;;;Bordeaux Quai Grave après Allamandier;Sud > Nord;;
Z10CT13;265;335;4058;-25.1;-12.0;-21.2;;;;;;Bordeaux 245 Rue du Tondu;Sens Entrant;;
Z1CT15;213;198;3178;10.1;7.7;15.6;;;;;;Bordeaux Martinique;Sens Entrant;;
Z10CT16;735;773;8648;;;;;;;;;Bordeaux Cours Galliéni après Quintin;Sens Sortant;;
Z20CT1;791;925;11197;-6.1;-9.3;-6.3;;;;;;Bordeaux Av. de Gaulle après Bocage;Sens Sortant;;
Z10CT17;430;459;5072;-2.7;7.6;3.6;;;;;;Talence Rue Vieille Tour après Lavoisier;Sens Entrant;;
Z20CT6;360;319;4640;-41.6;-38.4;-35.1;;;;;;Bordeaux Av. Leclerc après St Amand;Sens Entrant;;
Z10CT19;722;746;9710;1.1;-5.6;-0.8;;;;;;Bordeaux Béchade après giratoire;Sens Sortant;;
Z22CT11;397;295;3672;15.9;3.4;4.8;;;;;;Lormont Dupin après Lavergne;Av. de Paris> Pt Aquit;;
Z11CT1;243;355;3954;0.7;12.9;3.2;;;;;;Talence Cours Gambetta avant Lamartine;Sens Entrant;;
Z23CT11;702;834;12209;-3.4;-11.2;0.0;;;;;;Eysines Av. du Médoc après G. Saux;Sens Sortant;;
Z11CT15;423;379;4815;16.0;4.9;7.6;;;;;;Talence Cours Gambetta après Pt SNCF;Sens Sortant;;
Z23CT12;401;593;8026;-10.9;-12.6;-0.3;;;;;;Le Bouscat Route du Médoc;;;
Z11CT2;391;440;4948;-1.5;-0.2;-5.2;;;;;;Talence Cours Gambetta avant Pt SNCF;Sens Entrant;;
Z23CT3;532;703;9719;-19.8;-13.9;-3.6;;;;;;Bruges Rte du Médocavant Croix du Vigean;Sens Sortant;;
Z12CT11;517;582;8044;-6.2;-15.8;-7.8;;;;;;Bordeaux 149 Blvd Albert 1er;Nord > Sud;;
Z23CT7;451;800;10284;-18.8;-10.9;2.0;;;;;;Bruges Rte du Médoc  avant Hippodrome;Sens Entrant;;
Z12CT12;832;800;12421;-0.6;5.5;8.3;;;;;;Bordeaux Blvd Albert 1er après Daguin;Sud > Nord;;
Z24CT1;573;558;6100;-2.2;-8.0;-8.6;;;;;;Eysines Av. de St Médard après Dubrana;Sens Sortant;;
Z12CT13;528;557;8478;-18.6;-9.2;-4.8;;;;;;Bordeaux 52 Blvd Albert 1er;Sud > Nord;;
Z24CT13;406;516;5926;17.8;-3.6;13.1;;;;;;Le Haillan G. Eiffel après Laplace;Sud > Nord;;
Z12CT3;330;403;6105;-23.2;-13.2;-2.4;;;;;;Bordeaux Cours de la Somme après Rue Brun;Sens Sortant;;
Z24CT4;633;530;6251;27.7;-4.0;1.3;;;;;;Le Haillan Av. Pasteur après Chavailles;Sens Entrant;;
Z12CT6;464;392;6842;-20.8;-24.3;-22.0;;;;;;Bordeaux Rte Toulouse après Suzon;Sens Entrant;;
Z24CT7;88;295;2697;-4.2;-12.0;2.0;;;;;;Mérignac Daudet avant Magudas;Sud > Nord;;
Z13CT12;747;607;9104;-23.4;-23.7;-22.0;;;;;;Bordeaux Rue Ecole Normale;Sens Entrant;;
Z25CT12;537;706;8016;-8.4;-2.0;-1.8;;;;;;Bordeaux Allée de Boutaut avant Laroque;Sens Sortant;;
Z13CT16;121;105;1267;-78.7;-76.3;-80.5;;;;;;Bordeaux Croix Blanche après Jean Soula;Sens Entrant;;
Z25CT24;80;152;1107;-8.9;38.5;-0.5;;;;;;Bordeaux Brunet avant Brandenburg;Sens Entrant;;
Z13CT7;311;370;4013;66.6;-0.8;14.4;;;;;;Bordeaux Cours de la Libération;Sens Sortant;;
Z26CT8;171;257;2363;9.5;19.7;8.0;;;;;;Bègles Moga  après Durcy;Sens Entrant;;
Z14CT1;895;687;12751;-9.0;-17.3;-5.2;;;;;;Bordeaux Blvd Godard avant Trébod;Sud > Nord;;
Z27CT11;382;628;7519;-0.4;-8.9;2.5;;;;;;Pessac Av. Leclerc après Meyraud;Sens Sortant;;
Z14CT14;514;439;7437;-8.7;-15.6;3.6;;;;;;Bordeaux Quai Chartrons avant Chantecrit;Sud > Nord;;
Z27CT13;224;389;3789;0.7;11.2;0.9;;;;;;Pessac Haut Lévèque avant Matisse;Sud > Nord;;
Z14CT16;389;333;5959;1.5;-13.4;2.6;;;;;;Bordeaux Quai de Bacalan après L. Faure;Nord > Sud;;
Z27CT2;592;613;6715;0.6;7.9;1.5;;;;;;Pessac Pasteur après Haut-Lévêque;Sens Entrant;;
Z14CT19;585;725;8394;7.1;11.0;11.7;;;;;;Bordeaux Cours Balguerie Stuttenberg;Sens Sortant;;
Z27CT3;515;721;7421;4.6;8.4;6.7;;;;;;Pessac Pasteur avant l'Alouette;Sens Sortant;;
Z14CT20;223;622;5672;-19.7;16.6;-1.1;;;;;;Bordeaux Boulevard Alfred Daney;Sens Entrant;;
Z27CT5;244;466;4664;-3.6;-7.8;-7.7;;;;;;Pessac Av. du Haut Lévêque après le CHR;Sud > Nord;;
Z14CT22;1172;1026;14324;6.3;-2.0;7.2;;;;;;Bordeaux Pont Chaban Delmas;Sens Entrant;;
Z28CT7;615;660;8465;10.1;11.3;8.1;;;;;;St Médard Av. Montaigne après Rue Capsec;Sens Entrant;;
Z14CT3;1011;1318;16126;0.6;6.4;12.2;;;;;;Bordeaux Pont Chaban Delmas;Sens Sortant;;
Z29CT10;262;474;4804;23.7;14.7;22.5;;;;;;Floirac Dubedout avant Allende;Sens Sortant;;
Z14CT4;740;638;8719;-3.2;-4.1;-1.1;;;;;;Le Bouscat Allée de Boutaut;Sens Entrant;;
Z2CT10;483;387;6350;19.5;22.0;25.1;;;;;;Bordeaux Cursol après Pasteur;Sens Entrant;;
Z14CT5;446;531;6991;-16.3;-8.4;-5.3;;;;;;Bordeaux Allée de Boutaut;Sens Sortant;;
Z2CT13;271;339;4733;-19.6;-19.9;-15.3;;;;;;Bordeaux Pl République vers Cursol;Sens Sortant;;
Z14CT9;2040;1130;22416;-1.8;-24.8;-6.7;;;;;;Bordeaux Blvd A d'Aquitaine avant Latule;Sens Entrant;;
Z2CT22;98;103;1645;-6.6;7.7;7.3;;;;;;Bordeaux Descente => porte Cailhau;Bretelle Sud > Nord Descente > porte Cailhau;;
Z15CT14;189;194;2903;;;;;;;;;Bordeaux Martinique vers quais;Centre Ville Sortant;;
Z2CT5;83;141;1647;-69.4;-64.5;-66.7;;;;;;Bordeaux Juin après Belfort;Sens Entrant;;
Z15CT2;299;390;5049;4.8;3.3;4.6;;;;;;Bordeaux Cours Portal après Doumer;Sens Sortant;;
Z2CT7;475;404;5737;-13.2;-5.4;-7.2;;;;;;Bordeaux Juin A.France;Sens Sortant;;
Z15CT6;39;54;646;19.8;36.1;29.0;;;;;;Bordeaux Cours E. de Fayolle après Doumer;Sens Sortant;;
Z30CT14;494;494;6441;1.8;-4.8;1.0;;;;;;Mérignac Av. Mendès-France;Nord > Sud;;
Z15CT9;263;273;3508;1.6;-4.1;0.0;;;;;;Bordeaux Rue Godard après Lagrange;de Lagrange  > Counord;;
Z30CT16;450;409;5770;14.3;1.2;10.6;;;;;;Mérignac Av. Mendès-France;Nord > Sud;;
Z16CT12;167;252;2450;1.7;29.7;26.7;;;;;;Pessac Av. Bougnard;Sens Entrant;;
Z30CT24;180;297;2239;20.0;27.5;19.4;;;;;;Mérignac Eyquems avant Rue Bourly;Sens Entrant;;
Z16CT13;282;298;3296;2.5;4.8;2.2;;;;;;Pessac Rue Cohé Centre après Pénard;Nord > Sud;;
Z31CT1;413;1218;12989;-25.1;-0.9;2.6;;;;;;Bassens Rd p Ricard > côte de la Garonne;Sud > Nord;;
Z16CT14;441;560;5782;;;;;;;;;Pessac Rue Chateaubriand aprè Lamartine;Sud > Nord;;
Z31CT8;533;524;7215;3.1;8.5;11.9;;;;;;Bassens Bourdieu avant Beaumont;Nord > Sud;;
Z16CT7;322;403;4539;6.9;8.3;5.6;;;;;;Pessac Av. Jean Jaurès après Chiquet;Sens Entrant;;
Z3CT14;246;502;3921;-4.9;7.5;1.7;;;;;;Bordeaux Rue Lamourous avant St. Genès.;Sens Sortant;;
Z16CT9;220;304;2559;-9.4;-0.8;-7.2;;;;;;Pessac Cordier après Cimetière;Sens Sortant;;
Z3CT16;305;274;5098;-2.3;-10.2;1.5;;;;;;Bordeaux Cours de la Marne après Meunier;Sens gare vers Victoire;;
Z17CT5;322;551;7202;-18.8;-4.0;-9.1;;;;;;Talence 552 Cours  Libération;Sens Entrant;;
Z4CT10;258;197;3444;20.3;-1.5;15.2;;;;;;Bordeaux Rue Michelet après St Sernin;Sens Entrant;;
Z17CT6;374;568;6935;-13.5;-1.1;-9.0;;;;;;Talence 455 Cours de la Libération;Sens Entrant;;
Z4CT14;377;349;5124;18.6;11.6;13.5;;;;;;Bordeaux Cours de Verdun avant Gourgues;Sud > Nord;;
Z18CT11;324;280;3527;10.6;9.3;8.8;;;;;;Gradignan F. de Monjous avant de Gaulle;Sud > Nord;;
Z4CT15;510;369;8528;-6.8;-22.7;-1.7;;;;;;Bordeaux Cours de Verdun;Nord > Sud;;
Z18CT13;253;403;4380;-11.1;-8.0;-4.0;;;;;;Gradignan Lahouneau avant de Gaulle;Nord > Sud;;
Z4CT18;695;604;9498;-1.6;-5.5;2.5;;;;;;Bordeaux Cours Clémenceau avant Buffon;Sud > Nord;;
Z19CT10;236;224;2926;-17.3;-14.5;-15.7;;;;;;Villenave d'Ornon Labro vers Bègles;Sens Entrant;;
Z4CT24;168;286;2500;-3.3;11.5;1.2;;;;;;Bordeaux Rue d'Aviau avant Ducau;Sens Sortant;;
Z19CT14;445;948;11529;-13.9;-3.4;0.3;;;;;;Villenave d'Ornon bretelle sortie int.;Bretelle sortie rocade intérieure;;
Z4CT8;186;138;2727;-14.4;-20.2;-9.4;;;;;;Bordeaux Rue Judaïque après C. d'Eau;Sens Sortant;;
Z19CT3;504;491;7276;3.8;3.1;2.2;;;;;;Villenave d'Ornon Toulouse Chatry/Labro;Sens Sortant;;
Z5CT12;54;86;923;-14.1;-12.9;-12.4;;;;;;Bordeaux Cours de la Marne après Malbec;Nord > Sud;;
Z19CT6;576;398;6413;6.8;3.0;8.7;;;;;;Villenave d'Ornon Av. Georges Clémenceau;Sens Entrant;;
Z5CT15;682;716;8994;40.5;-8.0;8.9;;;;;;Bordeaux Quai Deschamps;Nord > Sud;;
Z19CT7;290;517;6619;-15.1;-1.9;-2.0;;;;;;Villenave d'Ornon Av des Pyrénées;Sens Entrant;;
Z5CT19;827;704;10431;8.9;11.3;8.5;;;;;;Bordeaux Rue peyronnet;Sens Entrant;;
Z1CT16;814;685;10234;5.3;2.5;11.5;;;;;;Bordeaux Quai Chartrons après  Arnozan;Sud > Nord;;
Z5CT20;587;584;7710;5.5;47.6;38.1;;;;;;Bordeaux Quai de Paludate;Sens Entrant vers Pont de Pierre;;
Z1CT4;870;1070;14922;2.6;-6.1;5.4;;;;;;Bordeaux Quai Richelieu Aides/Cailhau;Nord > Sud;;
Z6CT2;1077;945;16252;4.6;5.5;12.1;;;;;;Bordeaux Blvd Wilson après Judaïque;Boulevards Nord > Sud;;
Z20CT4;563;567;6391;-9.0;-11.4;-10.4;;;;;;Bordeaux Av. Tassigny  avant Bleuets;Sens Entrant;;
Z7CT12;581;494;6961;-4.4;-8.4;0.3;;;;;;Mérignac Mendès-France après Verdun;Mérignac > Pessac         Nord > Sud;;
Z20CT5;578;591;7185;-9.8;-7.4;-9.8;;;;;;Bordeaux Av. du Maréchal de Lattre de Tassigny;Sens Entrant;;
Z7CT17;116;319;2828;-17.5;-7.2;-22.0;;;;;;Mérignac Av. Libération après de Gaulle;Sud > Nord;;
Z21CT6;144;158;2029;-14.4;-22.9;-13.7;;;;;;Le Bouscat Av. de la Libération;;;
Z7CT8;157;301;2832;-7.6;-7.9;-21.8;;;;;;Mérignac Av. Leclerc après V. Eglise;Sud > Nord;;
Z22CT12;444;310;3983;24.8;4.5;10.3;;;;;;Lormont Dupin  après Resistance;Sens Entrant;;
Z8CT5;332;220;3732;6.4;-2.5;0.1;;;;;;Bordeaux Av. Thiers après Lauzac;Sens Entrant;;
Z22CT2;301;411;4651;-16.8;-16.1;-11.3;;;;;;Cenon Av. de Paris après 4 Pavillons;Sens Sortant;;
Z9CT8;402;481;6578;-13.8;-11.3;-8.2;;;;;;Bordeaux 130 Av. Larminat après Sourdis;Sens Sortant;;
Z22CT7;234;287;3608;-22.2;-29.1;-27.6;;;;;;Lormont Av. de Paris vers 4 Pavillons;Nord > Sud;;
Z9CT9;487;619;7897;5.1;2.0;4.8;;;;;;Bordeaux Av. Larminat après Devèze;Sens Sortant;;
Z23CT16;445;516;6733;2.4;1.4;8.7;;;;;;Eysines Av. du Médoc après Lesseps;Sens Entrant;;
Z23CT5;343;323;5176;;;;;;;;;Eysines Rte de Pauillac avant Médoc;Sens Entrant;;
Z24CT10;570;819;11269;2.9;-7.7;1.3;;;;;;Mérignac Magudas avant Cigale;Sens Entrant;;
Z24CT5;747;655;7460;-13.5;-14.4;-18.4;;;;;;Le Haillan Av. Pasteur après Los Héros;Sens Entrant;;
Z24CT6;617;632;7208;;;;;;;;;Eysines Av. de St Médard;Sens Entrant;;
Z24CT9;1118;930;14983;-0.9;2.6;4.0;;;;;;Mérignac Magudas après Cigale;Sens Sortant;;
Z25CT1;353;266;3967;-10.0;-12.3;-3.4;;;;;;Bordeaux Cours Bricaud après Ratabou;Sens Entrant;;
Z25CT13;551;508;7328;-1.5;-2.3;9.7;;;;;;Bordeaux Allée de Boutaut après Laroque;Sens Sortant;;
Z25CT14;762;813;9206;12.7;-0.5;3.8;;;;;;Bordeaux All. Boutaut après Claudeville;Sens Entrant;;
Z25CT16;49;128;1191;-10.4;42.8;22.4;;;;;;Bordeaux Cours de Quebec après Laroque;Sud > Nord;;
Z25CT19;512;366;4541;-1.5;22.9;9.6;;;;;;Bordeaux Vélodrome N>S;Nord > Sud;;
Z25CT23;229;227;2887;-34.8;-34.9;-27.8;;;;;;Bordeaux Achard niveau Pourmann;Sens Sortant;;
Z27CT14;444;410;5164;-11.8;-2.6;-2.4;;;;;;Pessac Haut Lévèque avant Magellan;Nord > Sud;;
Z27CT16;220;393;3807;0.3;11.5;1.3;;;;;;Pessac Haut Lévèque après Av. de Canéjan;Sud > Nord;;
Z27CT6;1284;987;13661;7.1;-0.5;5.6;;;;;;Pessac Av. du Bourghail après Monbalon;Sud > Nord;;
Z27CT8;610;363;5085;11.0;14.2;18.3;;;;;;Pessac Rue des Anciens de l'AFN;Nord > Sud;;
Z28CT4;425;204;3083;19.0;7.6;11.0;;;;;;St Médard Av. de Gaulle avant Rousseau;Sens Entrant;;
Z29CT15;665;534;7429;69.8;55.9;66.7;;;;;Déviation travaux : https://sedeplacer.bordeaux-metropole.fr/Toutes-les-infos-circulation/Rue-barree/Cenon-Avenue-Jean-Zay;Cenon Av. Clémenceau avant 8 mai 45;Sens Sortant;;
Z29CT2;443;412;4969;9.1;7.8;9.3;;;;;;Floirac Monrepos avant Cours Gambetta;Sens Entrant;;
Z29CT6;509;946;8314;-4.5;6.8;-0.2;;;;;;Cenon Bretelle Curie vers entre 2 mers;Curie > Entre Deux Mers;;
Z2CT12;325;311;5018;4.1;14.4;19.8;;;;;;Bordeaux Pl République vers Albret;Sens Entrant;;
Z2CT14;61;108;1007;-43.8;-19.2;-39.4;;;;;;Bordeaux Cours mal Joffre vers Burguet;Nord > Sud;;
Z2CT15;315;402;5204;-14.1;-16.4;-12.2;;;;;;Bordeaux Rue de Cursol après Joffre;Sens Sortant;;
Z2CT16;399;535;7102;-14.8;-26.4;-20.1;;;;;;Bordeaux Cours V. Hugo;Sens Sortant;;
Z2CT17;393;476;6665;-9.8;-12.3;-6.7;;;;;;Bordeaux Cours V. Hugo avant Bir-Hakeim;Sens Sortant;;
Z2CT21;270;363;4659;-11.0;-16.5;-9.7;;;;;;Bordeaux Descente => Allamandier;Bretelle Nord > Sud Descente > Allamandier;;
Z2CT24;105;193;2906;22.1;24.1;28.7;;;;;;Bordeaux Alsace-Lorraine après Cheverus;Sens Sortant;;
Z2CT4;136;220;3227;26.8;11.7;24.0;;;;;;Bordeaux Alsace Lorraine avant Ausone;Sens Sortant;;
Z2CT6;92;112;1624;6.7;14.0;13.3;;;;;;Bordeaux Rue PL Lande sortie Ste Eulalie;Sens Entrant;;
Z30CT15;67;128;1230;-18.2;-12.1;-16.5;;;;;;Mérignac Rte  Pessac;Nord > Sud;;
Z30CT17;444;511;6236;-4.1;0.4;-3.0;;;;;;Mérignac Av. Mendès-France;Sud > Nord;;
Z30CT19;477;328;4820;-3.9;-22.2;-16.6;;;;;;Mérignac Av. Maréchal Leclerc après Coty;Nord > Sud;;
Z31CT4;201;378;5336;-6.5;18.0;13.2;;;;;;Bassens Sortie autoroute Ech. 2;Bretelle Sortante Nord;;
Z31CT6;735;724;9269;4.8;1.4;4.2;;;;;;Bassens Entrée Ech. 2;Bretelle Entrante Nord;;
Z31CT7;156;757;6594;-7.7;5.2;10.7;;;;;;Carbon Blanc Griffons avant Pasteur;Sud > Nord;;
Z3CT15;205;414;3170;;;;;;;;;Bordeaux Rue St. Nicolas, avant Somme.;Argonne > Somme;;
Z3CT17;108;109;1710;26.5;25.4;27.7;;;;;;Bordeaux 36 Cours de l' Argonne;Sens Entrant;;
Z3CT6;422;352;4757;30.3;15.7;21.7;;;;;;Bordeaux Cours Argonne avant Millière;Sens Entrant;;
Z3CT9;388;275;3940;;;;;;;;;Bordeaux 1 Cours de la Libération;Vers Rue du Tondu;;
Z4CT20;215;220;3128;7.6;3.5;7.0;;;;;;Bordeaux Allées de Bristol;Bristol > Hémicycle;;
Z4CT21;234;290;4024;-6.8;-1.0;8.9;;;;;;Bordeaux Rue Esprit des Lois;Vers les Quais;;
